chrom	pos	Teo_JRIAL2T	Teo_JRIAL2S	Teo_JRIAL2R	Teo_JRIAL2Q	Teo_JRIAL2P	Teo_JRIAL2O	Teo_JRIAL2N	Teo_JRIAL2M	Teo_JRIAL2L	Teo_JRIAL2K	Teo_JRIAL2J	Teo_JRIAL2I	Teo_JRIAL2H	Teo_JRIAL2G	Teo_JRIAL2F	Teo_JRIAL2E	Teo_JRIAL2D	Teo_JRIAL2C	Teo_JRIAL2B	Teo_JRIAL2A	Maize_A632	Maize_B37	Maize_B73	Maize_B97	Maize_CML322	Maize_HP301	Maize_IL14	Maize_LH82	Maize_LH123HT	Maize_Mo17	Maize_Oh43	Maize_P39	Maize_PHZ51	Maize_Tx303
1	270551650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270551651	NA	1	0.714285714285714	1	1	1	1	1	1	1	0.833333333333333	1	1	0.666666666666667	1	1	1	1	0.75	1	1	1	NA	1	1	1	0.8	1	0.666666666666667	NA	1	1	NA	1
1	270551652	1	0.857142857142857	NA	1	0.857142857142857	NA	0.666666666666667	1	1	0.833333333333333	NA	NA	1	1	1	1	NA	0.8	NA	NA	NA	NA	1	NA	1	1	1	0.857142857142857	1	1	0.5	NA	1	NA
1	270551751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270551752	NA	1	0.727272727272727	1	NA	1	1	1	0.8	1	1	0.75	1	1	0.875	1	1	NA	1	0.818181818181818	0.8	1	1	1	1	1	1	1	0.9	1	0.777777777777778	NA	1	0.75
1	270551753	1	NA	NA	NA	0.666666666666667	0.9	1	1	NA	0.9	1	1	1	1	1	1	1	0.923076923076923	NA	NA	0.75	0.4	NA	1	1	NA	1	NA	0.8	1	NA	1	NA	1
1	270551781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270551782	NA	1	0.888888888888889	1	NA	0	1	0.333333333333333	0.6	0.5	1	1	1	1	0.857142857142857	1	1	1	0.5	1	1	1	NA	1	1	0.833333333333333	1	1	1	NA	0.888888888888889	NA	1	0.5
1	270551783	1	NA	1	NA	0.75	NA	NA	0	NA	0.454545454545455	1	0.8	NA	NA	1	NA	0.5	0.888888888888889	1	NA	1	0.5	NA	1	1	NA	1	0.714285714285714	1	1	0.9	1	0.875	NA
1	270551848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270551849	NA	1	1	1	1	1	1	NA	0.833333333333333	0.8	1	NA	NA	1	1	1	0.5	0.5	1	1	1	1	NA	1	NA	0.8	1	1	1	1	NA	1	1	NA
1	270551850	NA	NA	1	NA	1	1	NA	NA	1	1	1	NA	NA	NA	1	NA	1	NA	1	1	1	1	NA	NA	0.875	NA	0.875	1	0.909090909090909	1	0.888888888888889	NA	NA	1
1	270551883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270551884	NA	1	1	1	1	1	NA	NA	0.875	0.8	1	NA	NA	1	1	1	1	1	0.888888888888889	NA	1	1	NA	0.5	NA	0.8	1	1	1	1	NA	1	1	NA
1	270551885	NA	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	1	1	1	NA	NA	1	NA	NA	0.833333333333333	1	NA	NA	1	0.875	NA	1	NA	NA	0.666666666666667
1	270551910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270551911	0.333333333333333	1	1	1	1	1	NA	NA	1	1	0.714285714285714	NA	NA	1	1	1	1	1	1	NA	0.75	1	NA	1	NA	1	1	1	1	1	NA	1	1	NA
1	270551912	NA	NA	NA	NA	1	1	NA	NA	1	NA	1	NA	0.75	NA	1	1	1	NA	NA	NA	1	NA	NA	1	1	NA	NA	1	NA	1	1	NA	1	1
1	270551963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270551964	1	1	1	1	0.666666666666667	NA	1	NA	1	NA	1	1	0.666666666666667	1	1	1	1	1	0.875	1	1	1	NA	0.666666666666667	NA	1	1	1	1	1	NA	1	0.666666666666667	NA
1	270551965	NA	0.75	0.8	0.8	1	NA	0.875	NA	0.666666666666667	NA	1	1	1	NA	NA	NA	0.833333333333333	NA	0.714285714285714	1	NA	NA	NA	0.8	NA	1	NA	1	NA	NA	NA	1	NA	NA
1	270552040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552041	NA	1	0.833333333333333	0.857142857142857	1	1	1	1	0.875	1	1	NA	1	1	1	0.909090909090909	1	1	1	1	0.875	1	NA	0.8	NA	1	1	1	0.857142857142857	1	NA	0.75	NA	NA
1	270552042	NA	NA	NA	1	NA	1	0.666666666666667	0.25	1	NA	1	0.8	NA	0.6	0.8	0.75	0.875	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.75	NA	NA	NA	NA
1	270552081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552082	NA	1	1	0.857142857142857	1	1	1	0.875	0.857142857142857	1	1	1	1	1	0.9	0.909090909090909	0.857142857142857	0.923076923076923	0.875	1	0.909090909090909	NA	NA	0.857142857142857	NA	1	0.833333333333333	0.777777777777778	0.8	1	NA	1	NA	NA
1	270552083	NA	NA	NA	NA	0.75	NA	NA	1	NA	NA	NA	NA	NA	1	1	1	0.8	NA	NA	NA	0.75	NA	NA	NA	NA	1	0.75	1	1	0.75	NA	1	NA	NA
1	270552175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552176	NA	0.6	1	0.777777777777778	1	0.8	0.888888888888889	0.9	1	1	1	1	1	1	0.9	1	0.875	1	1	1	0.833333333333333	NA	NA	0.666666666666667	NA	0.875	0.8	1	0.75	0.75	NA	1	NA	NA
1	270552177	1	0.833333333333333	1	NA	1	NA	1	NA	NA	NA	0.833333333333333	NA	NA	1	0.888888888888889	NA	NA	NA	NA	1	NA	0.5	NA	1	NA	NA	0.666666666666667	NA	1	0.9	NA	1	NA	NA
1	270552238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552239	NA	1	1	1	1	1	1	0.875	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	NA	1	NA	0.666666666666667	1	1	1	1	NA	0.666666666666667	NA	NA
1	270552240	1	NA	NA	NA	1	NA	1	1	NA	1	1	NA	1	NA	NA	1	1	1	1	1	NA	1	NA	1	1	1	1	0.714285714285714	NA	1	1	NA	0.5	1
1	270552243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552244	NA	0.8	1	NA	NA	1	NA	0.857142857142857	0.888888888888889	1	1	NA	1	0.8	NA	1	NA	1	1	NA	0.875	NA	NA	0.666666666666667	NA	0.8	1	1	0.875	1	NA	0.666666666666667	NA	NA
1	270552245	1	1	1	NA	NA	NA	NA	1	1	0.875	NA	1	1	1	NA	1	NA	NA	NA	NA	1	0.8	0.5	1	1	0.666666666666667	0.857142857142857	0.875	1	0.909090909090909	1	NA	0.5	0.8
1	270552282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552283	1	1	0.666666666666667	1	1	NA	NA	0.857142857142857	1	1	1	NA	0.666666666666667	1	0.888888888888889	0.666666666666667	0.75	0.8	1	NA	0.857142857142857	NA	NA	0.75	NA	0.666666666666667	1	NA	0.8	NA	NA	NA	NA	NA
1	270552284	NA	NA	NA	0.923076923076923	NA	0.833333333333333	NA	NA	1	NA	NA	1	1	1	NA	NA	NA	1	NA	NA	1	1	0.8	NA	0.933333333333333	1	0.875	1	0.75	0.941176470588235	0.666666666666667	1	0.75	0.9
1	270552311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552312	1	1	1	1	1	NA	0.8	1	1	1	1	1	0.666666666666667	0.75	0.875	0.5	0.8	1	0.833333333333333	NA	1	NA	NA	0.75	NA	0.75	0.857142857142857	NA	1	NA	NA	NA	NA	NA
1	270552313	1	NA	NA	0.916666666666667	NA	1	NA	1	0.666666666666667	0.6	NA	NA	NA	1	NA	0.857142857142857	NA	1	NA	0.875	0.833333333333333	1	1	1	0.823529411764706	NA	NA	1	1	0.875	1	1	0.714285714285714	0.818181818181818
1	270552343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552344	1	1	1	1	0.857142857142857	NA	0.75	1	1	0.909090909090909	0.75	NA	0.666666666666667	1	0.833333333333333	1	1	0.666666666666667	1	1	0.857142857142857	0.5	NA	0.75	NA	1	1	NA	1	NA	NA	NA	NA	NA
1	270552345	1	NA	1	NA	1	0.833333333333333	1	NA	0.5	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	1	0.857142857142857	0.857142857142857	NA	1	1	1	0.909090909090909	1	0.8125	1	0.8	1	0.909090909090909
1	270552373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552374	1	1	1	1	1	1	NA	1	1	0.9	0.857142857142857	NA	1	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	1	1	NA	1	NA	NA	1	NA	NA
1	270552375	NA	NA	1	NA	1	NA	NA	0.8	0.5	1	NA	1	1	NA	NA	0.866666666666667	1	NA	NA	NA	1	1	0.833333333333333	0.857142857142857	1	NA	1	0.888888888888889	1	0.916666666666667	0.909090909090909	NA	1	1
1	270552401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552402	NA	0.8	1	1	0.857142857142857	1	NA	NA	1	0.875	1	NA	NA	1	1	1	1	1	0.666666666666667	NA	1	1	NA	NA	NA	1	0.714285714285714	1	1	1	NA	1	NA	NA
1	270552403	NA	1	NA	0.8	NA	1	NA	NA	0.5	NA	NA	NA	NA	0.875	1	1	0.75	0.666666666666667	NA	NA	0.75	1	0.875	0.9	1	NA	1	0.909090909090909	1	NA	1	0.666666666666667	1	1
1	270552407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552408	NA	1	0.666666666666667	1	0.666666666666667	0.5	NA	NA	1	0.875	1	NA	NA	1	0.875	0.5	1	0.5	0.857142857142857	NA	1	1	NA	0.5	NA	1	1	1	1	1	NA	1	NA	NA
1	270552409	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	0.888888888888889	1	NA	0.25	NA	0.75	NA	0.75	NA	0.875	0.888888888888889	0.9375	0.888888888888889	1	NA	NA	NA	1	0.833333333333333	1	1
1	270552470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552471	NA	0.6	0.6	0.777777777777778	0.75	0.5	NA	1	0	0	0.777777777777778	NA	NA	0.5	0.833333333333333	0.5	0.5	0.5	0.5	0.75	0.75	0.5	NA	1	NA	0.5	0.142857142857143	1	0.0909090909090909	1	NA	1	NA	NA
1	270552472	0.75	0.714285714285714	0.5	NA	NA	NA	0	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	0	NA	0.25	NA	1	0	1	NA	1	0.125	NA	0.833333333333333	NA	1	0	NA	1	0.25
1	270552667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552668	0	0.166666666666667	0.75	0.4	0.6	0	0	0	0	0	0.333333333333333	0	0	0.142857142857143	0.3	0	0	0.25	0	0	0.0714285714285714	NA	NA	0	NA	0	1	NA	0	0	NA	0	NA	NA
1	270552669	0	NA	NA	0.235294117647059	NA	NA	NA	0	NA	0	NA	NA	NA	0.285714285714286	0.466666666666667	0.1	0	0.666666666666667	0	NA	NA	NA	NA	0	NA	NA	1	0	0	NA	0	NA	NA	NA
1	270552690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552691	0	0	0.75	0.166666666666667	0	0	0	0	0	0	0.428571428571429	0	NA	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0.111111111111111	0	NA	0	NA	NA
1	270552692	NA	0.2	0	0.15	NA	0	0	NA	0	0	0.636363636363636	0	NA	0	NA	0	NA	0	NA	NA	NA	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA
1	270552722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552723	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	NA	0	0	NA
1	270552724	NA	NA	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
1	270552742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552743	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	NA	0	0	NA
1	270552744	NA	NA	0	NA	0	0	0	NA	0	0	NA	0	NA	0	NA	0	0	NA	NA	0	NA	0.166666666666667	NA	0	NA	NA	0	0	0	0	NA	0	NA	NA
1	270552904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552905	0	NA	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	0	NA	0	NA	NA
1	270552906	0	0	0	NA	0	NA	0	0	NA	0	0	0	NA	0	NA	0	0	0	0	NA	0	0	NA	0	0.125	0	0	0	0	NA	0	0	0	0
1	270552909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552910	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	0	0	0	0	NA	0	NA	NA
1	270552911	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	0	0	NA	0	0	0	NA	NA	0	0	0	0	0	0
1	270552987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270552988	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	0
1	270552989	0	NA	0	0	0	NA	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	0	NA	0	NA	0	NA	NA	0	0	0	0	NA	NA
1	270553023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553024	NA	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	0
1	270553025	0	0	NA	0	0	NA	0	NA	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	NA	NA	0	NA	0	NA	0	0	NA	0	0	0	NA
1	270553026	NA	NA	0	NA	0	NA	0	NA	NA	NA	0	NA	NA	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA
1	270553027	0	NA	0	0	0	0	0	0	NA	0	NA	NA	0	0	NA	0	NA	0	0	NA	NA	0	NA	0.166666666666667	0	NA	NA	0	0	0	0	0	0	NA
1	270553029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553030	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	0
1	270553031	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	NA	0	0	0	0	0	NA	0	0	NA	NA	0	NA	NA	NA	0	0	0	0	NA	NA
1	270553036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553037	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0
1	270553038	0	0	0	0	0	0	NA	NA	0	0	0.0909090909090909	NA	0	0	0	NA	NA	0	NA	0	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0
1	270553043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553044	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	0
1	270553045	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	0	NA	0
1	270553060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553061	0	0	0	NA	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	0	0
1	270553062	0	NA	0	0	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	0	NA	0	0	0	NA	0
1	270553107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553108	NA	0	NA	NA	0	NA	0	0	0	0	0	NA	NA	0	0	0	0	NA	0	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	0	0	0
1	270553109	0.25	NA	0	0	NA	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	NA	NA	0	0	0.166666666666667	0	0	NA	NA	0.25	0	0	0	0	NA	0
1	270553192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553193	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	0	0	0	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA
1	270553194	0	0	0	0	0	NA	0	0	0	NA	0	0.2	0	0	0	NA	NA	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0
1	270553200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553201	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	NA	NA	0	0	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA
1	270553202	0	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	NA	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0
1	270553205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553206	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	NA	NA	0	0.25	0	0	NA	NA	0	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA
1	270553207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	NA	0	0	0	0	NA	0	0
1	270553265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553266	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	NA
1	270553267	NA	0	NA	0	NA	0	0	NA	0	0	0	0	NA	0	NA	NA	NA	0	0	NA	0	0	NA	0	0	NA	NA	0	0	0	0	0	NA	0
1	270553300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA
1	270553302	NA	NA	NA	0	NA	0	0	0	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	NA	0	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0
1	270553387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553388	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1	270553389	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	NA	0.333333333333333	0	0	0	0	0	0	NA	0	0	0
1	270553489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553490	0	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA
1	270553491	NA	0	0	NA	0	NA	NA	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	NA	0	0	NA
1	270553493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553494	0	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA
1	270553495	NA	0	0	NA	0	NA	NA	0	0	NA	NA	0	NA	0	0	0	0	0	0	NA	0	0	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA
1	270553549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553550	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	0	0	NA	NA	NA	0	NA
1	270553551	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	0	NA	0	NA	0	NA	0	0	NA
1	270553599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553600	0	NA	NA	NA	NA	0	0	0	NA	0	0.333333333333333	NA	0	0	0	0	NA	0	0	0	0.333333333333333	NA	NA	NA	NA	0	0	NA	0	NA	NA	0	NA	NA
1	270553601	NA	0	0	NA	NA	NA	0	NA	0	0	0	0	NA	0	0	NA	0	NA	NA	0	NA	0	NA	0	NA	NA	NA	0	0	0	0	NA	0	NA
1	270553685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270553686	NA	0	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	0	NA	0	NA	NA	0	NA	0	0	NA	0	NA	NA	0	0	NA
1	270553687	0	NA	0	0	0	0	0	0	0	NA	NA	0	0	0.142857142857143	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
