Chr	start	end	Gene	Chain	Chr_TE	start_TE	end_TE	Overlap_bp
10	18413886	18414789	Zm00001d023743	-	10	18406490	18415284	903
10	18613505	18627300	Zm00001d023749	-	10	18620569	18625597	5028
10	18981329	18992718	Zm00001d023756	+	10	18981924	18987217	5293
10	18981329	18992718	Zm00001d023756	+	10	18990852	18991091	239
10	19358328	19361415	Zm00001d023765	-	10	19353381	19360694	2366
10	19671980	19672937	Zm00001d023774	+	10	19658541	19672799	819
10	19782704	19783902	Zm00001d023775	+	10	19779366	19793477	1198
10	19785623	19786418	Zm00001d023776	-	10	19779366	19793477	795
10	19975235	19977409	Zm00001d023783	+	10	19976759	19977035	276
10	20016631	20026092	Zm00001d023784	-	10	20015758	20020322	3691
10	20566337	20591883	Zm00001d023791	+	10	20580892	20586709	5817
10	20844614	20890419	Zm00001d023792	+	10	20857717	20862759	5042
10	20844614	20890419	Zm00001d023792	+	10	20866503	20873527	7024
10	21488311	21534611	Zm00001d023796	+	10	21500773	21506020	5247
10	21488311	21534611	Zm00001d023796	+	10	21516616	21521767	5151
10	21896216	21908831	Zm00001d023797	+	10	21904194	21907217	3023
10	22188803	22205430	Zm00001d023801	-	10	22196956	22197452	496
10	22188803	22205430	Zm00001d023801	-	10	22201526	22202024	498
10	22188803	22205430	Zm00001d023801	-	10	22191342	22202793	11451
10	22188803	22205430	Zm00001d023801	-	10	22194312	22202136	7824
10	22238725	22244066	Zm00001d023802	+	10	22237018	22244387	5341
10	22391444	22391719	Zm00001d023804	-	10	22380563	22394312	275
10	22948296	22951424	Zm00001d023813	-	10	22946660	22955883	3128
10	23315369	23318262	Zm00001d023816	+	10	23269310	23328700	2893
10	23315369	23318262	Zm00001d023816	+	10	23284705	23319560	2893
10	23689303	23693766	Zm00001d023827	-	10	23682723	23694123	4463
10	23696839	23697597	Zm00001d023828	-	10	23697205	23710975	392
10	23887314	23897377	Zm00001d023838	-	10	23887492	23900944	9885
10	23898579	23909591	Zm00001d023839	-	10	23887492	23900944	2365
10	24272876	24275088	Zm00001d023842	+	10	24274593	24285882	495
10	24701388	24714568	Zm00001d023851	+	10	24701989	24713675	11686
10	25779950	25780455	Zm00001d023871	+	10	25770079	25816443	505
10	25807397	25807714	Zm00001d023872	-	10	25770079	25816443	317
10	26204689	26207745	Zm00001d023882	-	10	26206042	26208173	1703
10	26413254	26416496	Zm00001d023887	+	10	26414997	26421154	1499
10	26413254	26416496	Zm00001d023887	+	10	26397999	26414071	817
10	26416953	26419954	Zm00001d023888	+	10	26414997	26421154	3001
10	26476932	26477408	Zm00001d023889	+	10	26466855	26513847	476
10	26476932	26477408	Zm00001d023889	+	10	26471132	26509207	476
10	26476932	26477408	Zm00001d023889	+	10	26475893	26504347	476
10	26499052	26499528	Zm00001d023890	+	10	26466855	26513847	476
10	26499052	26499528	Zm00001d023890	+	10	26471132	26509207	476
10	26499052	26499528	Zm00001d023890	+	10	26475893	26504347	476
10	27251530	27252715	Zm00001d023901	+	10	27218476	27279742	1185
10	27274978	27275247	Zm00001d023902	+	10	27273085	27292424	269
10	27274978	27275247	Zm00001d023902	+	10	27218476	27279742	269
10	27298997	27301167	Zm00001d023903	-	10	27298054	27308327	2170
10	27298997	27301167	Zm00001d023903	-	10	27291864	27381281	2170
10	27313349	27316275	Zm00001d023904	-	10	27291864	27381281	2926
10	27382710	27384880	Zm00001d023905	-	10	27381767	27392040	2170
10	27382710	27384880	Zm00001d023905	-	10	27381459	27459763	2170
10	27456859	27465326	Zm00001d023906	-	10	27381459	27459763	2904
10	27502136	27505505	Zm00001d023908	-	10	27490696	27507017	3369
10	27559899	27560748	Zm00001d023909	-	10	27537537	27600564	849
10	27559899	27560748	Zm00001d023909	-	10	27549011	27561271	849
10	27881681	27885933	Zm00001d023912	+	10	27862320	27897462	4252
10	27881681	27885933	Zm00001d023912	+	10	27882706	27890620	3227
10	27979618	27987242	Zm00001d023914	+	10	27978620	27986266	6648
10	28083135	28084982	Zm00001d023915	-	10	28077203	28083148	13
10	28812919	28813636	Zm00001d023928	-	10	28792734	28816038	717
10	29148234	29154174	Zm00001d023929	-	10	29148377	29162523	5797
10	30400299	30400997	Zm00001d023940	-	10	30386372	30401040	698
10	30683334	30695018	Zm00001d023943	-	10	30685773	30691241	5468
10	30897430	30899575	Zm00001d023944	+	10	30899561	30909124	14
10	30976716	30980257	Zm00001d023946	-	10	30978881	30994823	1376
10	31669358	31673544	Zm00001d023955	+	10	31672958	31680840	586
10	31821083	31827877	Zm00001d023957	-	10	31817182	31828013	6794
10	32431429	32440928	Zm00001d023966	-	10	32430790	32445272	9499
10	32431429	32440928	Zm00001d023966	-	10	32433220	32440602	7382
10	32815479	32817141	Zm00001d023973	+	10	32814129	32829986	1662
10	33368056	33370549	Zm00001d023975	+	10	33369018	33383835	1531
10	33381630	33383163	Zm00001d023976	-	10	33369018	33383835	1533
10	34214274	34227047	Zm00001d023982	+	10	34216400	34223821	7421
10	34214274	34227047	Zm00001d023982	+	10	34156386	34253258	12773
10	34214274	34227047	Zm00001d023982	+	10	34164971	34231889	12773
10	34278519	34282752	Zm00001d023984	+	10	34270675	34285356	4233
10	34330995	34334637	Zm00001d023985	+	10	34319826	34383996	3642
10	34616171	34616984	Zm00001d023989	-	10	34610021	34690545	813
10	34955444	34957688	Zm00001d023991	+	10	34954380	34972892	2244
10	34971922	34972401	Zm00001d023992	-	10	34954380	34972892	479
10	35139343	35141232	Zm00001d023993	-	10	35138018	35218330	1889
10	35174831	35179918	Zm00001d023994	+	10	35138018	35218330	5087
10	35441529	35448839	Zm00001d023998	-	10	35439113	35454963	7310
10	35675292	35679293	Zm00001d024000	-	10	35662920	35678518	3226
10	35707638	35708763	Zm00001d024001	+	10	35702988	35737193	1125
10	35713642	35715810	Zm00001d024002	+	10	35702988	35737193	2168
10	35842772	35856493	Zm00001d024003	+	10	35846215	35851596	5381
10	35858507	35864183	Zm00001d024004	-	10	35864027	35901904	156
10	35858507	35864183	Zm00001d024004	-	10	35861260	35927284	2923
10	35922682	35924953	Zm00001d024005	-	10	35915306	35932851	2271
10	35922682	35924953	Zm00001d024005	-	10	35861260	35927284	2271
10	36379483	36384610	Zm00001d024008	+	10	36345330	36422360	5127
10	36528738	36535462	Zm00001d024009	+	10	36527843	36539932	6724
10	36761949	36762589	Zm00001d024011	-	10	36701182	36779226	640
10	36761949	36762589	Zm00001d024011	-	10	36761270	36771944	640
10	36873558	36877166	Zm00001d024012	+	10	36877118	36892601	48
10	36873558	36877166	Zm00001d024012	+	10	36870842	36963931	3608
10	36890850	36892262	Zm00001d024013	-	10	36877118	36892601	1412
10	36890850	36892262	Zm00001d024013	-	10	36870842	36963931	1412
10	37085965	37102852	Zm00001d024018	+	10	37094466	37100289	5823
10	37085965	37102852	Zm00001d024018	+	10	37099362	37111205	3490
10	37879487	37880623	Zm00001d024027	-	10	37875126	37882247	1136
10	37894909	37899157	Zm00001d024028	+	10	37897236	37900059	1921
10	38227276	38228679	Zm00001d024030	+	10	38223925	38227434	158
10	38570776	38575734	Zm00001d024033	-	10	38568748	38575950	4958
10	38698828	38720756	Zm00001d024034	+	10	38702068	38707011	4943
10	38698828	38720756	Zm00001d024034	+	10	38714331	38715012	681
10	38787097	38794588	Zm00001d024035	-	10	38786815	38798541	7491
10	38795360	38821643	Zm00001d024036	+	10	38807000	38812317	5317
10	38795360	38821643	Zm00001d024036	+	10	38786815	38798541	3181
10	38844199	38849055	Zm00001d024037	-	10	38834805	38847165	2966
10	38851989	38852621	Zm00001d024038	-	10	38849271	38855664	632
10	38854460	38855209	Zm00001d024040	-	10	38849271	38855664	749
10	39073197	39078744	Zm00001d024041	-	10	39058691	39077297	4100
10	39074047	39074250	Zm00001d024042	+	10	39058691	39077297	203
10	39109230	39113706	Zm00001d024043	-	10	39109459	39111862	2403
10	39109230	39113706	Zm00001d024043	-	10	39107084	39113605	4375
10	39765508	39781464	Zm00001d024049	-	10	39771273	39775977	4704
10	39765508	39781464	Zm00001d024049	-	10	39774527	39831891	6937
10	40250482	40256679	Zm00001d024053	+	10	40246635	40262683	6197
10	40250482	40256679	Zm00001d024053	+	10	40250091	40258686	6197
10	40372939	40373797	Zm00001d024057	-	10	40369608	40384705	858
10	40477028	40481002	Zm00001d024058	-	10	40472009	40487298	3974
10	40477028	40481002	Zm00001d024058	-	10	40463084	40502359	3974
10	41073293	41087885	Zm00001d024066	-	10	41077912	41083439	5527
10	41073293	41087885	Zm00001d024066	-	10	41034377	41127124	14592
10	41073293	41087885	Zm00001d024066	-	10	41037548	41124644	14592
10	41313163	41314896	Zm00001d024068	-	10	41252199	41349238	1733
10	41419113	41423564	Zm00001d024070	+	10	41370825	41426130	4451
10	41457090	41458519	Zm00001d024071	-	10	41426162	41465508	1429
10	41643302	41644974	Zm00001d024072	+	10	41632571	41645922	1672
10	41643302	41644974	Zm00001d024072	+	10	41639361	41664464	1672
10	42160780	42161379	Zm00001d024079	-	10	42106152	42182924	599
10	42160780	42161379	Zm00001d024079	-	10	42134383	42168847	599
10	42160780	42161379	Zm00001d024079	-	10	42139001	42163464	599
10	42160780	42161379	Zm00001d024079	-	10	42149520	42163448	599
10	42493160	42494244	Zm00001d024082	+	10	42480948	42497752	1084
10	42507737	42511403	Zm00001d024083	-	10	42507518	42522793	3666
10	43766059	43771787	Zm00001d024092	-	10	43767626	43772195	4161
10	43772159	43777204	Zm00001d024093	-	10	43767626	43772195	36
10	44453581	44455088	Zm00001d024096	+	10	44433741	44464470	1507
10	45381410	45382084	Zm00001d024103	+	10	45380078	45383216	674
10	45381410	45382084	Zm00001d024103	+	10	45314583	45411624	674
10	46166547	46169418	Zm00001d024109	+	10	46162789	46174031	2871
10	46171560	46173399	Zm00001d024110	-	10	46162789	46174031	1839
10	46171560	46173399	Zm00001d024110	-	10	46170727	46234328	1839
10	46407305	46410671	Zm00001d024112	+	10	46407696	46409421	1725
10	46971393	46973252	Zm00001d024119	+	10	46970832	46976996	1859
10	48089572	48093645	Zm00001d024126	-	10	48089450	48092902	3330
10	48089572	48093645	Zm00001d024126	-	10	48082535	48089889	317
10	48704467	48707614	Zm00001d024135	-	10	48693242	48749133	3147
10	48704467	48707614	Zm00001d024135	-	10	48697063	48715547	3147
10	49020418	49026280	Zm00001d024138	-	10	49022836	49024147	1311
10	49020418	49026280	Zm00001d024138	-	10	49014735	49055200	5862
10	49067757	49069364	Zm00001d024140	+	10	49066738	49072023	1607
10	49228141	49228668	Zm00001d024145	+	10	49225518	49238776	527
10	49971629	49972114	Zm00001d024151	-	10	49879351	49978413	485
10	50348895	50359551	Zm00001d024153	+	10	50349438	50357977	8539
10	50349266	50362873	Zm00001d024154	+	10	50349438	50357977	8539
10	50584421	50586766	Zm00001d024157	+	10	50581219	50604793	2345
10	51231078	51241553	Zm00001d024159	-	10	51232552	51241247	8695
10	53430604	53434813	Zm00001d024178	-	10	53426968	53435471	4209
10	53535372	53538235	Zm00001d024179	+	10	53537871	53553206	364
10	53540016	53540488	Zm00001d024181	+	10	53537871	53553206	472
10	53540016	53540488	Zm00001d024181	+	10	53538542	53577708	472
10	53543878	53544393	Zm00001d024183	+	10	53537871	53553206	515
10	53543878	53544393	Zm00001d024183	+	10	53538542	53577708	515
10	53917369	53918410	Zm00001d024185	+	10	53885992	53923951	1041
10	54617295	54621008	Zm00001d024189	-	10	54612296	54635906	3713
10	54617295	54621008	Zm00001d024189	-	10	54613100	54626362	3713
10	54618893	54619527	Zm00001d024190	+	10	54612296	54635906	634
10	54618893	54619527	Zm00001d024190	+	10	54613100	54626362	634
10	54890273	54916259	Zm00001d024192	+	10	54890815	54891381	566
10	54890273	54916259	Zm00001d024192	+	10	54912369	54913653	1284
10	54920198	54922076	Zm00001d024193	-	10	54917259	54934526	1878
10	54971219	54978845	Zm00001d024194	+	10	54961465	54974096	2877
10	54998993	54999382	Zm00001d024195	+	10	54993663	55021934	389
10	54999901	55001252	Zm00001d024196	-	10	54993663	55021934	1351
10	55002372	55004094	Zm00001d024197	-	10	54993663	55021934	1722
10	55246275	55249896	Zm00001d024199	+	10	55249856	55254960	40
10	56256752	56275757	Zm00001d024205	+	10	56268912	56273962	5050
10	56446155	56449468	Zm00001d024207	-	10	56446458	56532982	3010
10	56531883	56542918	Zm00001d024208	-	10	56527079	56533257	1374
10	56531883	56542918	Zm00001d024208	-	10	56533230	56614254	9688
10	56531883	56542918	Zm00001d024208	-	10	56539883	56548398	3035
10	56531883	56542918	Zm00001d024208	-	10	56446458	56532982	1099
10	56568678	56569597	Zm00001d024209	+	10	56533230	56614254	919
10	56611720	56614911	Zm00001d024210	-	10	56606836	56613101	1381
10	56611720	56614911	Zm00001d024210	-	10	56533230	56614254	2534
10	56725558	56728539	Zm00001d024211	+	10	56721053	56811549	2981
10	57648579	57651264	Zm00001d024220	-	10	57645601	57658381	2685
10	58143098	58144926	Zm00001d024223	-	10	58142882	58162067	1828
10	58144857	58147909	Zm00001d024224	+	10	58142882	58162067	3052
10	58196315	58208268	Zm00001d024225	+	10	58207868	58221894	400
10	58347617	58349489	Zm00001d024228	+	10	58349067	58373376	422
10	58676785	58678869	Zm00001d024237	+	10	58669266	58679575	2084
10	58940661	58959893	Zm00001d024238	+	10	58941235	58951630	10395
10	58940661	58959893	Zm00001d024238	+	10	58957854	58968486	2039
10	59154381	59155393	Zm00001d024241	+	10	59151694	59160039	1012
10	59323337	59324722	Zm00001d024246	-	10	59320597	59324409	1072
10	59639653	59641801	Zm00001d024251	+	10	59639339	59650464	2148
10	59799805	59801207	Zm00001d024253	-	10	59799111	59805873	1402
10	59950553	59956816	Zm00001d024262	-	10	59928467	59962205	6263
10	59950553	59956816	Zm00001d024262	-	10	59947148	59961567	6263
10	60073377	60074308	Zm00001d024267	+	10	60054658	60074219	842
10	61712124	61716615	Zm00001d024285	-	10	61678010	61720089	4491
10	61712124	61716615	Zm00001d024285	-	10	61713541	61728641	3074
10	61733105	61735178	Zm00001d024286	-	10	61729038	61735996	2073
10	62300386	62308465	Zm00001d024291	+	10	62295298	62302217	1831
10	62895060	62902241	Zm00001d024301	+	10	62898024	62906620	4217
10	62902288	62903162	Zm00001d024302	-	10	62898024	62906620	874
10	62903387	62904298	Zm00001d024303	+	10	62898024	62906620	911
10	63550609	63551472	Zm00001d024312	-	10	63541724	63611071	863
10	63559789	63560457	Zm00001d024313	-	10	63541724	63611071	668
10	63998482	64015910	Zm00001d024317	-	10	64004058	64011024	6966
10	63998482	64015910	Zm00001d024317	-	10	63996979	64013517	15035
10	63998482	64015910	Zm00001d024317	-	10	64001341	64013122	11781
10	64146988	64156247	Zm00001d024318	+	10	64152958	64163324	3289
10	64272530	64275570	Zm00001d024319	+	10	64271402	64279494	3040
10	64669622	64684686	Zm00001d024325	-	10	64674258	64683826	9568
10	64819539	64877233	Zm00001d024327	-	10	64862862	64864472	1610
10	64910002	64910757	Zm00001d024329	-	10	64906225	64967915	755
10	64913104	64915166	Zm00001d024330	+	10	64906225	64967915	2062
10	65375833	65376593	Zm00001d024336	-	10	65370650	65377010	760
10	65518390	65530091	Zm00001d024338	+	10	65524840	65525160	320
10	65524284	65532891	Zm00001d024339	-	10	65524840	65525160	320
10	65653740	65656426	Zm00001d024340	-	10	65642498	65654937	1197
10	65777201	65792002	Zm00001d024342	+	10	65783475	65788629	5154
10	65777201	65792002	Zm00001d024342	+	10	65775505	65795068	14801
10	65880914	65886361	Zm00001d024343	+	10	65880601	65881368	454
10	65890768	65891820	Zm00001d024345	-	10	65888211	65902038	1052
10	65900814	65901513	Zm00001d024346	-	10	65888211	65902038	699
10	66260393	66261334	Zm00001d024353	+	10	66260065	66261100	707
10	66471477	66472334	Zm00001d024354	-	10	66468848	66481570	857
10	66996150	66999187	Zm00001d024363	-	10	66993981	67004521	3037
10	67007013	67012130	Zm00001d024364	+	10	67010127	67010418	291
10	67238307	67239064	Zm00001d024367	+	10	67232767	67251049	757
10	67244941	67245144	Zm00001d024368	-	10	67232767	67251049	203
10	67591281	67591511	Zm00001d024371	+	10	67584875	67594806	230
10	67656528	67659072	Zm00001d024373	+	10	67645831	67665283	2544
10	68164948	68165808	Zm00001d024379	-	10	68163824	68174263	860
10	68270859	68272288	Zm00001d024382	-	10	68270757	68274085	1429
10	68303992	68307589	Zm00001d024384	-	10	68303204	68314007	3597
10	68460502	68464995	Zm00001d024390	-	10	68452303	68475110	4493
10	68460502	68464995	Zm00001d024390	-	10	68453617	68468880	4493
10	68584698	68594748	Zm00001d024393	-	10	68585909	68600637	8839
10	68729874	68732490	Zm00001d024395	-	10	68715088	68733892	2616
10	68920396	68920830	Zm00001d024397	-	10	68920008	68941832	434
10	68924044	68928079	Zm00001d024398	+	10	68920008	68941832	4035
10	68993805	68994473	Zm00001d024401	-	10	68986608	68999756	668
10	69199906	69204296	Zm00001d024406	+	10	69191620	69206654	4390
10	69318521	69319274	Zm00001d024407	-	10	69317710	69332543	753
10	69318521	69319274	Zm00001d024407	-	10	69314176	69398088	753
10	69366565	69372020	Zm00001d024408	-	10	69314176	69398088	5455
10	69483649	69484945	Zm00001d024410	+	10	69481272	69499206	1296
10	69487371	69498832	Zm00001d024411	-	10	69487710	69494133	6423
10	69487371	69498832	Zm00001d024411	-	10	69481272	69499206	11461
10	70110101	70110779	Zm00001d024417	+	10	70107413	70121811	678
10	70277489	70282890	Zm00001d024420	-	10	70268933	70348423	5401
10	70312679	70316041	Zm00001d024421	-	10	70268933	70348423	3362
10	70577739	70579793	Zm00001d024429	-	10	70572263	70580943	2054
10	70699714	70701228	Zm00001d024431	-	10	70662534	70727025	1514
10	70699714	70701228	Zm00001d024431	-	10	70694880	70707013	1514
10	70817870	70821297	Zm00001d024438	-	10	70820764	70827101	533
10	70817870	70821297	Zm00001d024438	-	10	70819911	70858760	1386
10	70825279	70826738	Zm00001d024439	+	10	70820764	70827101	1459
10	70825279	70826738	Zm00001d024439	+	10	70819911	70858760	1459
10	71043508	71064293	Zm00001d024444	+	10	71045161	71053232	8071
10	71043508	71064293	Zm00001d024444	+	10	71054624	71064103	9479
10	71727868	71728568	Zm00001d024456	-	10	71718565	71748406	700
10	71739147	71747481	Zm00001d024457	+	10	71730250	71741986	2839
10	71739147	71747481	Zm00001d024457	+	10	71718565	71748406	8334
10	72127774	72128574	Zm00001d024465	-	10	72124767	72166460	800
10	72127774	72128574	Zm00001d024465	-	10	72076735	72166463	800
10	72129360	72135148	Zm00001d024466	-	10	72124767	72166460	5788
10	72129360	72135148	Zm00001d024466	-	10	72076735	72166463	5788
10	72229235	72232453	Zm00001d024468	-	10	72229131	72237809	3218
10	72299213	72300316	Zm00001d024469	-	10	72286767	72300821	1103
10	72864114	72865016	Zm00001d024476	-	10	72835092	72869192	902
10	72975072	72977686	Zm00001d024477	-	10	72965819	72975114	42
10	74756584	74774103	Zm00001d024505	+	10	74763839	74770180	6341
10	74756584	74774103	Zm00001d024505	+	10	74706044	74795697	17519
10	74928701	74929729	Zm00001d024509	+	10	74927011	74941031	1028
10	74930192	74935116	Zm00001d024510	-	10	74927011	74941031	4924
10	74955857	74958288	Zm00001d024511	+	10	74954101	74965443	2431
10	75531512	75533071	Zm00001d024515	-	10	75529671	75538553	1559
10	75684691	75686862	Zm00001d024517	-	10	75677411	75686336	1645
10	75760691	75762808	Zm00001d024518	+	10	75759599	75761357	666
10	75764386	75780299	Zm00001d024519	-	10	75770909	75777568	6659
10	76302295	76309059	Zm00001d024525	-	10	76291556	76306853	4558
10	76539255	76545947	Zm00001d024530	+	10	76545536	76553075	411
10	76866751	76868336	Zm00001d024535	+	10	76857541	76868626	1585
10	76949485	76951690	Zm00001d024536	-	10	76947470	76952241	2205
10	77144191	77149860	Zm00001d024540	-	10	77138107	77152383	5669
10	77529347	77533684	Zm00001d024543	+	10	77512757	77558034	4337
10	77538306	77543898	Zm00001d024544	+	10	77512757	77558034	5592
10	77547497	77548246	Zm00001d024545	-	10	77512757	77558034	749
10	77772197	77772878	Zm00001d024548	-	10	77765604	77783689	681
10	77777088	77777751	Zm00001d024549	-	10	77765604	77783689	663
10	78048589	78051848	Zm00001d024553	-	10	78048143	78055986	3259
10	78187147	78188241	Zm00001d024558	+	10	78186116	78219518	1094
10	78218634	78219725	Zm00001d024559	+	10	78186116	78219518	884
10	78246604	78252349	Zm00001d024560	-	10	78246569	78266401	5745
10	78334052	78335179	Zm00001d024562	+	10	78333435	78397897	1127
10	78390196	78394697	Zm00001d024563	-	10	78333435	78397897	4501
10	78397527	78398621	Zm00001d024565	+	10	78333435	78397897	370
10	78696502	78699043	Zm00001d024571	-	10	78693657	78697635	1133
10	78836368	78838011	Zm00001d024574	-	10	78829646	78844344	1643
10	78839665	78843440	Zm00001d024575	-	10	78829646	78844344	3775
10	78875860	78876914	Zm00001d024577	+	10	78860675	78876130	270
10	79447776	79448564	Zm00001d024586	-	10	79446476	79465450	788
10	79531184	79531673	Zm00001d024590	+	10	79512601	79532154	489
10	79578452	79580065	Zm00001d024591	-	10	79572217	79586157	1613
10	79583757	79584056	Zm00001d024592	+	10	79572217	79586157	299
10	79726997	79731279	Zm00001d024594	+	10	79720586	79737735	4282
10	79726997	79731279	Zm00001d024594	+	10	79727116	79813905	4163
10	79813506	79821012	Zm00001d024595	+	10	79727116	79813905	399
10	79813506	79821012	Zm00001d024595	+	10	79807993	79825744	7506
10	79830935	79838588	Zm00001d024596	-	10	79832281	79839578	6307
10	79896971	79904061	Zm00001d024597	+	10	79899384	79899871	487
10	80002018	80033465	Zm00001d024601	+	10	80021227	80026606	5379
10	80193417	80198259	Zm00001d024608	-	10	80162811	80240373	4842
10	80193417	80198259	Zm00001d024608	-	10	80190501	80239737	4842
10	80279185	80279870	Zm00001d024610	+	10	80270753	80280363	685
10	80319653	80328964	Zm00001d024612	+	10	80320665	80327430	6765
10	80319653	80328964	Zm00001d024612	+	10	80325240	80325436	196
10	80363189	80363784	Zm00001d024613	-	10	80351584	80375316	595
10	80363189	80363784	Zm00001d024613	-	10	80360766	80370801	595
10	80366020	80367174	Zm00001d024614	-	10	80351584	80375316	1154
10	80366020	80367174	Zm00001d024614	-	10	80360766	80370801	1154
10	80376562	80377211	Zm00001d024615	+	10	80377046	80387338	165
10	80385879	80387306	Zm00001d024617	+	10	80377046	80387338	1427
10	80551131	80554704	Zm00001d024620	-	10	80544977	80557134	3573
10	81009835	81021978	Zm00001d024627	+	10	81012352	81018068	5716
10	81009835	81021978	Zm00001d024627	+	10	81012538	81012856	318
10	81073928	81076478	Zm00001d024628	+	10	81059496	81130997	2550
10	81097554	81132124	Zm00001d024629	-	10	81108651	81117018	8367
10	81097554	81132124	Zm00001d024629	-	10	81059496	81130997	33443
10	81097554	81132124	Zm00001d024629	-	10	81098502	81128214	29712
10	81097554	81132124	Zm00001d024629	-	10	81110071	81122243	12172
10	81313003	81315686	Zm00001d024631	+	10	81302807	81316632	2683
10	81524653	81534673	Zm00001d024640	+	10	81527483	81532698	5215
10	82038496	82042897	Zm00001d024647	+	10	82037331	82056292	4401
10	82069582	82070175	Zm00001d024648	-	10	82068828	82081974	593
10	82129612	82135240	Zm00001d024651	-	10	82133092	82142023	2148
10	82129612	82135240	Zm00001d024651	-	10	82115776	82183535	5628
10	82136682	82138304	Zm00001d024652	+	10	82133092	82142023	1622
10	82136682	82138304	Zm00001d024652	+	10	82115776	82183535	1622
10	82212057	82212612	Zm00001d024655	+	10	82210969	82213329	555
10	82482086	82482747	Zm00001d024659	-	10	82471836	82489662	661
10	82540025	82546173	Zm00001d024661	-	10	82545325	82559853	848
10	82550205	82553263	Zm00001d024662	+	10	82545325	82559853	3058
10	82869683	82873455	Zm00001d024667	+	10	82869536	82872153	2470
10	82958295	82958914	Zm00001d024670	-	10	82955496	82971629	619
10	83251939	83254248	Zm00001d024674	+	10	83252682	83266375	1566
10	83281590	83288964	Zm00001d024675	+	10	83286254	83287490	1236
10	83366109	83371712	Zm00001d024677	+	10	83356414	83375546	5603
10	83443909	83447138	Zm00001d024679	+	10	83435020	83450699	3229
10	83504140	83504892	Zm00001d024680	-	10	83488893	83506971	752
10	83542072	83544101	Zm00001d024682	+	10	83541958	83555869	2029
10	83544385	83545263	Zm00001d024683	+	10	83541958	83555869	878
10	83546889	83552758	Zm00001d024684	+	10	83541958	83555869	5869
10	83604546	83607822	Zm00001d024687	+	10	83591653	83609139	3276
10	83886418	83901602	Zm00001d024693	-	10	83888928	83894226	5298
10	83886418	83901602	Zm00001d024693	-	10	83887213	83905797	14389
10	83916781	83937197	Zm00001d024694	+	10	83922433	83931932	9499
10	83916781	83937197	Zm00001d024694	+	10	83914114	83996459	20416
10	83916781	83937197	Zm00001d024694	+	10	83924702	83942835	12495
10	83939608	83941521	Zm00001d024695	+	10	83914114	83996459	1913
10	83939608	83941521	Zm00001d024695	+	10	83924702	83942835	1913
10	83958343	83961453	Zm00001d024697	+	10	83914114	83996459	3110
10	83962005	83966353	Zm00001d024698	-	10	83914114	83996459	4348
10	84015105	84017555	Zm00001d024699	+	10	83997928	84020656	2450
10	84198500	84212285	Zm00001d024704	-	10	84211245	84218720	1040
10	84380611	84382783	Zm00001d024707	-	10	84379728	84383047	2172
10	84546907	84553633	Zm00001d024710	+	10	84546881	84553696	6726
10	84549485	84554071	Zm00001d024711	-	10	84546881	84553696	4211
10	84946645	84948150	Zm00001d024717	-	10	84943332	84956327	1505
10	84950249	84953025	Zm00001d024718	-	10	84943332	84956327	2776
10	85113348	85114493	Zm00001d024720	+	10	85109109	85123002	1145
10	85118115	85122672	Zm00001d024721	+	10	85109109	85123002	4557
10	85443581	85444840	Zm00001d024728	+	10	85436071	85451564	1259
10	85734218	85735478	Zm00001d024738	-	10	85723869	85751142	1260
10	85756586	85765328	Zm00001d024739	-	10	85756187	85766848	8742
10	85756586	85765328	Zm00001d024739	-	10	85760636	85765426	4692
10	85863324	85863746	Zm00001d024742	+	10	85848059	85867236	422
10	85863842	85866636	Zm00001d024743	+	10	85848059	85867236	2794
10	85988783	85989775	Zm00001d024749	-	10	85968308	85989484	701
10	86031628	86032341	Zm00001d024750	-	10	85997684	86045296	713
10	86089300	86090579	Zm00001d024751	-	10	86089493	86137381	1086
10	86136391	86137413	Zm00001d024752	-	10	86089493	86137381	990
10	86312505	86313524	Zm00001d024753	+	10	86294455	86313688	1019
10	86469146	86473935	Zm00001d024756	-	10	86469835	86471280	1445
10	86563313	86576507	Zm00001d024759	-	10	86564784	86601965	11723
10	86563313	86576507	Zm00001d024759	-	10	86570505	86579675	6002
10	86575066	86575988	Zm00001d024760	+	10	86564784	86601965	922
10	86575066	86575988	Zm00001d024760	+	10	86570505	86579675	922
10	86600566	86601487	Zm00001d024761	-	10	86564784	86601965	921
10	86732567	86742134	Zm00001d024762	-	10	86741956	86743582	178
10	87125356	87129447	Zm00001d024764	+	10	87116753	87132240	4091
10	87265402	87267750	Zm00001d024770	-	10	87248840	87267058	1656
10	87291646	87292414	Zm00001d024771	-	10	87288188	87302814	768
10	87301613	87302477	Zm00001d024772	+	10	87288188	87302814	864
10	87329843	87332227	Zm00001d024775	+	10	87327634	87332293	2384
10	87545456	87546629	Zm00001d024781	+	10	87542727	87556402	1173
10	87873243	87875642	Zm00001d024783	+	10	87863921	87875668	2399
10	88508473	88508670	Zm00001d024794	+	10	88503231	88521936	197
10	88699677	88699964	Zm00001d024800	-	10	88691505	88708223	287
10	88741519	88753055	Zm00001d024803	+	10	88742161	88750831	8670
10	88741519	88753055	Zm00001d024803	+	10	88748799	88749295	496
10	88761813	88768843	Zm00001d024804	-	10	88766498	88772277	2345
10	88769388	88769984	Zm00001d024805	+	10	88766498	88772277	596
10	89007998	89009129	Zm00001d024811	+	10	88998301	89015632	1131
10	89233958	89240358	Zm00001d024813	+	10	89229871	89244177	6400
