chr	start	end	length	abs_summit	pileup	#NAME?	fold_enrichment	#NAME?	name
chr6	147602032	147602373	342	147602200	18	12.3489	6.42463	8.74435	o2_peak_1918
chr6	147956649	147957033	385	147956838	21	18.75437	9.36819	14.9904	o2_peak_1919
chr6	149283204	149283600	397	149283407	43	49.28534	18.73637	45.08902	o2_peak_1920
chr6	150496144	150496614	471	150496399	56	44.49354	11.59778	40.35373	o2_peak_1921
chr6	150879939	150880219	281	150880072	20	11.11316	5.3426	7.5483	o2_peak_1922
chr6	151211207	151211510	304	151211421	17	7.21198	3.88692	3.83044	o2_peak_1923
chr6	152320526	152320866	341	152320689	38	21.37972	6.57931	17.56406	o2_peak_1924
chr6	152374869	152375399	531	152375129	75	75.13585	18.48152	70.66211	o2_peak_1925
chr6	152972994	152973259	266	152973178	18	7.43046	3.86593	4.03716	o2_peak_1926
chr6	153449951	153450288	338	153450131	24	19.61851	8.9621	15.84083	o2_peak_1927
chr6	153602870	153603262	393	153603072	28	15.3979	5.90062	11.70907	o2_peak_1928
chr6	153966497	153967109	613	153966910	18	15.17409	8.09071	11.49038	o2_peak_1929
chr6	153979262	153979828	567	153979548	108	162.59045	46.41511	157.17068	o2_peak_1930
chr6	154030243	154030508	266	154030369	19	8.14362	4.06939	4.7064	o2_peak_1931
chr6	154073506	154073783	278	154073657	22	11.0383	4.96662	7.47915	o2_peak_1932
chr6	154214700	154215223	524	154214938	112	119.05814	22.99208	114.13274	o2_peak_1933
chr6	157223941	157224308	368	157224139	42	34.41398	11.16053	30.39652	o2_peak_1934
chr6	159819338	159819781	444	159819560	32	26.69658	10.38209	22.79024	o2_peak_1935
chr6	159922174	159922484	311	159922322	24	18.778	8.48858	15.01381	o2_peak_1936
chr6	160236135	160236399	265	160236266	17	9.15524	4.86848	5.66994	o2_peak_1937
chr6	160432666	160433147	482	160432904	63	65.66274	18.75751	61.28841	o2_peak_1938
chr6	161610282	161610601	320	161610440	28	16.22719	6.26226	12.52044	o2_peak_1939
chr6	162097333	162097675	343	162097500	28	18.61193	7.36779	14.85295	o2_peak_1940
chr6	162762651	162763110	460	162762863	33	29.37842	11.49671	25.42948	o2_peak_1941
chr6	163824953	163825263	311	163825119	16	11.81169	6.58393	8.22616	o2_peak_1942
chr6	163827687	163828029	343	163827860	15	10.37885	5.95729	6.8447	o2_peak_1943
chr6	164516688	164517028	341	164516864	25	13.84389	5.74309	10.19777	o2_peak_1944
chr6	164759908	164760196	289	164760053	19	9.80727	4.86356	6.29089	o2_peak_1945
chr6	164998739	164999096	358	164998916	26	11.45986	4.58138	7.88402	o2_peak_1946
chr6	165054235	165054682	448	165054481	27	22.13711	9.46788	18.30763	o2_peak_1947
chr6	165542432	165542885	454	165542749	16	7.97611	4.4123	4.54559	o2_peak_1948
chr6	165543167	165543538	372	165543348	33	26.93752	10.19747	23.02692	o2_peak_1949
chr6	168168728	168169133	406	168168923	36	26.71075	9.23044	22.80432	o2_peak_1950
chr6	168302184	168302448	265	168302331	15	7.46707	4.29739	4.07128	o2_peak_1951
chr7	514248	514634	387	514451	57	44.29721	11.26297	40.15968	o2_peak_1952
chr7	2617790	2618183	394	2617991	31	31.83374	13.62645	27.8509	o2_peak_1953
chr7	2620940	2621353	414	2621172	27	22.13711	9.46788	18.30763	o2_peak_1954
chr7	3076875	3077200	326	3077026	14	8.5353	5.07208	5.08055	o2_peak_1955
chr7	3368210	3368514	305	3368359	16	11.92314	6.65074	8.33321	o2_peak_1956
chr7	4556493	4556930	438	4556731	48	35.40649	9.97002	31.3756	o2_peak_1957
chr7	4801145	4801418	274	4801280	18	10.28769	5.28731	6.75436	o2_peak_1958
chr7	5133791	5134488	698	5134118	124	136.87341	25.43372	131.74495	o2_peak_1959
chr7	5570339	5570637	299	5570482	15	7.03017	4.06499	3.65747	o2_peak_1960
chr7	5982997	5983627	631	5983218	55	55.23211	16.79583	50.96839	o2_peak_1961
chr7	6312980	6313276	297	6313129	27	8.94295	3.56652	5.46565	o2_peak_1962
chr7	7263939	7264203	265	7264057	16	6.07043	3.45899	2.77826	o2_peak_1963
chr7	8118107	8118572	466	8118346	62	45.94234	10.68989	41.78495	o2_peak_1964
chr7	8702323	8702712	390	8702522	32	26.2264	10.13403	22.32604	o2_peak_1965
chr7	9204119	9204607	489	9204361	81	88.83147	22.3353	84.22098	o2_peak_1966
chr7	10098897	10099410	514	10099154	148	106.24213	11.69159	101.4496	o2_peak_1967
chr7	10517585	10517937	353	10517757	22	19.9874	9.79401	16.19626	o2_peak_1968
chr7	10518111	10518535	425	10518316	30	30.45783	13.20063	26.49418	o2_peak_1969
chr7	11961840	11962104	265	11962000	13	7.64693	4.73394	4.24139	o2_peak_1970
chr7	14782883	14783345	463	14783110	76	69.20163	15.66717	64.7906	o2_peak_1971
chr7	15062405	15062846	442	15062644	25	16.92719	7.23526	13.20431	o2_peak_1972
chr7	15229213	15229521	309	15229356	17	10.53101	5.61713	6.98843	o2_peak_1973
chr7	15391804	15392075	272	15391944	19	10.24106	5.08123	6.70936	o2_peak_1974
chr7	17494645	17494968	324	17494833	16	7.7977	4.31905	4.37436	o2_peak_1975
chr7	17635884	17636188	305	17636028	18	15.17409	8.09071	11.49038	o2_peak_1976
chr7	18240977	18241295	319	18241116	26	15.19433	6.17628	11.50931	o2_peak_1977
chr7	18693789	18694145	357	18693972	31	31.83374	13.62645	27.8509	o2_peak_1978
chr7	18747798	18748177	380	18747996	55	49.90927	14.22746	45.70438	o2_peak_1979
chr7	18788454	18788909	456	18788703	56	44.49354	11.59778	40.35373	o2_peak_1980
chr7	26250628	26250917	290	26250770	18	10.97023	5.6546	7.41204	o2_peak_1981
chr7	26703570	26703931	362	26703758	20	14.39301	7.10091	10.73087	o2_peak_1982
chr7	26977845	26978155	311	26977995	23	17.60735	8.11532	13.86781	o2_peak_1983
chr7	27357818	27358126	309	27357985	17	9.41949	5.00903	5.92207	o2_peak_1984
chr7	27619684	27620053	370	27619879	24	14.16045	6.07945	10.503	o2_peak_1985
chr7	27870174	27870815	642	27870548	96	87.19369	16.45903	82.59786	o2_peak_1986
chr7	27996257	27996523	267	27996383	13	5.85227	3.70855	2.58737	o2_peak_1987
chr7	29432155	29432671	517	29432443	134	133.40288	20.942	128.31528	o2_peak_1988
chr7	30331812	30332076	265	30331943	14	8.20313	4.87835	4.7625	o2_peak_1989
chr7	32081315	32081857	543	32081609	94	114.04469	28.49292	109.16909	o2_peak_1990
chr7	32845708	32846002	295	32845845	22	12.36357	5.59309	8.75806	o2_peak_1991
chr7	33243698	33244064	367	33243896	20	13.70626	6.71639	10.06511	o2_peak_1992
chr7	33820541	33820805	265	33820642	14	6.7974	4.08573	3.43905	o2_peak_1993
chr7	33909771	33910206	436	33910022	45	34.89229	10.52254	30.86889	o2_peak_1994
chr7	34073843	34074288	446	34074065	86	62.55449	11.08169	58.21162	o2_peak_1995
chr7	35208539	35209119	581	35208836	105	139.98407	35.84268	134.81735	o2_peak_1996
chr7	35413371	35413805	435	35413584	42	33.91248	10.92465	29.90151	o2_peak_1997
chr7	35926205	35926779	575	35926506	123	135.36909	25.23025	130.25778	o2_peak_1998
chr7	36986260	36986684	425	36986480	29	23.93838	9.83969	20.07606	o2_peak_1999
chr7	37741589	37741853	265	37741734	14	7.54048	4.49888	4.1407	o2_peak_2000
chr7	37817049	37817446	398	37817255	28	19.47076	7.78902	15.69467	o2_peak_2001
chr7	39770509	39770864	356	39770674	31	16.65418	5.9161	12.93401	o2_peak_2002
chr7	40338934	40339257	324	40339074	17	8.20582	4.3772	4.76376	o2_peak_2003
chr7	41562941	41563287	347	41563130	24	14.99737	6.48868	11.31998	o2_peak_2004
chr7	41808989	41809314	326	41809137	16	10.0107	5.5288	6.48759	o2_peak_2005
chr7	41926156	41926603	448	41926378	44	31.0678	9.15614	27.09603	o2_peak_2006
chr7	43336439	43336846	408	43336613	15	9.4083	5.38527	5.91207	o2_peak_2007
chr7	44109473	44109803	331	44109621	20	14.39301	7.10091	10.73087	o2_peak_2008
chr7	46255044	46255428	385	46255236	38	31.26522	10.85289	27.29075	o2_peak_2009
chr7	47475629	47476145	517	47475879	77	105.50694	33.21448	100.72118	o2_peak_2010
chr7	48728624	48728888	265	48728819	27	5.82119	2.59576	2.55873	o2_peak_2011
chr7	48747180	48747492	313	48747330	61	13.75469	3.01356	10.11252	o2_peak_2012
chr7	49158284	49158900	617	49158626	265	201.49286	13.57489	195.68489	o2_peak_2013
chr7	49528787	49529318	532	49529076	137	124.4611	17.57785	119.47675	o2_peak_2014
chr7	49776602	49777039	438	49776813	52	46.09031	13.46527	41.93024	o2_peak_2015
chr7	50459901	50460405	505	50460164	37	34.46271	12.84926	30.44415	o2_peak_2016
chr7	51266677	51267048	372	51266866	17	14.02351	7.66488	10.37001	o2_peak_2017
chr7	52516613	52517030	418	52516823	38	29.30887	9.90841	25.36179	o2_peak_2018
chr7	53601277	53601641	365	53601448	34	22.96179	8.00628	19.11701	o2_peak_2019
chr7	54140599	54140903	305	54140748	20	11.54665	5.56283	7.96858	o2_peak_2020
chr7	54258706	54259078	373	54258891	34	15.57978	5.09305	11.88598	o2_peak_2021
chr7	57400194	57400576	383	57400391	36	26.08735	8.94119	22.18974	o2_peak_2022
chr7	58323994	58324287	294	58324152	20	11.09864	5.3353	7.5347	o2_peak_2023
chr7	61550786	61551339	554	61551046	236	253.04536	26.84192	246.63683	o2_peak_2024
chr7	63380206	63380536	331	63380388	25	19.83962	8.7916	16.05484	o2_peak_2025
chr7	63937072	63937619	548	63937373	169	167.7424	21.65388	162.26891	o2_peak_2026
chr7	66819768	66820272	505	66820030	101	103.2106	20.75391	98.44949	o2_peak_2027
chr7	66906895	66907408	514	66907138	83	99.04916	26.42714	94.32944	o2_peak_2028
chr7	67404150	67404605	456	67404386	59	53.66489	14.59068	49.42027	o2_peak_2029
chr7	68317125	68317424	300	68317278	16	7.19024	4.00765	3.81128	o2_peak_2030
chr7	68433883	68434271	389	68434062	25	12.88853	5.31668	9.27056	o2_peak_2031
chr7	69021544	69021908	365	69021715	26	16.63457	6.85967	12.91475	o2_peak_2032
chr7	69521670	69521945	276	69521807	20	7.24387	3.5633	3.85988	o2_peak_2033
chr7	69668407	69669078	672	69668752	105	139.98407	35.84268	134.81735	o2_peak_2034
chr7	69800699	69801200	502	69800946	48	22.31784	5.5496	18.48535	o2_peak_2035
chr7	71120441	71120727	287	71120612	36	13.37146	4.19051	9.73644	o2_peak_2036
chr7	71631546	71631853	308	71631680	21	14.21109	6.75602	10.55319	o2_peak_2037
chr7	72057533	72058031	499	72057774	99	122.63458	30.22768	117.66796	o2_peak_2038
chr7	72209761	72210052	292	72209907	23	14.05259	6.22913	10.39788	o2_peak_2039
chr7	72386178	72386554	377	72386350	21	12.60732	5.90891	8.99768	o2_peak_2040
chr7	72636571	72637255	685	72636960	110	155.7968	41.32873	150.45135	o2_peak_2041
chr7	73104703	73105108	406	73104850	19	15.18783	7.8244	11.50345	o2_peak_2042
chr7	74513340	74513787	448	74513564	70	69.97548	18.03838	65.55478	o2_peak_2043
chr7	76444414	76444899	486	76444645	199	159.47682	14.57419	154.09261	o2_peak_2044
chr7	79309821	79310336	516	79310097	79	74.21912	16.71358	69.75531	o2_peak_2045
chr7	81406481	81406857	377	81406675	59	55.82151	15.57283	51.55124	o2_peak_2046
chr7	82352369	82352688	320	82352523	27	22.99295	9.94509	19.14764	o2_peak_2047
chr7	82690027	82690424	398	82690216	36	27.4985	9.60325	23.57932	o2_peak_2048
chr7	83288112	83288376	265	83288263	19	6.60556	3.39362	3.27358	o2_peak_2049
chr7	85078690	85078979	290	85078829	24	8.41116	3.6379	4.96303	o2_peak_2050
chr7	85303097	85303401	305	85303231	14	10.71692	6.3874	7.16532	o2_peak_2051
chr7	86540632	86541096	465	86540830	55	43.32982	11.39431	39.20288	o2_peak_2052
chr7	86911328	86912003	676	86911720	139	156.39713	27.18647	151.04832	o2_peak_2053
chr7	87033811	87034117	307	87033987	18	8.44118	4.34627	4.9917	o2_peak_2054
chr7	88893596	88893860	265	88893733	12	7.37242	4.74859	3.98344	o2_peak_2055
chr7	88911363	88911806	444	88911583	74	71.25179	17.15632	66.81969	o2_peak_2056
chr7	92675959	92676371	413	92676149	39	27.0477	8.6376	23.13585	o2_peak_2057
chr7	93109772	93110216	445	93109991	49	36.51347	10.17349	32.46853	o2_peak_2058
chr7	94707293	94707596	304	94707423	15	11.31957	6.52431	7.74913	o2_peak_2059
chr7	95783014	95783387	374	95783193	38	18.80821	5.67512	15.04268	o2_peak_2060
chr7	96465378	96466040	663	96465614	80	84.13364	20.579	79.56763	o2_peak_2061
chr7	97363265	97363575	311	97363439	19	12.90269	6.50447	9.28053	o2_peak_2062
chr7	97672067	97672540	474	97672320	53	56.44735	18.25948	52.17036	o2_peak_2063
chr7	97918715	97919139	425	97918922	41	27.91297	8.54573	23.98866	o2_peak_2064
chr7	98193552	98194095	544	98193808	118	100.24284	15.15771	95.51415	o2_peak_2065
chr7	98290964	98291274	311	98291104	22	13.97	6.40042	10.31969	o2_peak_2066
chr7	98393294	98393780	487	98393537	87	108.69238	29.36265	103.8736	o2_peak_2067
chr7	98631068	98631363	296	98631218	18	10.89069	5.61129	7.33501	o2_peak_2068
chr7	99875761	99876179	419	99875989	25	20.48092	9.15044	16.68459	o2_peak_2069
chr7	101144524	101144934	411	101144725	34	26.90732	9.88242	22.99863	o2_peak_2070
chr7	101836720	101836984	265	101836880	12	8.64868	5.53575	5.18136	o2_peak_2071
chr7	102674243	102674608	366	102674435	42	33.91248	10.92465	29.90151	o2_peak_2072
chr7	104420813	104421220	408	104420993	35	18.71368	6.07321	14.95374	o2_peak_2073
chr7	104833849	104834124	276	104833968	17	10.13719	5.39866	6.61068	o2_peak_2074
chr7	105808964	105809232	269	105809093	14	9.86757	5.8683	6.35009	o2_peak_2075
chr7	106329802	106330257	456	106330024	38	38.9452	14.95411	34.86967	o2_peak_2076
chr7	106677939	106678220	282	106678066	21	13.91935	6.59836	10.27081	o2_peak_2077
chr7	108866828	108867255	428	108867059	51	53.42173	17.50212	49.17985	o2_peak_2078
chr7	110025684	110025948	265	110025858	15	9.09397	5.20357	5.60954	o2_peak_2079
chr7	111114110	111114595	486	111114340	51	42.55678	12.18419	38.43779	o2_peak_2080
chr7	111157342	111157637	296	111157472	25	12.82791	5.29021	9.21355	o2_peak_2081
chr7	111679900	111680171	272	111680016	20	13.91006	6.82969	10.26263	o2_peak_2082
chr7	112547645	112547923	279	112547775	25	11.69079	4.80683	8.10987	o2_peak_2083
chr7	113610916	113611355	440	113611198	27	17.61569	7.11373	13.87413	o2_peak_2084
chr7	114416644	114416992	349	114416770	17	4.36166	2.61929	1.35258	o2_peak_2085
chr7	114534928	114535250	323	114535100	18	11.55626	5.97757	7.97763	o2_peak_2086
chr7	115904274	115904719	446	115904511	40	44.77364	17.45889	40.63056	o2_peak_2087
chr7	118220929	118221239	311	118221107	15	7.03017	4.06499	3.65747	o2_peak_2088
chr7	119832108	119832549	442	119832330	53	44.29722	12.35255	40.15968	o2_peak_2089
chr7	120206535	120206933	399	120206729	23	11.24981	4.90771	7.68019	o2_peak_2090
chr7	120234465	120234880	416	120234673	49	20.98218	5.0978	17.17448	o2_peak_2091
chr7	120927574	120927919	346	120927742	29	22.90837	9.28672	19.06507	o2_peak_2092
chr7	121016550	121016922	373	121016737	43	30.0064	8.95267	26.05095	o2_peak_2093
chr7	121612092	121612356	265	121612230	17	11.69066	6.27762	8.10987	o2_peak_2094
chr7	121656840	121657203	364	121657054	18	7.43046	3.86593	4.03716	o2_peak_2095
chr7	123189860	123190131	272	123189995	19	11.81678	5.90662	8.23112	o2_peak_2096
chr7	123335021	123335415	395	123335228	31	21.6865	8.12997	17.8653	o2_peak_2097
chr7	123604816	123605144	329	123604986	19	13.36046	6.76277	9.7258	o2_peak_2098
chr7	125154116	125154521	406	125154322	31	30.84496	13.04862	26.87698	o2_peak_2099
chr7	126298745	126299255	511	126298996	109	96.16024	16.00674	91.47287	o2_peak_2100
chr7	127026744	127027008	265	127026905	10	6.70759	4.68409	3.36181	o2_peak_2101
chr7	127759633	127759897	265	127759795	17	8.5895	4.57311	5.12793	o2_peak_2102
chr7	128941349	128941647	299	128941502	25	12.82791	5.29021	9.21355	o2_peak_2103
chr7	131748359	131748863	505	131748611	157	198.32547	36.14265	192.54964	o2_peak_2104
chr7	131933462	131933930	469	131933676	111	80.25846	11.41907	75.7321	o2_peak_2105
chr7	132097135	132097653	519	132097391	116	128.64018	25.26497	123.60859	o2_peak_2106
chr7	132201809	132202298	490	132202045	91	94.98247	21.04509	90.30685	o2_peak_2107
chr7	134101752	134102031	280	134101907	16	12.89622	7.23905	9.27521	o2_peak_2108
chr7	134455019	134455498	480	134455253	91	89.24762	18.71922	84.6333	o2_peak_2109
chr7	134886115	134886387	273	134886249	18	7.34055	3.82442	3.95224	o2_peak_2110
chr7	135528138	135528452	315	135528293	22	16.45329	7.74132	12.73924	o2_peak_2111
chr7	135927317	135927726	410	135927487	16	10.34713	5.72185	6.81335	o2_peak_2112
chr7	136369026	136369293	268	136369114	11	6.2964	4.26218	2.98202	o2_peak_2113
chr7	137860283	137860547	265	137860413	12	8.64868	5.53575	5.18136	o2_peak_2114
chr7	139132499	139132818	320	139132625	25	16.92719	7.23526	13.20431	o2_peak_2115
chr7	140458962	140459399	438	140459181	53	29.15097	6.87829	25.20759	o2_peak_2116
chr7	140461278	140461589	312	140461425	21	12.60732	5.90891	8.99768	o2_peak_2117
chr7	140466634	140466913	280	140466813	23	9.27354	4.07234	5.78248	o2_peak_2118
chr7	141172261	141172597	337	141172450	28	11.10794	4.21996	7.5432	o2_peak_2119
chr7	141553067	141553347	281	141553198	18	10.28769	5.28731	6.75436	o2_peak_2120
chr7	141581888	141582238	351	141582043	30	20.5625	7.835	16.76492	o2_peak_2121
chr7	141613727	141614061	335	141613899	22	16.51729	7.77719	12.80125	o2_peak_2122
chr7	142665352	142665817	466	142665585	46	40.67999	12.89302	36.58479	o2_peak_2123
chr7	142918261	142918547	287	142918399	23	14.30852	6.35752	10.64921	o2_peak_2124
chr7	143155414	143155816	403	143155629	48	35.40649	9.97002	31.3756	o2_peak_2125
chr7	143859969	143860300	332	143860144	35	21.88499	7.32491	18.06064	o2_peak_2126
chr7	144194857	144195134	278	144194999	16	12.89622	7.23905	9.27521	o2_peak_2127
chr7	144603058	144603446	389	144603281	21	9.63117	4.47633	6.12366	o2_peak_2128
chr7	146156393	146156843	451	146156644	34	28.11431	10.49739	24.18662	o2_peak_2129
chr7	146424966	146425245	280	146425096	18	13.46992	7.07429	9.83336	o2_peak_2130
chr7	147168787	147169067	281	147169039	21	7.90185	3.73298	4.47505	o2_peak_2131
chr7	147273936	147274202	267	147274115	23	17.60735	8.11532	13.86781	o2_peak_2132
chr7	148857064	148857506	443	148857275	40	37.40742	13.33416	33.35325	o2_peak_2133
chr7	149308660	149309091	432	149308858	45	24.8685	6.69373	20.99227	o2_peak_2134
chr7	151012432	151012823	392	151012614	26	20.98051	9.12974	17.17289	o2_peak_2135
chr7	151208008	151208407	400	151208220	50	37.62903	10.37696	33.56896	o2_peak_2136
chr7	152044923	152045232	310	152045080	26	13.66914	5.49368	10.02828	o2_peak_2137
chr7	152622889	152623279	391	152623082	33	23.70901	8.59323	19.85405	o2_peak_2138
chr7	153213872	153214156	285	153214038	13	8.9722	5.53322	5.49297	o2_peak_2139
chr7	156150441	156150856	416	156150662	20	15.02082	7.45882	11.34246	o2_peak_2140
chr7	156703466	156703953	488	156703719	41	43.16571	16.10443	39.04185	o2_peak_2141
chr7	156705408	156705722	315	156705553	21	15.50041	7.46995	11.80797	o2_peak_2142
chr7	157436645	157437185	541	157436923	105	134.0898	32.81306	128.99258	o2_peak_2143
chr7	157515135	157515467	333	157515299	26	20.98051	9.12974	17.17289	o2_peak_2144
chr7	159396262	159396530	269	159396387	25	15.0845	6.32263	11.4048	o2_peak_2145
chr7	159601854	159602388	535	159602079	92	102.94772	24.13789	98.1898	o2_peak_2146
chr7	159791401	159791814	414	159791608	28	22.19313	9.19871	18.36244	o2_peak_2147
chr7	160069863	160070281	419	160070103	62	45.94234	10.68989	41.78495	o2_peak_2148
chr7	160294681	160295119	439	160294896	57	50.12828	13.67315	45.92194	o2_peak_2149
chr7	160377693	160377996	304	160377845	26	16.63457	6.85967	12.91475	o2_peak_2150
chr7	160599830	160600135	306	160599960	19	6.60556	3.39362	3.27358	o2_peak_2151
chr7	162042711	162042985	275	162042854	17	10.95191	5.85402	7.3943	o2_peak_2152
chr7	162074443	162074841	399	162074642	48	36.8875	10.58106	32.83931	o2_peak_2153
chr7	162086404	162087101	698	162086853	34	23.95403	8.45789	20.09086	o2_peak_2154
chr7	164023530	164023903	374	164023676	25	12.82791	5.29021	9.21355	o2_peak_2155
chr7	164706065	164706421	357	164706262	19	8.14362	4.06939	4.7064	o2_peak_2156
chr7	164734738	164735198	461	164734950	83	100.78455	27.31876	96.04681	o2_peak_2157
chr7	164897451	164897724	274	164897595	12	8.64868	5.53575	5.18136	o2_peak_2158
chr7	164987775	164988161	387	164987959	28	22.4786	9.35259	18.64353	o2_peak_2159
chr7	165295884	165296350	467	165296126	63	70.04234	20.99135	65.62143	o2_peak_2160
chr7	165793487	165793859	373	165793671	57	49.37911	13.34674	45.18102	o2_peak_2161
chr7	165800302	165800590	289	165800449	17	14.02351	7.66488	10.37001	o2_peak_2162
chr7	165846497	165846906	410	165846705	41	37.06363	12.79594	33.01418	o2_peak_2163
chr7	165877822	165878222	401	165878001	39	21.50908	6.46514	17.69138	o2_peak_2164
chr7	167382235	167382713	479	167382484	87	94.76205	22.53675	90.09056	o2_peak_2165
chr7	168939701	168939980	280	168939829	28	11.10794	4.21996	7.5432	o2_peak_2166
chr7	170154975	170155317	343	170155159	30	22.05115	8.56484	18.22361	o2_peak_2167
chr7	170629657	170630082	426	170629849	48	49.3249	16.56879	45.12711	o2_peak_2168
chr7	172440727	172441163	437	172440948	61	28.25534	5.74774	24.32308	o2_peak_2169
chr7	173116736	173117037	302	173116893	19	12.70956	6.39656	9.09835	o2_peak_2170
chr7	173262960	173263341	382	173263140	24	12.70221	5.3985	9.0911	o2_peak_2171
chr7	173558543	173559058	516	173558805	59	67.15632	21.31091	62.76622	o2_peak_2172
chr7	174744826	174745164	339	174745010	32	22.73848	8.38404	18.89767	o2_peak_2173
chr7	176442544	176442904	361	176442685	10	4.4733	3.29918	1.43036	o2_peak_2174
chr8	949058	949459	402	949265	40	44.77364	17.45889	40.63056	o2_peak_2175
chr8	1745669	1745954	286	1745814	27	7.72514	3.1712	4.31097	o2_peak_2176
chr8	2065173	2065437	265	2065353	18	5.98781	3.22393	2.70343	o2_peak_2177
chr8	3294732	3295271	540	3295032	18	7.43046	3.86593	4.03716	o2_peak_2178
chr8	3479415	3479793	379	3479575	15	7.03017	4.06499	3.65747	o2_peak_2179
chr8	4791886	4792152	267	4792023	15	9.09397	5.20357	5.60954	o2_peak_2180
chr8	5533823	5534126	304	5533986	14	8.5353	5.07208	5.08055	o2_peak_2181
chr8	7030564	7031027	464	7030798	51	61.73093	22.14299	57.39759	o2_peak_2182
chr8	7479335	7479851	517	7479573	106	158.77913	45.56345	153.39987	o2_peak_2183
chr8	7595379	7595643	265	7595570	11	6.10854	4.14756	2.81169	o2_peak_2184
chr8	7998354	7998654	301	7998503	31	18.1761	6.54361	14.42317	o2_peak_2185
chr8	8615284	8615548	265	8615454	11	6.63118	4.46797	3.29797	o2_peak_2186
chr8	9223869	9224134	266	9224113	22	6.13641	2.97037	2.83902	o2_peak_2187
chr8	13162483	13162768	286	13162614	17	12.9885	7.04196	9.36348	o2_peak_2188
chr8	13443123	13443566	444	13443351	41	35.74442	12.12528	31.71099	o2_peak_2189
chr8	13909578	13909961	384	13909757	27	10.41078	4.07444	6.8708	o2_peak_2190
chr8	14954864	14955316	453	14955096	48	41.11255	12.44902	37.01046	o2_peak_2191
chr8	15047878	15048317	440	15048086	46	33.21892	9.56308	29.21739	o2_peak_2192
chr8	15512174	15512609	436	15512392	56	54.6006	16.09423	50.34451	o2_peak_2193
chr8	16446941	16447324	384	16447137	39	37.0736	13.52554	33.02349	o2_peak_2194
chr8	16919387	16919683	297	16919534	25	14.28863	5.94753	10.62961	o2_peak_2195
chr8	17893188	17893682	495	17893452	51	61.73093	22.14299	57.39759	o2_peak_2196
chr8	18090030	18090348	319	18090194	21	18.75437	9.36819	14.9904	o2_peak_2197
chr8	18825634	18825987	354	18825802	32	22.73848	8.38404	18.89767	o2_peak_2198
chr8	20259443	20259772	330	20259604	28	19.69127	7.89907	15.90934	o2_peak_2199
chr8	20454387	20454869	483	20454631	91	98.06921	22.37237	93.36037	o2_peak_2200
chr8	21722130	21722428	299	21722278	19	12.90269	6.50447	9.28053	o2_peak_2201
chr8	22939628	22940111	484	22939879	65	49.31374	11.19893	45.11667	o2_peak_2202
chr8	23410619	23410989	371	23410795	27	26.41441	11.92315	22.51038	o2_peak_2203
chr8	23596354	23596846	493	23596588	37	25.74233	8.54053	21.85217	o2_peak_2204
chr8	24223717	24224167	451	24223945	37	31.20824	11.13727	27.23489	o2_peak_2205
chr8	24804014	24804466	453	24804251	44	36.80138	11.67962	32.75385	o2_peak_2206
chr8	25299944	25300445	502	25300210	120	150.92642	33.19268	145.63353	o2_peak_2207
chr8	26757422	26757835	414	26757606	54	42.17376	11.19084	38.06073	o2_peak_2208
chr8	27207180	27207482	303	27207318	19	16.34678	8.51653	12.63411	o2_peak_2209
chr8	27283968	27284287	320	27284152	11	5.14458	3.57133	1.98044	o2_peak_2210
chr8	27648445	27648842	398	27648648	46	38.67551	11.9409	34.60427	o2_peak_2211
chr8	28616972	28617370	399	28617162	34	20.91997	7.12144	17.11582	o2_peak_2212
chr8	34870602	34871013	412	34870809	65	55.46079	13.49619	51.19324	o2_peak_2213
chr8	35790062	35790344	283	35790210	22	12.8727	5.84342	9.25509	o2_peak_2214
chr8	35962792	35963092	301	35962912	11	7.3152	4.89323	3.92927	o2_peak_2215
chr8	36395631	36396047	417	36395862	51	61.73093	22.14299	57.39759	o2_peak_2216
chr8	36602787	36603243	457	36603013	52	41.49675	11.44482	37.39129	o2_peak_2217
chr8	38409583	38410025	443	38409795	62	62.0695	17.40597	57.7329	o2_peak_2218
chr8	41428684	41429057	374	41428885	19	12.42948	6.24125	8.823	o2_peak_2219
chr8	41856442	41856706	265	41856566	12	6.69057	4.33766	3.3555	o2_peak_2220
chr8	42582118	42582679	562	42582443	103	140.49782	37.28235	135.32707	o2_peak_2221
chr8	43006017	43006509	493	43006243	120	151.9447	33.67179	146.64319	o2_peak_2222
chr8	44903989	44904558	570	44904299	147	164.94745	27.36195	159.50629	o2_peak_2223
chr8	44991719	44992126	408	44991917	51	27.36346	6.62354	23.44538	o2_peak_2224
chr8	45747258	45747546	289	45747383	28	17.95176	7.05216	14.20461	o2_peak_2225
chr8	47573162	47573626	465	47573384	46	20.73054	5.32308	16.92886	o2_peak_2226
chr8	47901970	47902419	450	47902200	52	39.88521	10.7839	35.79964	o2_peak_2227
chr8	48067492	48068030	539	48067783	66	64.04051	16.82344	59.6838	o2_peak_2228
chr8	50811470	50811773	304	50811614	12	8.64868	5.53575	5.18136	o2_peak_2229
chr8	51324066	51324537	472	51324278	65	37.09597	7.47497	33.04562	o2_peak_2230
chr8	51443311	51443848	538	51443568	113	62.7091	7.75427	58.3654	o2_peak_2231
chr8	52935312	52935621	310	52935471	23	18.33284	8.52437	14.57824	o2_peak_2232
chr8	55817346	55817610	265	55817478	20	8.87749	4.27286	5.40294	o2_peak_2233
chr8	56490589	56491178	590	56490880	216	173.58049	14.76032	168.0538	o2_peak_2234
