"marker","chr","physical","genetic"
"9_324",9,32400000,75.65171
"9_325",9,32500000,75.63631
"9_326",9,32600000,75.62043
"9_327",9,32700000,75.60421
"9_328",9,32800000,75.58783
"9_329",9,32900000,75.57145
"9_330",9,3.3e+07,75.55523
"9_331",9,33100000,75.53932
"9_332",9,33200000,75.52389
"9_333",9,33300000,75.50909
"9_334",9,33400000,75.49502
"9_335",9,33500000,75.48176
"9_336",9,33600000,75.46938
"9_337",9,33700000,75.45797
"9_338",9,33800000,75.44761
"9_339",9,33900000,75.43833
"9_340",9,3.4e+07,75.43015
"9_341",9,34100000,75.42309
"9_342",9,34200000,75.41711
"9_343",9,34300000,75.41216
"9_344",9,34400000,75.40822
"9_345",9,34500000,75.40522
"9_346",9,34600000,75.40315
"9_347",9,34700000,75.40194
"9_348",9,34800000,75.40155
"9_349",9,34900000,75.40195
"9_350",9,3.5e+07,75.40306
"9_351",9,35100000,75.40483
"9_352",9,35200000,75.4072
"9_353",9,35300000,75.41011
"9_354",9,35400000,75.41352
"9_355",9,35500000,75.41736
"9_356",9,35600000,75.42157
"9_357",9,35700000,75.42611
"9_358",9,35800000,75.43092
"9_359",9,35900000,75.43594
"9_360",9,3.6e+07,75.44112
"9_361",9,36100000,75.44639
"9_362",9,36200000,75.45172
"9_363",9,36300000,75.45703
"9_364",9,36400000,75.46228
"9_365",9,36500000,75.4674
"9_366",9,36600000,75.47235
"9_367",9,36700000,75.47706
"9_368",9,36800000,75.48149
"9_369",9,36900000,75.48558
"9_370",9,3.7e+07,75.48926
"9_371",9,37100000,75.49249
"9_372",9,37200000,75.49521
"9_373",9,37300000,75.49737
"9_374",9,37400000,75.49893
"9_375",9,37500000,75.49991
"9_376",9,37600000,75.50032
"9_377",9,37700000,75.5002
"9_378",9,37800000,75.49958
"9_379",9,37900000,75.4985
"9_380",9,3.8e+07,75.497
"9_381",9,38100000,75.4951
"9_382",9,38200000,75.49285
"9_383",9,38300000,75.49027
"9_384",9,38400000,75.4874
"9_385",9,38500000,75.48428
"9_386",9,38600000,75.48094
"9_387",9,38700000,75.47741
"9_388",9,38800000,75.47373
"9_389",9,38900000,75.46993
"9_390",9,3.9e+07,75.46605
"9_391",9,39100000,75.46211
"9_392",9,39200000,75.45815
"9_393",9,39300000,75.45419
"9_394",9,39400000,75.45027
"9_395",9,39500000,75.44641
"9_396",9,39600000,75.44265
"9_397",9,39700000,75.43902
"9_398",9,39800000,75.43555
"9_399",9,39900000,75.43227
"9_400",9,4e+07,75.4292
"9_401",9,40100000,75.42639
"9_402",9,40200000,75.42386
"9_403",9,40300000,75.42163
"9_404",9,40400000,75.41975
"9_405",9,40500000,75.41824
"9_406",9,40600000,75.41713
"9_407",9,40700000,75.41646
"9_408",9,40800000,75.41625
"9_409",9,40900000,75.41653
"9_410",9,4.1e+07,75.41733
"9_411",9,41100000,75.41866
"9_412",9,41200000,75.42048
"9_413",9,41300000,75.42274
"9_414",9,41400000,75.42542
"9_415",9,41500000,75.42847
"9_416",9,41600000,75.43185
"9_417",9,41700000,75.43553
"9_418",9,41800000,75.43946
"9_419",9,41900000,75.44361
"9_420",9,4.2e+07,75.44793
"9_421",9,42100000,75.45236
"9_422",9,42200000,75.45686
"9_423",9,42300000,75.46137
"9_424",9,42400000,75.46586
"9_425",9,42500000,75.47026
"9_426",9,42600000,75.47452
"9_427",9,42700000,75.4786
"9_428",9,42800000,75.48245
"9_429",9,42900000,75.48603
"9_430",9,4.3e+07,75.48932
"9_431",9,43100000,75.49228
"9_432",9,43200000,75.49488
"9_433",9,43300000,75.49709
"9_434",9,43400000,75.49888
"9_435",9,43500000,75.50022
"9_436",9,43600000,75.50112
"9_437",9,43700000,75.50156
"9_438",9,43800000,75.50156
"9_439",9,43900000,75.50111
"9_440",9,4.4e+07,75.50021
"9_441",9,44100000,75.49886
"9_442",9,44200000,75.49707
"9_443",9,44300000,75.49487
"9_444",9,44400000,75.49227
"9_445",9,44500000,75.48931
"9_446",9,44600000,75.48602
"9_447",9,44700000,75.48245
"9_448",9,44800000,75.47865
"9_449",9,44900000,75.47466
"9_450",9,4.5e+07,75.47053
"9_451",9,45100000,75.46633
"9_452",9,45200000,75.46211
"9_453",9,45300000,75.45793
"9_454",9,45400000,75.45386
"9_455",9,45500000,75.44996
"9_456",9,45600000,75.4463
"9_457",9,45700000,75.44292
"9_458",9,45800000,75.43987
"9_459",9,45900000,75.43721
"9_460",9,4.6e+07,75.43498
"9_461",9,46100000,75.43324
"9_462",9,46200000,75.43202
"9_463",9,46300000,75.43137
"9_464",9,46400000,75.4313
"9_465",9,46500000,75.4318
"9_466",9,46600000,75.43287
"9_467",9,46700000,75.43449
"9_468",9,46800000,75.43666
"9_469",9,46900000,75.43935
"9_470",9,4.7e+07,75.44256
"9_471",9,47100000,75.44627
"9_472",9,47200000,75.45049
"9_473",9,47300000,75.45517
"9_474",9,47400000,75.46029
"9_475",9,47500000,75.46581
"9_476",9,47600000,75.47168
"9_477",9,47700000,75.47784
"9_478",9,47800000,75.48425
"9_479",9,47900000,75.49084
"9_480",9,4.8e+07,75.49755
"9_481",9,48100000,75.50433
"9_482",9,48200000,75.51111
"9_483",9,48300000,75.51785
"9_484",9,48400000,75.52448
"9_485",9,48500000,75.53094
"9_486",9,48600000,75.53718
"9_487",9,48700000,75.54316
"9_488",9,48800000,75.54885
"9_489",9,48900000,75.55419
"9_490",9,4.9e+07,75.55915
"9_491",9,49100000,75.56369
"9_492",9,49200000,75.56776
"9_493",9,49300000,75.57133
"9_494",9,49400000,75.57437
"9_495",9,49500000,75.57681
"9_496",9,49600000,75.57864
"9_497",9,49700000,75.5798
"9_498",9,49800000,75.58025
"9_499",9,49900000,75.57996
"9_500",9,5e+07,75.57889
"9_501",9,50100000,75.57699
"9_502",9,50200000,75.57426
"9_503",9,50300000,75.57069
"9_504",9,50400000,75.56631
"9_505",9,50500000,75.56112
"9_506",9,50600000,75.55518
"9_507",9,50700000,75.54853
"9_508",9,50800000,75.54122
"9_509",9,50900000,75.53329
"9_510",9,5.1e+07,75.5248
"9_511",9,51100000,75.5158
"9_512",9,51200000,75.50635
"9_513",9,51300000,75.49653
"9_514",9,51400000,75.48642
"9_515",9,51500000,75.4761
"9_516",9,51600000,75.46563
"9_517",9,51700000,75.45509
"9_518",9,51800000,75.44457
"9_519",9,51900000,75.43413
"9_520",9,5.2e+07,75.42384
"9_521",9,52100000,75.4138
"9_522",9,52200000,75.40406
"9_523",9,52300000,75.39472
"9_524",9,52400000,75.38583
"9_525",9,52500000,75.37749
"9_526",9,52600000,75.36975
"9_527",9,52700000,75.36271
"9_528",9,52800000,75.35643
"9_529",9,52900000,75.35099
"9_530",9,5.3e+07,75.34647
"9_531",9,53100000,75.34294
"9_532",9,53200000,75.34044
"9_533",9,53300000,75.33895
"9_534",9,53400000,75.33843
"9_535",9,53500000,75.33886
"9_536",9,53600000,75.34019
"9_537",9,53700000,75.34239
"9_538",9,53800000,75.34543
"9_539",9,53900000,75.34927
"9_540",9,5.4e+07,75.35388
"9_541",9,54100000,75.35923
"9_542",9,54200000,75.36528
"9_543",9,54300000,75.37199
"9_544",9,54400000,75.37933
"9_545",9,54500000,75.38727
"9_546",9,54600000,75.39577
"9_547",9,54700000,75.4048
"9_548",9,54800000,75.41433
"9_549",9,54900000,75.42431
"9_550",9,5.5e+07,75.43473
"9_551",9,55100000,75.44553
"9_552",9,55200000,75.45669
"9_553",9,55300000,75.46817
"9_554",9,55400000,75.47994
"9_555",9,55500000,75.49196
"9_556",9,55600000,75.50421
"9_557",9,55700000,75.51664
"9_558",9,55800000,75.52922
"9_559",9,55900000,75.54191
"9_560",9,5.6e+07,75.55469
"9_561",9,56100000,75.56752
"9_562",9,56200000,75.58036
"9_563",9,56300000,75.59319
"9_564",9,56400000,75.60595
"9_565",9,56500000,75.61863
"9_566",9,56600000,75.63119
"9_567",9,56700000,75.64359
"9_568",9,56800000,75.65579
"9_569",9,56900000,75.66777
"9_570",9,5.7e+07,75.67949
"9_571",9,57100000,75.69091
"9_572",9,57200000,75.70201
"9_573",9,57300000,75.71274
"9_574",9,57400000,75.72307
"9_575",9,57500000,75.73298
"9_576",9,57600000,75.74241
"9_577",9,57700000,75.75135
"9_578",9,57800000,75.75976
"9_579",9,57900000,75.76766
"9_580",9,5.8e+07,75.77505
"9_581",9,58100000,75.78195
"9_582",9,58200000,75.78836
"9_583",9,58300000,75.7943
"9_584",9,58400000,75.79977
"9_585",9,58500000,75.80479
"9_586",9,58600000,75.80936
"9_587",9,58700000,75.8135
"9_588",9,58800000,75.81722
"9_589",9,58900000,75.82051
"9_590",9,5.9e+07,75.82341
"9_591",9,59100000,75.82591
"9_592",9,59200000,75.82802
"9_593",9,59300000,75.82976
"9_594",9,59400000,75.83114
"9_595",9,59500000,75.83216
"9_596",9,59600000,75.83284
"9_597",9,59700000,75.83318
"9_598",9,59800000,75.8332
"9_599",9,59900000,75.8329
"9_600",9,6e+07,75.8323
"9_601",9,60100000,75.8314
"9_602",9,60200000,75.83022
"9_603",9,60300000,75.82877
"9_604",9,60400000,75.82705
"9_605",9,60500000,75.82508
"9_606",9,60600000,75.82287
"9_607",9,60700000,75.82042
"9_608",9,60800000,75.81774
"9_609",9,60900000,75.81486
"9_610",9,6.1e+07,75.81177
"9_611",9,61100000,75.80848
"9_612",9,61200000,75.80501
"9_613",9,61300000,75.80137
"9_614",9,61400000,75.79757
"9_615",9,61500000,75.79361
"9_616",9,61600000,75.78951
"9_617",9,61700000,75.78527
"9_618",9,61800000,75.78091
"9_619",9,61900000,75.77644
"9_620",9,6.2e+07,75.77186
"9_621",9,62100000,75.76719
"9_622",9,62200000,75.76244
"9_623",9,62300000,75.75761
"9_624",9,62400000,75.75272
"9_625",9,62500000,75.74778
"9_626",9,62600000,75.7428
"9_627",9,62700000,75.73778
"9_628",9,62800000,75.73276
"9_629",9,62900000,75.72776
"9_630",9,6.3e+07,75.72279
"9_631",9,63100000,75.7179
"9_632",9,63200000,75.71309
"9_633",9,63300000,75.7084
"9_634",9,63400000,75.70385
"9_635",9,63500000,75.69946
"9_636",9,63600000,75.69527
"9_637",9,63700000,75.69129
"9_638",9,63800000,75.68755
"9_639",9,63900000,75.68409
"9_640",9,6.4e+07,75.68091
"9_641",9,64100000,75.67805
"9_642",9,64200000,75.6755
"9_643",9,64300000,75.67326
"9_644",9,64400000,75.6713
"9_645",9,64500000,75.66964
"9_646",9,64600000,75.66826
"9_647",9,64700000,75.66715
"9_648",9,64800000,75.66631
"9_649",9,64900000,75.66572
"9_650",9,6.5e+07,75.66539
"9_651",9,65100000,75.6653
"9_652",9,65200000,75.66544
"9_653",9,65300000,75.66582
"9_654",9,65400000,75.66641
"9_655",9,65500000,75.66721
"9_656",9,65600000,75.6682
"9_657",9,65700000,75.66936
"9_658",9,65800000,75.67068
"9_659",9,65900000,75.67214
"9_660",9,6.6e+07,75.67374
"9_661",9,66100000,75.67544
"9_662",9,66200000,75.67724
"9_663",9,66300000,75.67912
"9_664",9,66400000,75.68107
"9_665",9,66500000,75.68306
"9_666",9,66600000,75.6851
"9_667",9,66700000,75.68716
"9_668",9,66800000,75.68926
"9_669",9,66900000,75.69138
"9_670",9,6.7e+07,75.69353
"9_671",9,67100000,75.6957
"9_672",9,67200000,75.6979
"9_673",9,67300000,75.70012
"9_674",9,67400000,75.70237
"9_675",9,67500000,75.70464
"9_676",9,67600000,75.70694
"9_677",9,67700000,75.70925
"9_678",9,67800000,75.71159
"9_679",9,67900000,75.71395
"9_680",9,6.8e+07,75.71634
"9_681",9,68100000,75.71876
"9_682",9,68200000,75.72122
"9_683",9,68300000,75.72374
"9_684",9,68400000,75.72632
"9_685",9,68500000,75.72897
"9_686",9,68600000,75.7317
"9_687",9,68700000,75.73451
"9_688",9,68800000,75.73743
"9_689",9,68900000,75.74044
"9_690",9,6.9e+07,75.74358
"9_691",9,69100000,75.74684
"9_692",9,69200000,75.75023
"9_693",9,69300000,75.75377
"9_694",9,69400000,75.75747
"9_695",9,69500000,75.76134
"9_696",9,69600000,75.76538
"9_697",9,69700000,75.76962
"9_698",9,69800000,75.77407
"9_699",9,69900000,75.77873
"9_700",9,7e+07,75.78361
"9_701",9,70100000,75.78873
"9_702",9,70200000,75.7941
"9_703",9,70300000,75.79973
"9_704",9,70400000,75.80561
"9_705",9,70500000,75.81175
"9_706",9,70600000,75.81814
"9_707",9,70700000,75.82478
"9_708",9,70800000,75.83165
"9_709",9,70900000,75.83876
"9_710",9,7.1e+07,75.84609
"9_711",9,71100000,75.85363
"9_712",9,71200000,75.86139
"9_713",9,71300000,75.86933
"9_714",9,71400000,75.87747
"9_715",9,71500000,75.88579
"9_716",9,71600000,75.89427
"9_717",9,71700000,75.90292
"9_718",9,71800000,75.91171
"9_719",9,71900000,75.92066
"9_720",9,7.2e+07,75.92974
"9_721",9,72100000,75.93895
"9_722",9,72200000,75.94828
"9_723",9,72300000,75.95772
"9_724",9,72400000,75.96727
"9_725",9,72500000,75.97692
"9_726",9,72600000,75.98665
"9_727",9,72700000,75.99647
"9_728",9,72800000,76.00636
"9_729",9,72900000,76.01631
"9_730",9,7.3e+07,76.02632
"9_731",9,73100000,76.03638
"9_732",9,73200000,76.04648
"9_733",9,73300000,76.05661
"9_734",9,73400000,76.06677
"9_735",9,73500000,76.07694
"9_736",9,73600000,76.08713
"9_737",9,73700000,76.09731
"9_738",9,73800000,76.10749
"9_739",9,73900000,76.11765
"9_740",9,7.4e+07,76.12778
"9_741",9,74100000,76.13789
"9_742",9,74200000,76.14796
"9_743",9,74300000,76.15798
"9_744",9,74400000,76.16794
"9_745",9,74500000,76.17784
"9_746",9,74600000,76.18767
"9_747",9,74700000,76.19742
"9_748",9,74800000,76.20708
"9_749",9,74900000,76.21664
"9_750",9,7.5e+07,76.22611
"9_751",9,75100000,76.23546
"9_752",9,75200000,76.24469
"9_753",9,75300000,76.25379
"9_754",9,75400000,76.26276
"9_755",9,75500000,76.27158
"9_756",9,75600000,76.28025
"9_757",9,75700000,76.28877
"9_758",9,75800000,76.29711
"9_759",9,75900000,76.30528
"9_760",9,7.6e+07,76.31326
"9_761",9,76100000,76.32105
"9_762",9,76200000,76.32865
"9_763",9,76300000,76.33603
"9_764",9,76400000,76.3432
"9_765",9,76500000,76.35014
"9_766",9,76600000,76.35686
"9_767",9,76700000,76.36333
"9_768",9,76800000,76.36955
"9_769",9,76900000,76.37552
"9_770",9,7.7e+07,76.38122
"9_771",9,77100000,76.38666
"9_772",9,77200000,76.39181
"9_773",9,77300000,76.39667
"9_774",9,77400000,76.40124
"9_775",9,77500000,76.4055
"9_776",9,77600000,76.40945
"9_777",9,77700000,76.41308
"9_778",9,77800000,76.41638
"9_779",9,77900000,76.41935
"9_780",9,7.8e+07,76.42197
"9_781",9,78100000,76.42424
"9_782",9,78200000,76.42615
"9_783",9,78300000,76.42769
"9_784",9,78400000,76.42885
"9_785",9,78500000,76.42963
"9_786",9,78600000,76.43002
"9_787",9,78700000,76.43
"9_788",9,78800000,76.42958
"9_789",9,78900000,76.42874
"9_790",9,7.9e+07,76.42748
"9_791",9,79100000,76.42578
"9_792",9,79200000,76.42364
"9_793",9,79300000,76.42106
"9_794",9,79400000,76.41801
"9_795",9,79500000,76.41451
"9_796",9,79600000,76.41053
"9_797",9,79700000,76.40606
"9_798",9,79800000,76.40111
"9_799",9,79900000,76.39567
"9_800",9,8e+07,76.38972
"9_801",9,80100000,76.38325
"9_802",9,80200000,76.37626
"9_803",9,80300000,76.36875
"9_804",9,80400000,76.3607
"9_805",9,80500000,76.3521
"9_806",9,80600000,76.34295
"9_807",9,80700000,76.33324
"9_808",9,80800000,76.32297
"9_809",9,80900000,76.31216
"9_810",9,8.1e+07,76.30086
"9_811",9,81100000,76.28911
"9_812",9,81200000,76.27697
"9_813",9,81300000,76.26446
"9_814",9,81400000,76.25166
"9_815",9,81500000,76.23862
"9_816",9,81600000,76.22543
"9_817",9,81700000,76.21213
"9_818",9,81800000,76.19879
"9_819",9,81900000,76.1855
"9_820",9,8.2e+07,76.1723
"9_821",9,82100000,76.15926
"9_822",9,82200000,76.14646
"9_823",9,82300000,76.13396
"9_824",9,82400000,76.12182
"9_825",9,82500000,76.11012
"9_826",9,82600000,76.09891
"9_827",9,82700000,76.08827
"9_828",9,82800000,76.07825
"9_829",9,82900000,76.06894
"9_830",9,8.3e+07,76.06038
"9_831",9,83100000,76.05266
"9_832",9,83200000,76.04583
"9_833",9,83300000,76.03996
"9_834",9,83400000,76.03513
"9_835",9,83500000,76.03138
"9_836",9,83600000,76.0288
"9_837",9,83700000,76.02744
"9_838",9,83800000,76.02738
"9_839",9,83900000,76.02868
"9_840",9,8.4e+07,76.03138
"9_841",9,84100000,76.03547
"9_842",9,84200000,76.04087
"9_843",9,84300000,76.0475
"9_844",9,84400000,76.05527
"9_845",9,84500000,76.06409
"9_846",9,84600000,76.07388
"9_847",9,84700000,76.08454
"9_848",9,84800000,76.09599
"9_849",9,84900000,76.10814
"9_850",9,8.5e+07,76.1209
"9_851",9,85100000,76.13419
"9_852",9,85200000,76.14791
"9_853",9,85300000,76.16194
"9_854",9,85400000,76.1762
"9_855",9,85500000,76.19058
"9_856",9,85600000,76.20497
"9_857",9,85700000,76.2193
"9_858",9,85800000,76.23349
"9_859",9,85900000,76.24745
"9_860",9,8.6e+07,76.26113
"9_861",9,86100000,76.27444
"9_862",9,86200000,76.2873
"9_863",9,86300000,76.29967
"9_864",9,86400000,76.31155
"9_865",9,86500000,76.32299
"9_866",9,86600000,76.33405
"9_867",9,86700000,76.34478
"9_868",9,86800000,76.35524
"9_869",9,86900000,76.36549
"9_870",9,8.7e+07,76.37558
"9_871",9,87100000,76.38557
"9_872",9,87200000,76.39552
"9_873",9,87300000,76.40547
"9_874",9,87400000,76.4155
"9_875",9,87500000,76.42564
"9_876",9,87600000,76.43597
"9_877",9,87700000,76.44653
"9_878",9,87800000,76.45738
"9_879",9,87900000,76.46859
"9_880",9,8.8e+07,76.48019
"9_881",9,88100000,76.49226
"9_882",9,88200000,76.50484
"9_883",9,88300000,76.518
"9_884",9,88400000,76.53178
"9_885",9,88500000,76.54625
"9_886",9,88600000,76.56146
"9_887",9,88700000,76.57747
"9_888",9,88800000,76.59434
"9_889",9,88900000,76.61211
"9_890",9,8.9e+07,76.63084
"9_891",9,89100000,76.6506
"9_892",9,89200000,76.67144
"9_893",9,89300000,76.69341
"9_894",9,89400000,76.71658
"9_895",9,89500000,76.74099
"9_896",9,89600000,76.7667
"9_897",9,89700000,76.79377
"9_898",9,89800000,76.82226
"9_899",9,89900000,76.85221
"9_900",9,9e+07,76.8837
"9_901",9,90100000,76.91677
"9_902",9,90200000,76.95148
"9_903",9,90300000,76.98788
"9_904",9,90400000,77.02599
"9_905",9,90500000,77.06581
"9_906",9,90600000,77.10731
"9_907",9,90700000,77.15044
"9_908",9,90800000,77.19514
"9_909",9,90900000,77.24138
"9_910",9,9.1e+07,77.28911
"9_911",9,91100000,77.33826
"9_912",9,91200000,77.38881
"9_913",9,91300000,77.44068
"9_914",9,91400000,77.49378
"9_915",9,91500000,77.54802
"9_916",9,91600000,77.60326
"9_917",9,91700000,77.65935
"9_918",9,91800000,77.71608
"9_919",9,91900000,77.77326
"9_920",9,9.2e+07,77.83065
"9_921",9,92100000,77.88804
"9_922",9,92200000,77.94518
"9_923",9,92300000,78.00186
"9_924",9,92400000,78.05783
"9_925",9,92500000,78.11288
"9_926",9,92600000,78.16679
"9_927",9,92700000,78.21934
"9_928",9,92800000,78.27031
"9_929",9,92900000,78.31948
"9_930",9,9.3e+07,78.36665
"9_931",9,93100000,78.41158
"9_932",9,93200000,78.45407
"9_933",9,93300000,78.4939
"9_934",9,93400000,78.53088
"9_935",9,93500000,78.56496
"9_936",9,93600000,78.5962
"9_937",9,93700000,78.62461
"9_938",9,93800000,78.65025
"9_939",9,93900000,78.67313
"9_940",9,9.4e+07,78.69331
"9_941",9,94100000,78.7108
"9_942",9,94200000,78.72566
"9_943",9,94300000,78.73791
"9_944",9,94400000,78.7476
"9_945",9,94500000,78.75476
"9_946",9,94600000,78.75952
"9_947",9,94700000,78.76204
"9_948",9,94800000,78.76247
"9_949",9,94900000,78.76095
"9_950",9,9.5e+07,78.75765
"9_951",9,95100000,78.75272
"9_952",9,95200000,78.7463
"9_953",9,95300000,78.73856
"9_954",9,95400000,78.72965
"9_955",9,95500000,78.71971
"9_956",9,95600000,78.70891
"9_957",9,95700000,78.69739
"9_958",9,95800000,78.68531
"9_959",9,95900000,78.67282
"9_960",9,9.6e+07,78.66007
"9_961",9,96100000,78.64723
"9_962",9,96200000,78.63443
"9_963",9,96300000,78.62183
"9_964",9,96400000,78.6096
"9_965",9,96500000,78.59787
"9_966",9,96600000,78.5868
"9_967",9,96700000,78.57655
"9_968",9,96800000,78.56727
"9_969",9,96900000,78.55911
"9_970",9,9.7e+07,78.55223
"9_971",9,97100000,78.54677
"9_972",9,97200000,78.5429
"9_973",9,97300000,78.54076
"9_974",9,97400000,78.54049
"9_975",9,97500000,78.54223
"9_976",9,97600000,78.5461
"9_977",9,97700000,78.55224
"9_978",9,97800000,78.56077
"9_979",9,97900000,78.57184
"9_980",9,9.8e+07,78.58556
"9_981",9,98100000,78.60207
"9_982",9,98200000,78.6215
"9_983",9,98300000,78.64398
"9_984",9,98400000,78.66965
"9_985",9,98500000,78.69863
"9_986",9,98600000,78.73105
"9_987",9,98700000,78.76704
"9_988",9,98800000,78.80674
"9_989",9,98900000,78.85028
"9_990",9,9.9e+07,78.89772
"9_991",9,99100000,78.94912
"9_992",9,99200000,79.00452
"9_993",9,99300000,79.06396
"9_994",9,99400000,79.12749
"9_995",9,99500000,79.19514
"9_996",9,99600000,79.26688
"9_997",9,99700000,79.34267
"9_998",9,99800000,79.4223
"9_999",9,99900000,79.5055
"9_1000",9,1e+08,79.59195
"9_1001",9,100100000,79.68133
"9_1002",9,100200000,79.77331
"9_1003",9,100300000,79.86756
"9_1004",9,100400000,79.96378
"9_1005",9,100500000,80.06162
"9_1006",9,100600000,80.16078
"9_1007",9,100700000,80.26092
"9_1008",9,100800000,80.36173
"9_1009",9,100900000,80.46287
"9_1010",9,1.01e+08,80.56403
"9_1011",9,101100000,80.66489
"9_1012",9,101200000,80.76511
"9_1013",9,101300000,80.86439
"9_1014",9,101400000,80.96238
"9_1015",9,101500000,81.05878
"9_1016",9,101600000,81.15326
"9_1017",9,101700000,81.24549
"9_1018",9,101800000,81.33516
"9_1019",9,101900000,81.42201
"9_1020",9,1.02e+08,81.5058
"9_1021",9,102100000,81.58633
"9_1022",9,102200000,81.66345
"9_1023",9,102300000,81.73699
"9_1024",9,102400000,81.80678
"9_1025",9,102500000,81.87268
"9_1026",9,102600000,81.93462
"9_1027",9,102700000,81.99263
"9_1028",9,102800000,82.04676
"9_1029",9,102900000,82.09702
"9_1030",9,1.03e+08,82.14352
"9_1031",9,103100000,82.18644
"9_1032",9,103200000,82.22601
"9_1033",9,103300000,82.26244
"9_1034",9,103400000,82.29595
"9_1035",9,103500000,82.32673
"9_1036",9,103600000,82.35501
"9_1037",9,103700000,82.381
"9_1038",9,103800000,82.40491
"9_1039",9,103900000,82.42697
"9_1040",9,1.04e+08,82.44744
"9_1041",9,104100000,82.46657
"9_1042",9,104200000,82.48463
"9_1043",9,104300000,82.50191
"9_1044",9,104400000,82.51873
"9_1045",9,104500000,82.53538
"9_1046",9,104600000,82.55218
"9_1047",9,104700000,82.56943
"9_1048",9,104800000,82.58745
"9_1049",9,104900000,82.60653
"9_1050",9,1.05e+08,82.62696
"9_1051",9,105100000,82.64898
"9_1052",9,105200000,82.67286
"9_1053",9,105300000,82.69884
"9_1054",9,105400000,82.72717
"9_1055",9,105500000,82.75812
"9_1056",9,105600000,82.7919
"9_1057",9,105700000,82.82873
"9_1058",9,105800000,82.86874
"9_1059",9,105900000,82.91209
"9_1060",9,1.06e+08,82.95888
"9_1061",9,106100000,83.00922
"9_1062",9,106200000,83.06318
"9_1063",9,106300000,83.1208
"9_1064",9,106400000,83.18213
"9_1065",9,106500000,83.24715
"9_1066",9,106600000,83.31577
"9_1067",9,106700000,83.38787
"9_1068",9,106800000,83.46327
"9_1069",9,106900000,83.54177
"9_1070",9,1.07e+08,83.62314
"9_1071",9,107100000,83.70715
"9_1072",9,107200000,83.79354
"9_1073",9,107300000,83.88207
"9_1074",9,107400000,83.9725
"9_1075",9,107500000,84.06458
"9_1076",9,107600000,84.15803
"9_1077",9,107700000,84.25258
"9_1078",9,107800000,84.34798
"9_1079",9,107900000,84.44395
"9_1080",9,1.08e+08,84.54022
"9_1081",9,108100000,84.63654
"9_1082",9,108200000,84.73263
"9_1083",9,108300000,84.82822
"9_1084",9,108400000,84.92306
"9_1085",9,108500000,85.01687
"9_1086",9,108600000,85.10942
"9_1087",9,108700000,85.20049
"9_1088",9,108800000,85.28987
"9_1089",9,108900000,85.37733
"9_1090",9,1.09e+08,85.4627
"9_1091",9,109100000,85.54588
"9_1092",9,109200000,85.6268
"9_1093",9,109300000,85.70541
"9_1094",9,109400000,85.78164
"9_1095",9,109500000,85.85544
"9_1096",9,109600000,85.92675
"9_1097",9,109700000,85.99549
"9_1098",9,109800000,86.06162
"9_1099",9,109900000,86.12507
"9_1100",9,1.1e+08,86.18579
"9_1101",9,110100000,86.2437
"9_1102",9,110200000,86.29875
"9_1103",9,110300000,86.35087
"9_1104",9,110400000,86.40002
"9_1105",9,110500000,86.44622
"9_1106",9,110600000,86.48962
"9_1107",9,110700000,86.5304
"9_1108",9,110800000,86.56873
"9_1109",9,110900000,86.60478
"9_1110",9,1.11e+08,86.63872
"9_1111",9,111100000,86.67073
"9_1112",9,111200000,86.70097
"9_1113",9,111300000,86.72962
"9_1114",9,111400000,86.75685
"9_1115",9,111500000,86.78283
"9_1116",9,111600000,86.80772
"9_1117",9,111700000,86.83172
"9_1118",9,111800000,86.85497
"9_1119",9,111900000,86.87766
"9_1120",9,1.12e+08,86.89996
"9_1121",9,112100000,86.92203
"9_1122",9,112200000,86.94406
"9_1123",9,112300000,86.9662
"9_1124",9,112400000,86.98864
"9_1125",9,112500000,87.01158
"9_1126",9,112600000,87.03524
"9_1127",9,112700000,87.05981
"9_1128",9,112800000,87.08554
"9_1129",9,112900000,87.11261
"9_1130",9,1.13e+08,87.14126
"9_1131",9,113100000,87.1717
"9_1132",9,113200000,87.20413
"9_1133",9,113300000,87.23878
"9_1134",9,113400000,87.27584
"9_1135",9,113500000,87.31545
"9_1136",9,113600000,87.35781
"9_1137",9,113700000,87.40305
"9_1138",9,113800000,87.45128
"9_1139",9,113900000,87.50258
"9_1140",9,1.14e+08,87.55697
"9_1141",9,114100000,87.61444
"9_1142",9,114200000,87.67491
"9_1143",9,114300000,87.73832
"9_1144",9,114400000,87.80459
"9_1145",9,114500000,87.87365
"9_1146",9,114600000,87.94542
"9_1147",9,114700000,88.01984
"9_1148",9,114800000,88.09683
"9_1149",9,114900000,88.17631
"9_1150",9,1.15e+08,88.25822
"9_1151",9,115100000,88.34248
"9_1152",9,115200000,88.42902
"9_1153",9,115300000,88.51777
"9_1154",9,115400000,88.60865
"9_1155",9,115500000,88.70159
"9_1156",9,115600000,88.79652
"9_1157",9,115700000,88.89336
"9_1158",9,115800000,88.99205
"9_1159",9,115900000,89.0925
"9_1160",9,1.16e+08,89.19456
"9_1161",9,116100000,89.2981
"9_1162",9,116200000,89.40297
"9_1163",9,116300000,89.50903
"9_1164",9,116400000,89.61612
"9_1165",9,116500000,89.72408
"9_1166",9,116600000,89.83271
"9_1167",9,116700000,89.9418
"9_1168",9,116800000,90.05115
"9_1169",9,116900000,90.16055
"9_1170",9,1.17e+08,90.2698
"9_1171",9,117100000,90.37869
