Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare	Gene
CHH	3	57358587	57358628	0.31	0.30027	6	1.10E-13	5.70E-08	0.76707	0.4668	teosinte/maize	Zm00001d040677
CHH	3	64614870	64614931	1.70E-09	0.259276	8	4.70E-14	3.10E-16	0.3387	0.079426	teosinte/maize	Zm00001d040767
CHH	3	64614870	64614931	1.70E-09	0.259276	8	4.70E-14	3.10E-16	0.3387	0.079426	teosinte/maize	Zm00001d040768
CHH	3	66485942	66486064	1.30E-08	0.282524	14	4.60E-14	2.30E-15	0.59429	0.31176	teosinte/maize	Zm00001d040798
CHH	3	68175560	68175676	1	0.200862	6	1.80E-06	3.60E-05	0.40237	0.20151	teosinte/maize	Zm00001d040827
CHH	3	68175733	68175785	0.11	0.232147	6	1.90E-10	2.10E-08	0.32236	0.090211	teosinte/maize	Zm00001d040827
CHH	3	71571502	71571616	1.90E-37	0.370002	16	4.60E-14	3.50E-44	0.37308	0.0030796	teosinte/maize	Zm00001d040850
CHH	3	77270724	77270784	0.21	0.210682	6	6.80E-11	3.90E-08	0.33905	0.12837	teosinte/maize	Zm00001d040898
CHH	3	77270846	77270916	0.00029	0.22093	12	4.40E-14	5.40E-11	0.41369	0.19276	teosinte/maize	Zm00001d040898
CHH	3	77270948	77270977	0.0071	0.277078	6	6.20E-14	1.30E-09	0.46002	0.18294	teosinte/maize	Zm00001d040898
CHH	3	77988576	77988667	2.90E-08	0.292459	10	4.40E-14	5.40E-15	0.30902	0.016559	teosinte/maize	Zm00001d040906
CHH	3	79222320	79222457	0.00055	0.244921	15	4.50E-14	1.00E-10	0.5726	0.32768	teosinte/maize	Zm00001d040920
CHH	3	79256333	79256559	4.00E-09	0.242598	24	4.60E-14	7.40E-16	0.57734	0.33474	teosinte/maize	Zm00001d040920
CHH	3	81381676	81381703	1.80E-06	0.338939	6	4.50E-14	3.30E-13	0.78686	0.44792	teosinte/maize	Zm00001d040941
CHH	3	83499221	83499471	0.042	0.240853	22	6.10E-14	7.80E-09	0.30968	0.11636	teosinte/maize	Zm00001d040960
CHH	3	87047874	87047904	1	0.234775	6	1.20E-10	3.60E-07	0.44311	0.20834	teosinte/maize	Zm00001d040974
CHH	3	87048015	87048117	3.60E-09	0.332665	10	4.50E-14	6.70E-16	0.44296	0.1103	teosinte/maize	Zm00001d040974
CHH	3	89081238	89081304	0.56	0.207977	6	5.90E-10	1.00E-07	0.29	0.082025	teosinte/maize	Zm00001d040996
CHH	3	89205141	89205203	1.50E-05	0.246191	11	4.10E-14	2.70E-12	0.44208	0.19589	teosinte/maize	Zm00001d040997
CHH	3	89208134	89208184	3.30E-12	0.28497	8	4.50E-14	6.10E-19	0.36119	0.076219	teosinte/maize	Zm00001d040997
CHH	3	91721365	91721401	0.012	0.320145	6	6.60E-14	2.10E-09	0.49511	0.17497	teosinte/maize	Zm00001d041030
CHH	3	92264987	92265183	1.60E-05	0.204635	15	4.30E-14	3.00E-12	0.37452	0.16989	teosinte/maize	Zm00001d041035
CHH	3	92906926	92907090	0.0072	0.255599	10	3.20E-13	1.30E-09	0.40517	0.14957	teosinte/maize	Zm00001d041049
CHH	3	93316525	93316758	0.0024	0.210475	17	4.70E-14	4.40E-10	0.41583	0.20535	teosinte/maize	Zm00001d041052
CHH	3	93369921	93370002	1	0.215943	6	1.70E-07	7.40E-05	0.39114	0.1752	teosinte/maize	Zm00001d041054
CHH	3	93370052	93370119	2.00E-12	0.434707	8	4.40E-14	3.80E-19	0.61908	0.18437	teosinte/maize	Zm00001d041054
CHH	3	93413557	93413666	2.30E-12	0.216699	24	4.50E-14	4.30E-19	0.33288	0.11618	teosinte/maize	Zm00001d041055
CHH	3	93516147	93516298	0.95	0.20802	10	1.30E-09	1.80E-07	0.62151	0.41349	teosinte/maize	Zm00001d041056
CHH	3	93516794	93516837	2.20E-09	0.44587	6	4.10E-14	4.10E-16	0.83266	0.38679	teosinte/maize	Zm00001d041056
CHH	3	93524224	93524275	0.073	0.221604	6	9.40E-13	1.40E-08	0.2668	0.045194	teosinte/maize	Zm00001d041056
CHH	3	95310862	95310891	0.042	0.235335	6	5.20E-13	7.70E-09	0.33346	0.098126	teosinte/maize	Zm00001d041073
CHH	3	95624643	95624804	2.20E-08	0.273354	24	4.60E-14	4.10E-15	0.62682	0.35347	teosinte/maize	Zm00001d041079
CHH	3	102998919	102998990	1	0.205274	6	7.20E-08	2.90E-07	0.32785	0.12258	teosinte/maize	Zm00001d041180
CHH	3	102999059	102999089	5.40E-05	0.298743	6	6.30E-13	1.00E-11	0.41706	0.11832	teosinte/maize	Zm00001d041180
CHH	3	105351935	105351977	0.00014	0.258653	6	5.20E-14	2.70E-11	0.29663	0.037974	teosinte/maize	Zm00001d041203
CHH	3	105352247	105352478	0.26	0.2284	15	6.50E-10	4.90E-08	0.25189	0.086585	teosinte/maize	Zm00001d041203
CHH	3	105352502	105352656	8.40E-09	0.244315	13	4.00E-14	1.60E-15	0.3972	0.15289	teosinte/maize	Zm00001d041203
CHH	3	105720519	105720721	5.30E-14	0.220425	33	4.40E-14	9.80E-21	0.44408	0.22366	teosinte/maize	Zm00001d041214
CHH	3	110654375	110654417	0.00069	0.306884	6	4.50E-14	1.30E-10	0.42355	0.11666	teosinte/maize	Zm00001d041290
CHH	3	110654375	110654417	0.00069	0.306884	6	4.50E-14	1.30E-10	0.42355	0.11666	teosinte/maize	Zm00001d041291
CHH	3	116080903	116080934	1	0.204444	8	3.60E-09	2.40E-07	0.41205	0.20761	teosinte/maize	Zm00001d041395
CHH	3	116332814	116333070	3.40E-14	0.204903	18	4.30E-14	6.30E-21	0.26735	0.062444	teosinte/maize	Zm00001d041397
CHH	3	117288549	117288611	1.20E-06	0.329129	11	4.30E-14	2.20E-13	0.55096	0.22184	teosinte/maize	Zm00001d041405
CHH	3	117301862	117302044	1	0.215247	10	4.90E-11	7.80E-07	0.4445	0.22925	teosinte/maize	Zm00001d041405
CHH	3	120204476	120204526	1	0.24319	6	7.00E-09	1.00E-05	0.70127	0.45808	teosinte/maize	Zm00001d041445
CHH	3	122682055	122682187	5.30E-06	0.226679	11	4.40E-14	9.90E-13	0.35949	0.13281	teosinte/maize	Zm00001d041480
CHH	3	124540027	124540089	0.0063	0.32583	6	4.70E-14	1.20E-09	0.57417	0.24834	teosinte/maize	Zm00001d041504
CHH	3	133564203	133564282	6.20E-12	-0.305549	10	4.30E-14	1.10E-18	0.039496	0.34505	teosinte/maize	Zm00001d041692
CHH	3	134966164	134966223	0.49	0.255637	6	4.70E-10	9.00E-08	0.33733	0.081697	teosinte/maize	Zm00001d041719
CHH	3	140874814	140874946	0.41	0.244734	6	1.50E-12	7.60E-08	0.31049	0.065759	teosinte/maize	Zm00001d041853
CHH	3	141467576	141467660	0.067	0.364155	6	1.80E-13	1.20E-08	0.60702	0.24286	teosinte/maize	Zm00001d041865
CHH	3	142038042	142038067	1	0.202638	6	7.10E-08	2.20E-06	0.33181	0.12917	teosinte/maize	Zm00001d041877
CHH	3	142132182	142132208	1	0.269824	6	9.60E-10	9.60E-06	0.50453	0.2347	teosinte/maize	Zm00001d041880
CHH	3	144976306	144976428	0.00059	0.264118	9	4.00E-13	1.10E-10	0.58821	0.32409	teosinte/maize	Zm00001d041948
CHH	3	144976306	144976428	0.00059	0.264118	9	4.00E-13	1.10E-10	0.58821	0.32409	teosinte/maize	Zm00001d041949
CHH	3	144976306	144976428	0.00059	0.264118	9	4.00E-13	1.10E-10	0.58821	0.32409	teosinte/maize	Zm00001d041950
CHH	3	145314049	145314097	1	0.211495	6	1.00E-08	4.30E-06	0.37826	0.16676	teosinte/maize	Zm00001d041954
CHH	3	147849619	147849822	4.60E-13	0.212291	13	4.30E-14	8.50E-20	0.25576	0.043465	teosinte/maize	Zm00001d042030
CHH	3	148897092	148897421	0.032	0.249958	11	2.10E-13	5.80E-09	0.51344	0.26348	teosinte/maize	Zm00001d042055
CHH	3	150721979	150722055	1	0.205308	7	3.50E-07	4.70E-07	0.3455	0.14019	teosinte/maize	Zm00001d042102
CHH	3	152769884	152769937	9.70E-05	0.25054	6	2.60E-12	1.80E-11	0.28275	0.032208	teosinte/maize	Zm00001d042135
CHH	3	153103146	153103380	5.40E-11	0.216479	20	4.20E-14	1.00E-17	0.35531	0.13883	teosinte/maize	Zm00001d042137
CHH	3	153353195	153353238	1	0.232185	6	6.40E-09	1.70E-05	0.40428	0.1721	teosinte/maize	Zm00001d042141
CHH	3	153599155	153599196	1.00E-09	0.355324	6	4.00E-14	1.90E-16	0.4497	0.094377	teosinte/maize	Zm00001d042147
CHH	3	158436927	158437004	2.10E-05	0.318957	8	4.30E-14	3.90E-12	0.50307	0.18411	teosinte/maize	Zm00001d042272
CHH	3	159327664	159327734	0.00024	0.250508	9	4.10E-14	4.40E-11	0.50646	0.25595	teosinte/maize	Zm00001d042291
CHH	3	159520318	159520344	1	0.232285	6	1.20E-09	1.50E-06	0.57624	0.34395	teosinte/maize	Zm00001d042293
CHH	3	160276357	160276416	1	0.201009	6	3.00E-07	2.10E-07	0.25452	0.053515	teosinte/maize	Zm00001d042310
CHH	3	163422348	163422372	0.0016	0.214478	6	7.20E-11	3.00E-10	0.25689	0.042409	teosinte/maize	Zm00001d042368
CHH	3	166324387	166324449	0.036	0.200894	8	2.30E-13	6.60E-09	0.28091	0.08002	teosinte/maize	Zm00001d042413
CHH	3	166858119	166858196	0.00092	0.358401	8	4.20E-14	1.70E-10	0.61952	0.26112	teosinte/maize	Zm00001d042426
CHH	3	166936148	166936169	4.10E-05	0.340499	6	4.60E-14	7.60E-12	0.59533	0.25483	teosinte/maize	Zm00001d042427
CHH	3	167604851	167604905	2.80E-06	0.351878	6	4.30E-14	5.20E-13	0.84956	0.49768	teosinte/maize	Zm00001d042442
CHH	3	168630797	168630886	7.10E-14	0.201318	16	4.60E-14	1.30E-20	0.27254	0.071223	teosinte/maize	Zm00001d042468
CHH	3	168649579	168650002	0.0017	0.382768	24	4.60E-14	3.10E-10	0.24629	0.09238	teosinte/maize	Zm00001d042469
CHH	3	168650009	168650061	1.70E-14	0.412808	9	4.10E-14	3.20E-21	0.79358	0.38077	teosinte/maize	Zm00001d042469
CHH	3	172144648	172144740	4.00E-09	0.243631	18	4.00E-14	7.50E-16	0.43762	0.19399	teosinte/maize	Zm00001d042564
CHH	3	174982136	174982228	0.5	0.253076	6	2.40E-10	9.20E-08	0.33871	0.085631	teosinte/maize	Zm00001d042640
CHH	3	176515519	176515602	2.30E-05	0.304894	9	4.40E-14	4.20E-12	0.55635	0.25146	teosinte/maize	Zm00001d042676
CHH	3	176515519	176515602	2.30E-05	0.304894	9	4.40E-14	4.20E-12	0.55635	0.25146	teosinte/maize	Zm00001d042677
CHH	3	179023770	179023805	1	0.232615	6	7.40E-08	2.50E-06	0.58667	0.35405	teosinte/maize	Zm00001d042758
CHH	3	180320660	180320706	0.027	0.207312	6	2.40E-09	4.90E-09	0.26389	0.056583	teosinte/maize	Zm00001d042802
CHH	3	180792915	180793001	1	0.251361	6	2.70E-09	5.20E-06	0.51847	0.2671	teosinte/maize	Zm00001d042808
CHH	3	184008676	184008728	0.0012	0.223955	7	3.00E-13	2.30E-10	0.29165	0.067696	teosinte/maize	Zm00001d042922
CHH	3	184421118	184421230	2.80E-05	0.287138	9	4.20E-14	5.20E-12	0.47823	0.19109	teosinte/maize	Zm00001d042931
CHH	3	184421669	184421710	1	0.219325	6	7.00E-08	5.20E-05	0.30066	0.08134	teosinte/maize	Zm00001d042931
CHH	3	184827358	184827459	1.60E-22	0.350725	11	3.80E-14	2.90E-29	0.35073	1.23E-07	teosinte/maize	Zm00001d042958
CHH	3	185387929	185387966	1.70E-05	0.386592	6	4.40E-14	3.20E-12	0.49108	0.10449	teosinte/maize	Zm00001d042970
CHH	3	185630658	185630814	1	0.241629	6	1.30E-08	2.40E-07	0.46865	0.22702	teosinte/maize	Zm00001d042978
CHH	3	185649473	185649588	0.1	0.216775	8	5.10E-09	1.90E-08	0.36259	0.14582	teosinte/maize	Zm00001d042979
CHH	3	188617875	188618018	0.17	0.201228	8	4.90E-09	3.20E-08	0.33799	0.13676	teosinte/maize	Zm00001d043080
CHH	3	188692606	188692677	0.58	0.251102	6	9.00E-11	1.10E-07	0.3679	0.1168	teosinte/maize	Zm00001d043083
CHH	3	189001178	189001226	0.0071	0.298622	8	4.50E-14	1.30E-09	0.57466	0.27604	teosinte/maize	Zm00001d043091
CHH	3	191131599	191131900	8.10E-16	0.219634	19	4.40E-14	1.50E-22	0.34868	0.12904	teosinte/maize	Zm00001d043190
CHH	3	191131599	191131900	8.10E-16	0.219634	19	4.40E-14	1.50E-22	0.34868	0.12904	teosinte/maize	Zm00001d043191
CHH	3	194548345	194548392	1	0.221066	6	1.50E-06	2.30E-06	0.35176	0.13069	teosinte/maize	Zm00001d043288
CHH	3	197782516	197782695	1	0.225978	6	2.80E-06	1.00E-05	0.37158	0.1456	teosinte/maize	Zm00001d043367
CHH	3	199635815	199635846	1.10E-05	0.252629	9	4.50E-14	2.10E-12	0.37651	0.12388	teosinte/maize	Zm00001d043432
CHH	3	199643213	199643309	1.20E-14	-0.360251	9	4.30E-14	2.20E-21	0.031674	0.39192	teosinte/maize	Zm00001d043432
CHH	3	199643813	199643899	6.80E-11	-0.275558	11	4.50E-14	1.20E-17	0.056056	0.33161	teosinte/maize	Zm00001d043432
CHH	3	201447992	201448012	5.00E-05	0.366899	6	4.50E-14	9.20E-12	0.59026	0.22336	teosinte/maize	Zm00001d043477
CHH	3	201657818	201658009	0.17	0.261201	6	4.50E-11	3.10E-08	0.46417	0.20297	teosinte/maize	Zm00001d043486
CHH	3	201657818	201658009	0.17	0.261201	6	4.50E-11	3.10E-08	0.46417	0.20297	teosinte/maize	Zm00001d043487
CHH	3	206196481	206196748	0.0011	0.229482	14	4.80E-14	2.10E-10	0.40663	0.17714	teosinte/maize	Zm00001d043661
CHH	3	206430762	206430801	0.0016	0.26328	6	1.50E-10	3.00E-10	0.52045	0.25717	teosinte/maize	Zm00001d043665
CHH	3	206775227	206775376	3.30E-07	0.213759	18	4.60E-14	6.00E-14	0.45719	0.24343	teosinte/maize	Zm00001d043667
CHH	3	206938741	206938793	1	-0.232435	6	0.084	4.70E-05	0.017322	0.24976	teosinte/maize	Zm00001d043673
CHH	3	206990004	206990079	4.90E-11	-0.317954	11	4.40E-14	9.10E-18	0.12143	0.43939	teosinte/maize	Zm00001d043674
CHH	3	206990349	206990418	0.0079	0.224988	6	8.20E-13	1.50E-09	0.24691	0.021921	teosinte/maize	Zm00001d043674
CHH	3	208414996	208415030	1	0.205618	6	1.10E-08	0.00011	0.37351	0.16789	teosinte/maize	Zm00001d043725
CHH	3	209227273	209227322	7.00E-16	0.309083	10	4.10E-14	1.30E-22	0.3806	0.071518	teosinte/maize	Zm00001d043762
CHH	3	210472166	210472223	0.11	0.200464	6	2.90E-09	2.00E-08	0.34037	0.13991	teosinte/maize	Zm00001d043801
CHH	3	211669627	211669669	1	0.226492	7	1.20E-07	3.10E-06	0.47518	0.24869	teosinte/maize	Zm00001d043843
CHH	3	212876683	212876745	0.022	0.28887	6	4.00E-12	4.00E-09	0.55114	0.26227	teosinte/maize	Zm00001d043884
CHH	3	213109049	213109132	2.20E-09	0.296672	15	4.40E-14	4.10E-16	0.74001	0.44334	teosinte/maize	Zm00001d043889
CHH	3	215637027	215637186	7.80E-06	0.209332	8	4.50E-14	1.40E-12	0.27692	0.06759	teosinte/maize	Zm00001d043985
CHH	3	216725608	216725747	1.00E-09	0.233078	11	4.20E-14	1.80E-16	0.33329	0.10021	teosinte/maize	Zm00001d044017
CHH	3	216727619	216727809	4.10E-09	0.210223	14	4.60E-14	7.50E-16	0.35211	0.14189	teosinte/maize	Zm00001d044018
CHH	3	216730704	216730787	1.30E-06	0.248563	6	4.50E-14	2.50E-13	0.31038	0.061813	teosinte/maize	Zm00001d044018
CHH	3	216874572	216874718	4.60E-19	0.264192	21	3.70E-14	8.50E-26	0.4868	0.22261	teosinte/maize	Zm00001d044019
CHH	3	216931146	216931195	1	0.248552	6	4.00E-08	3.80E-06	0.70311	0.45456	teosinte/maize	Zm00001d044020
CHH	3	216967649	216967709	0.057	0.318344	6	5.80E-13	1.10E-08	0.50956	0.19122	teosinte/maize	Zm00001d044021
CHH	3	217801315	217801404	5.90E-07	0.205587	13	4.20E-14	1.10E-13	0.30377	0.098187	teosinte/maize	Zm00001d044049
CHH	3	219824288	219824371	5.00E-07	-0.256049	10	2.40E-12	9.20E-14	0.23669	0.49274	teosinte/maize	Zm00001d044120
CHH	3	220963523	220963694	5.50E-08	0.244929	13	4.00E-14	1.00E-14	0.428	0.18307	teosinte/maize	Zm00001d044168
CHH	3	224136069	224136199	1	0.211761	6	0.00011	9.00E-05	0.525	0.31324	teosinte/maize	Zm00001d044283
CHH	3	224173957	224174038	2.50E-12	0.234918	13	4.30E-14	4.70E-19	0.43485	0.19993	teosinte/maize	Zm00001d044284
CHH	3	224212492	224212583	1	0.240616	7	5.90E-11	2.00E-05	0.52843	0.28782	teosinte/maize	Zm00001d044285
CHH	3	227711303	227711541	1.60E-05	0.251728	16	4.60E-14	3.00E-12	0.39858	0.14685	teosinte/maize	Zm00001d044426
CHH	3	228352463	228352546	2.80E-05	0.303542	8	4.50E-14	5.30E-12	0.40785	0.10431	teosinte/maize	Zm00001d044447
CHH	3	229389132	229389157	0.0019	0.300614	6	1.40E-13	3.40E-10	0.69842	0.3978	teosinte/maize	Zm00001d044481
CHH	3	232674137	232674208	1	0.241982	6	9.70E-10	5.90E-06	0.38166	0.13968	teosinte/maize	Zm00001d044586
CHH	4	1562255	1562363	0.00019	0.220696	7	9.90E-12	3.50E-11	0.30576	0.085068	teosinte/maize	Zm00001d048625
CHH	4	4760608	4760707	6.80E-07	-0.22935	10	1.90E-13	1.30E-13	0.062168	0.29152	teosinte/maize	Zm00001d048738
CHH	4	7257786	7257988	0.0025	0.213351	9	4.30E-14	4.50E-10	0.25906	0.045712	teosinte/maize	Zm00001d048896
CHH	4	7746775	7746871	1	0.267649	6	6.20E-11	8.90E-07	0.4517	0.18405	teosinte/maize	Zm00001d048908
CHH	4	10753465	10753502	1.70E-09	0.380394	6	4.50E-14	3.10E-16	0.45645	0.076059	teosinte/maize	Zm00001d048959
CHH	4	12741273	12741498	1	0.226655	6	7.30E-07	1.40E-05	0.34112	0.11446	teosinte/maize	Zm00001d049018
CHH	4	20553921	20553987	0.0021	0.215333	6	1.60E-11	3.90E-10	0.31534	0.1	teosinte/maize	Zm00001d049204
CHH	4	28209592	28209654	1	0.274063	6	2.80E-12	1.20E-06	0.68492	0.41086	teosinte/maize	Zm00001d049376
CHH	4	28209592	28209654	1	0.274063	6	2.80E-12	1.20E-06	0.68492	0.41086	teosinte/maize	Zm00001d049377
CHH	4	31742490	31742569	8.10E-36	0.512155	13	4.80E-14	1.50E-42	0.56354	0.051387	teosinte/maize	Zm00001d049480
CHH	4	31742815	31742842	0.00021	0.207032	6	1.40E-13	3.90E-11	0.25706	0.050033	teosinte/maize	Zm00001d049480
CHH	4	35017134	35017195	0.0002	0.28412	7	5.60E-14	3.70E-11	0.43794	0.15382	teosinte/maize	Zm00001d049557
CHH	4	35017134	35017195	0.0002	0.28412	7	5.60E-14	3.70E-11	0.43794	0.15382	teosinte/maize	Zm00001d049558
CHH	4	35690647	35690763	1	0.237919	6	1.90E-07	2.20E-05	0.37184	0.13392	teosinte/maize	Zm00001d049573
CHH	4	40973127	40973246	0.0067	0.222531	6	3.70E-11	1.20E-09	0.28966	0.067126	teosinte/maize	Zm00001d049707
CHH	4	41555365	41555484	0.0028	0.270877	8	4.60E-14	5.30E-10	0.44884	0.17796	teosinte/maize	Zm00001d049727
CHH	4	42990908	42990937	1	0.214349	6	1.50E-06	0.00011	0.49159	0.27724	teosinte/maize	Zm00001d049748
CHH	4	43096258	43096281	6.40E-06	0.275049	6	4.20E-14	1.20E-12	0.32836	0.053313	teosinte/maize	Zm00001d049750
CHH	4	43096342	43096431	0.0072	0.254265	6	2.40E-12	1.30E-09	0.37352	0.11925	teosinte/maize	Zm00001d049750
CHH	4	43096683	43096738	0.37	0.272288	6	5.50E-10	6.90E-08	0.49453	0.22224	teosinte/maize	Zm00001d049750
CHH	4	43109599	43109670	0.27	0.206118	9	5.20E-13	4.90E-08	0.35236	0.14624	teosinte/maize	Zm00001d049753
CHH	4	46704159	46704204	1	0.218028	8	1.10E-10	6.40E-07	0.37834	0.16032	teosinte/maize	Zm00001d049826
CHH	4	49846707	49846878	1	0.210484	6	1.40E-08	7.20E-06	0.30831	0.097829	teosinte/maize	Zm00001d049873
CHH	4	50576176	50576250	9.50E-22	-0.372025	14	4.30E-14	1.80E-28	0.13433	0.50635	teosinte/maize	Zm00001d049886
CHH	4	53735389	53735420	0.0017	0.336592	6	3.80E-13	3.10E-10	0.53369	0.19709	teosinte/maize	Zm00001d049930
CHH	4	54668327	54668421	2.30E-11	0.28679	14	4.70E-14	4.20E-18	0.45046	0.16367	teosinte/maize	Zm00001d049946
CHH	4	54773735	54773782	2.90E-10	0.24753	7	4.50E-14	5.30E-17	0.28467	0.037142	teosinte/maize	Zm00001d049948
CHH	4	56863126	56863183	1.80E-08	0.315485	11	4.10E-14	3.30E-15	0.56051	0.24502	teosinte/maize	Zm00001d049982
CHH	4	56863325	56863517	1	0.205845	6	2.80E-07	0.00019	0.46881	0.26296	teosinte/maize	Zm00001d049982
CHH	4	58345551	58345705	0.00023	0.252367	12	4.50E-14	4.20E-11	0.65999	0.40762	teosinte/maize	Zm00001d049993
CHH	4	60067565	60067829	3.20E-23	0.372013	14	3.90E-14	6.00E-30	0.78119	0.40918	teosinte/maize	Zm00001d050019
CHH	4	60715876	60716041	1.10E-09	0.259197	17	4.30E-14	1.90E-16	0.39369	0.13449	teosinte/maize	Zm00001d050023
CHH	4	61665062	61665152	2.70E-10	-0.486464	8	4.00E-14	4.90E-17	0.068675	0.55514	teosinte/maize	Zm00001d050038
CHH	4	67490125	67490187	0.63	0.267587	6	4.00E-10	1.20E-07	0.3931	0.12552	teosinte/maize	Zm00001d050123
CHH	4	70698272	70698439	4.10E-11	0.301614	11	4.30E-14	7.60E-18	0.49488	0.19327	teosinte/maize	Zm00001d050173
CHH	4	75006488	75006735	1	0.20025	6	1.30E-09	7.80E-07	0.31733	0.11708	teosinte/maize	Zm00001d050231
CHH	4	75104321	75104350	2.20E-08	0.279029	6	4.70E-14	4.00E-15	0.35306	0.074033	teosinte/maize	Zm00001d050234
CHH	4	75535497	75535540	0.045	0.273227	10	2.40E-13	8.30E-09	0.50827	0.23504	teosinte/maize	Zm00001d050241
CHH	4	75831850	75831977	1.20E-11	0.206507	13	4.20E-14	2.20E-18	0.25996	0.053453	teosinte/maize	Zm00001d050245
CHH	4	80280339	80280579	8.70E-15	0.269562	21	4.00E-14	1.60E-21	0.43127	0.16171	teosinte/maize	Zm00001d050307
CHH	4	83490519	83490672	3.40E-07	0.294347	8	4.30E-14	6.30E-14	0.36781	0.073465	teosinte/maize	Zm00001d050359
CHH	4	87193946	87194069	0.0014	0.204279	9	4.40E-13	2.50E-10	0.30012	0.095845	teosinte/maize	Zm00001d050422
CHH	4	87292068	87292096	1	0.237807	6	6.10E-10	2.10E-06	0.55169	0.31389	teosinte/maize	Zm00001d050428
CHH	4	87436606	87436672	0.005	0.210041	8	1.30E-11	9.20E-10	0.3324	0.12236	teosinte/maize	Zm00001d050430
CHH	4	89033412	89033486	0.024	0.261008	12	4.60E-14	4.50E-09	0.69277	0.43176	teosinte/maize	Zm00001d050448
CHH	4	89656054	89656105	0.00077	0.293355	6	3.70E-13	1.40E-10	0.75841	0.46506	teosinte/maize	Zm00001d050455
CHH	4	90258668	90258721	5.10E-07	0.311311	6	4.00E-14	9.40E-14	0.4627	0.15139	teosinte/maize	Zm00001d050462
CHH	4	90261325	90261366	1.40E-09	0.333969	6	4.30E-14	2.60E-16	0.41662	0.082654	teosinte/maize	Zm00001d050462
CHH	4	90607521	90607823	1.30E-34	0.268974	25	5.80E-14	2.30E-41	0.3049	0.035926	teosinte/maize	Zm00001d050465
CHH	4	91848572	91848675	2.20E-21	0.316569	11	4.70E-14	4.00E-28	0.3379	0.021331	teosinte/maize	Zm00001d050480
CHH	4	92592137	92592289	2.10E-06	0.32169	11	4.40E-14	3.80E-13	0.62447	0.30278	teosinte/maize	Zm00001d050484
CHH	4	92815145	92815187	6.80E-11	0.243733	13	4.40E-14	1.30E-17	0.28801	0.044278	teosinte/maize	Zm00001d050488
CHH	4	93951426	93951454	9.90E-09	0.291929	6	4.10E-14	1.80E-15	0.3554	0.063467	teosinte/maize	Zm00001d050500
CHH	4	94917442	94917533	4.30E-19	0.28674	16	3.80E-14	8.00E-26	0.45658	0.16984	teosinte/maize	Zm00001d050507
CHH	4	95582275	95582360	0.22	0.357835	6	1.20E-13	4.10E-08	0.60724	0.2494	teosinte/maize	Zm00001d050514
CHH	4	99564690	99564764	4.10E-05	0.214338	8	7.30E-14	7.50E-12	0.30772	0.09338	teosinte/maize	Zm00001d050550
CHH	4	101020797	101020837	0.16	0.237742	6	4.40E-14	3.00E-08	0.28931	0.051566	teosinte/maize	Zm00001d050563
CHH	4	101171275	101171407	2.10E-05	0.246553	14	4.80E-14	3.90E-12	0.43739	0.19083	teosinte/maize	Zm00001d050565
CHH	4	102476365	102476449	1	0.214709	10	3.60E-11	7.40E-07	0.67817	0.46346	teosinte/maize	Zm00001d050583
CHH	4	102550655	102550697	1	0.247607	6	4.40E-09	5.60E-06	0.49766	0.25006	teosinte/maize	Zm00001d050584
CHH	4	102596751	102596780	6.30E-05	0.288076	6	4.30E-14	1.20E-11	0.36331	0.075235	teosinte/maize	Zm00001d050585
CHH	4	102596810	102596868	1	0.202913	6	6.30E-07	0.00016	0.34766	0.14475	teosinte/maize	Zm00001d050585
CHH	4	103421093	103421329	1.00E-15	0.338902	18	4.80E-14	1.90E-22	0.53715	0.19824	teosinte/maize	Zm00001d050604
CHH	4	103848512	103848681	2.60E-15	-0.205234	13	4.50E-14	4.70E-22	0.058988	0.26422	teosinte/maize	Zm00001d050608
CHH	4	103848512	103848681	2.60E-15	-0.205234	13	4.50E-14	4.70E-22	0.058988	0.26422	teosinte/maize	Zm00001d050609
CHH	4	103848688	103848724	9.70E-09	-0.356261	6	4.10E-14	1.80E-15	0.083262	0.43952	teosinte/maize	Zm00001d050608
CHH	4	103848688	103848724	9.70E-09	-0.356261	6	4.10E-14	1.80E-15	0.083262	0.43952	teosinte/maize	Zm00001d050609
CHH	4	103849554	103849594	1	0.210505	6	7.90E-08	6.50E-06	0.44433	0.23382	teosinte/maize	Zm00001d050608
CHH	4	103849554	103849594	1	0.210505	6	7.90E-08	6.50E-06	0.44433	0.23382	teosinte/maize	Zm00001d050609
CHH	4	103849755	103849810	1	0.256339	6	7.00E-10	7.50E-06	0.51136	0.25502	teosinte/maize	Zm00001d050608
CHH	4	103849755	103849810	1	0.256339	6	7.00E-10	7.50E-06	0.51136	0.25502	teosinte/maize	Zm00001d050609
CHH	4	103854325	103854351	1	0.217757	6	4.00E-09	1.20E-05	0.74518	0.52742	teosinte/maize	Zm00001d050608
CHH	4	104008338	104008417	0.00038	0.336296	6	2.30E-13	7.10E-11	0.55091	0.21461	teosinte/maize	Zm00001d050610
CHH	4	105502660	105502716	0.032	0.298066	6	2.00E-13	6.00E-09	0.4807	0.18263	teosinte/maize	Zm00001d050625
CHH	4	105831467	105831580	1	0.233462	6	7.00E-10	7.40E-07	0.27611	0.042645	teosinte/maize	Zm00001d050628
