Context	Comparsion	Chr_D	Start_D	end_D	meth(PopA-PopB)	Chr_F	Start_F	end_F	Feature	Overlap(bp)
CHH	Teosinte/Maize	2	102150708	102150775	0.293137	2	102146298	102151297	Gene_down_5k	67
CHH	Teosinte/Maize	2	103991934	103992215	0.311687	2	103990265	103995264	Gene_up_5k	281
CHH	Teosinte/Maize	2	107482268	107482383	0.315672	2	107475981	107492120	Intergenic	115
CHH	Teosinte/Maize	2	107688377	107688431	0.293497	2	107684269	107689268	Gene_up_5k	54
CHH	Teosinte/Maize	2	111775922	111775992	0.240678	2	111775607	111780606	Gene_up_5k	70
CHH	Teosinte/Maize	2	115926333	115926520	0.320313	2	115925796	115930795	Gene_down_5k	187
CHH	Teosinte/Maize	2	116126504	116126600	0.214643	2	116108761	116126559	Intergenic	55
CHH	Teosinte/Maize	2	116126843	116126970	0.270793	2	116126560	116131559	Gene_up_5k	127
CHH	Teosinte/Maize	2	116567033	116567155	0.298638	2	116562249	116567248	Gene_down_5k	122
CHH	Teosinte/Maize	2	117598825	117599131	0.228573	2	117594896	117599895	Gene_up_5k	306
CHH	Teosinte/Maize	2	118183285	118183415	0.282153	2	118183007	118188006	Gene_up_5k	130
CHH	Teosinte/Maize	2	119070999	119071164	0.22763	2	119066685	119072964	TE	165
CHH	Teosinte/Maize	2	120674832	120674908	0.300382	2	120673264	120678263	Gene_up_5k	76
CHH	Teosinte/Maize	2	125603305	125603557	0.265518	2	125598869	125603868	Gene_up_5k	252
CHH	Teosinte/Maize	2	129374604	129374657	0.369925	2	129370198	129375197	Gene_down_5k	53
CHH	Teosinte/Maize	2	129374658	129376907	0.232972	2	129375198	129375858	Exon	660
CHH	Teosinte/Maize	2	129831591	129831695	0.206688	2	129827143	129832142	Gene_up_5k	104
CHH	Teosinte/Maize	2	132452241	132452292	0.219624	2	132451394	132458132	Intron	51
CHH	Teosinte/Maize	2	132579455	132579590	0.23126	2	132574699	132579698	Gene_up_5k	135
CHH	Teosinte/Maize	2	135104498	135104574	-0.305231	2	135102481	135107480	Gene_up_5k	76
CHH	Teosinte/Maize	2	139440341	139440403	0.335603	2	139435936	139440935	Gene_up_5k	62
CHH	Teosinte/Maize	2	141024537	141024736	0.23025	2	141020001	141025000	Gene_down_5k	199
CHH	Teosinte/Maize	2	143079012	143079067	0.345007	2	143074081	143079080	Gene_down_5k	55
CHH	Teosinte/Maize	2	145988725	145988852	0.328781	2	145987945	145989100	Intron	127
CHH	Teosinte/Maize	2	146435719	146436065	0.212979	2	146422118	146475190	TE	346
CHH	Teosinte/Maize	2	147571997	147572072	0.26707	2	147571928	147576199	Intergenic	75
CHH	Teosinte/Maize	2	147581825	147582001	0.211923	2	147581169	147585039	Intergenic	176
CHH	Teosinte/Maize	2	152290009	152290211	0.272336	2	152273882	152292697	TE	202
CHH	Teosinte/Maize	2	154106978	154107037	0.382358	2	154102681	154107680	Gene_up_5k	59
CHH	Teosinte/Maize	2	154943202	154943341	0.228956	2	154936533	154947327	Intergenic	139
CHH	Teosinte/Maize	2	163610622	163610717	0.232433	2	163606414	163611413	Gene_down_5k	95
CHH	Teosinte/Maize	2	166267462	166267566	-0.396464	2	166223475	166269157	TE	104
CHH	Teosinte/Maize	2	166315214	166315276	0.236706	2	166315154	166322348	TE	62
CHH	Teosinte/Maize	2	166562130	166562284	0.225801	2	166562037	166567036	Gene_up_5k	154
CHH	Teosinte/Maize	2	166699473	166699545	0.261265	2	166698768	166700765	Exon	72
CHH	Teosinte/Maize	2	170601105	170601176	0.30245	2	170596641	170601640	Gene_up_5k	71
CHH	Teosinte/Maize	2	170863253	170863293	0.200344	2	170859418	170864417	Gene_up_5k	40
CHH	Teosinte/Maize	2	172641659	172641810	0.204712	2	172640782	172645781	Gene_up_5k	151
CHH	Teosinte/Maize	2	178260273	178260412	0.237646	2	178258200	178263199	Gene_up_5k	139
CHH	Teosinte/Maize	2	196226306	196227107	0.258855	2	196225848	196230847	Gene_up_5k	801
CHH	Teosinte/Maize	2	196227357	196227476	0.270532	2	196225848	196230847	Gene_up_5k	119
CHH	Teosinte/Maize	2	199147526	199147602	0.214489	2	199143929	199148928	Gene_up_5k	76
CHH	Teosinte/Maize	2	205245133	205245231	-0.226565	2	205244271	205249270	Gene_down_5k	98
CHH	Teosinte/Maize	2	207276150	207276276	0.264497	2	207275758	207277029	Intron	126
CHH	Teosinte/Maize	2	207825190	207825321	0.233826	2	207824373	207830858	Intergenic	131
CHH	Teosinte/Maize	2	214099311	214099404	0.240355	2	214099060	214104059	Gene_up_5k	93
CHH	Teosinte/Maize	2	215070922	215071025	0.253873	2	215066680	215077895	TE	103
CHH	Teosinte/Maize	2	217641304	217641385	0.291931	2	217636585	217641584	Gene_up_5k	81
CHH	Teosinte/Maize	2	217680947	217681086	0.295674	2	217676488	217681487	Gene_up_5k	139
CHH	Teosinte/Maize	2	218706880	218706925	0.338704	2	218699561	218709817	TE	45
CHH	Teosinte/Maize	2	219013103	219013244	0.211329	2	219008866	219013865	Gene_down_5k	141
CHH	Teosinte/Maize	2	220375647	220375827	-0.368979	2	220366657	220378549	TE	180
CHH	Teosinte/Maize	2	223337969	223338237	0.318346	2	223335493	223340492	Gene_down_5k	268
CHH	Teosinte/Maize	2	224897942	224898106	0.24799	2	224893494	224898493	Gene_down_5k	164
CHH	Teosinte/Maize	2	225677353	225677423	0.2223	2	225675718	225680717	Gene_up_5k	70
CHH	Teosinte/Maize	2	227247904	227248090	0.326272	2	227243245	227248244	Gene_up_5k	186
CHH	Teosinte/Maize	2	227548284	227548358	-0.346804	2	227545047	227550046	Gene_down_5k	74
CHH	Teosinte/Maize	2	229074211	229074287	0.218563	2	229073944	229078943	Gene_up_5k	76
CHH	Teosinte/Maize	2	233729995	233730041	0.25306	2	233727176	233732175	Gene_up_5k	46
CHH	Teosinte/Maize	2	235019752	235019826	0.541951	2	235013976	235021818	TE	74
CHH	Teosinte/Maize	2	235019830	235020050	0.20698	2	235013976	235021818	TE	220
CHH	Teosinte/Maize	2	235081148	235081224	0.374712	2	235080826	235085825	Gene_up_5k	76
CHH	Teosinte/Maize	2	237176657	237176706	0.224904	2	237163106	237178448	TE	49
CHH	Teosinte/Maize	2	238167861	238167973	0.370665	2	238166076	238169451	Intergenic	112
CHH	Teosinte/Maize	2	242699637	242699742	0.248867	2	242697514	242702513	Gene_down_5k	105
CHH	Teosinte/Maize	3	153416	153529	-0.202867	3	152545	158816	Intergenic	113
CHH	Teosinte/Maize	3	3414937	3415054	0.254073	3	3411161	3416160	Gene_up_5k	117
CHH	Teosinte/Maize	3	12026635	12026705	-0.285124	3	12000018	12032523	TE	70
CHH	Teosinte/Maize	3	23227441	23227587	0.276784	3	23222344	23228937	Intergenic	146
CHH	Teosinte/Maize	3	26156055	26156141	0.367648	3	26152277	26167092	TE	86
CHH	Teosinte/Maize	3	30449108	30449370	0.240569	3	30444625	30449624	Gene_up_5k	262
CHH	Teosinte/Maize	3	41987820	41988023	0.367401	3	41983366	41988980	Intergenic	203
CHH	Teosinte/Maize	3	50656114	50656190	0.235845	3	50652148	50657147	Gene_up_5k	76
CHH	Teosinte/Maize	3	51887454	51887558	0.24592	3	51887219	51889483	Intergenic	104
CHH	Teosinte/Maize	3	57538461	57538696	-0.260356	3	57527807	57539839	Intergenic	235
CHH	Teosinte/Maize	3	60284435	60284543	0.223855	3	60280344	60285343	Gene_up_5k	108
CHH	Teosinte/Maize	3	60738278	60738355	-0.24886	3	60738270	60745654	TE	77
CHH	Teosinte/Maize	3	64614870	64614931	0.259337	3	64610279	64615278	Gene_up_5k	61
CHH	Teosinte/Maize	3	66028130	66028404	0.220697	3	66026624	66031623	Gene_up_5k	274
CHH	Teosinte/Maize	3	66485942	66486064	0.291473	3	66485781	66490780	Gene_up_5k	122
CHH	Teosinte/Maize	3	69616043	69616260	0.209436	3	69615931	69616736	Intergenic	217
CHH	Teosinte/Maize	3	71571502	71571616	0.367481	3	71566869	71571868	Gene_up_5k	114
CHH	Teosinte/Maize	3	75328881	75328981	0.230595	3	75319663	75335655	TE	100
CHH	Teosinte/Maize	3	75668562	75668849	-0.353467	3	75668497	75674859	TE	287
CHH	Teosinte/Maize	3	77988576	77988667	0.284433	3	77982356	78037209	TE	91
CHH	Teosinte/Maize	3	79222320	79222457	0.264927	3	79217601	79222600	Gene_up_5k	137
CHH	Teosinte/Maize	3	79256333	79256559	0.236529	3	79256142	79256661	Exon	226
CHH	Teosinte/Maize	3	79264620	79264862	0.207426	3	79261662	79271880	Intergenic	242
CHH	Teosinte/Maize	3	79459534	79459588	0.29181	3	79424748	79463347	TE	54
CHH	Teosinte/Maize	3	79464183	79464838	0.201538	3	79463348	79466108	Intergenic	655
CHH	Teosinte/Maize	3	80342582	80342797	0.253916	3	80338887	80353406	TE	215
CHH	Teosinte/Maize	3	80348599	80349606	0.280296	3	80338887	80353406	TE	1007
CHH	Teosinte/Maize	3	84119660	84119745	0.22311	3	84114793	84127409	Intergenic	85
CHH	Teosinte/Maize	3	84487813	84487958	0.202825	3	84444572	84488404	TE	145
CHH	Teosinte/Maize	3	87048015	87048128	0.284367	3	87047940	87048622	Exon	113
CHH	Teosinte/Maize	3	89205141	89205243	0.2243	3	89201207	89206206	Gene_down_5k	102
CHH	Teosinte/Maize	3	89208117	89208184	0.244998	3	89207513	89212512	Gene_up_5k	67
CHH	Teosinte/Maize	3	92264987	92265183	0.205626	3	92264500	92269499	Gene_down_5k	196
CHH	Teosinte/Maize	3	92420506	92420567	0.308081	3	92419507	92421191	Exon	61
CHH	Teosinte/Maize	3	92505574	92505710	0.29864	3	92482640	92528154	TE	136
CHH	Teosinte/Maize	3	93316525	93316758	0.217541	3	93312222	93317221	Gene_up_5k	233
CHH	Teosinte/Maize	3	93370052	93370119	0.434303	3	93365356	93370355	Gene_up_5k	67
CHH	Teosinte/Maize	3	93378907	93379017	0.301093	3	93375935	93386679	Intergenic	110
CHH	Teosinte/Maize	3	93413557	93413666	0.213351	3	93412688	93417687	Gene_up_5k	109
CHH	Teosinte/Maize	3	93525492	93525608	0.267067	3	93523482	93528481	Gene_up_5k	116
CHH	Teosinte/Maize	3	95624636	95624804	0.261487	3	95620340	95625339	Gene_down_5k	168
CHH	Teosinte/Maize	3	104258889	104258946	0.280701	3	104245155	104273325	TE	57
CHH	Teosinte/Maize	3	104583197	104583441	0.235089	3	104512588	104585087	TE	244
CHH	Teosinte/Maize	3	105350506	105350649	0.429892	3	105348282	105353281	Gene_down_5k	143
CHH	Teosinte/Maize	3	105352502	105352742	0.23129	3	105351377	105356376	Gene_down_5k	240
CHH	Teosinte/Maize	3	105720519	105720721	0.219615	3	105716654	105721653	Gene_down_5k	202
CHH	Teosinte/Maize	3	110161290	110161455	0.207801	3	110157431	110162430	Gene_down_5k	165
CHH	Teosinte/Maize	3	110654375	110654524	0.241617	3	110652890	110657889	Gene_down_5k	149
CHH	Teosinte/Maize	3	111943786	111943928	0.263129	3	111941506	111956859	Intergenic	142
CHH	Teosinte/Maize	3	116332814	116333076	0.200656	3	116332436	116337435	Gene_up_5k	262
CHH	Teosinte/Maize	3	117288549	117288631	0.326775	3	117284104	117289103	Gene_down_5k	82
CHH	Teosinte/Maize	3	120356950	120357188	0.263433	3	120354234	120361641	Intergenic	238
CHH	Teosinte/Maize	3	120515085	120515277	0.232687	3	120514732	120519731	Gene_down_5k	192
CHH	Teosinte/Maize	3	122682055	122682187	0.221237	3	122680885	122691163	TE	132
CHH	Teosinte/Maize	3	122816431	122816500	0.261983	3	122814204	122819203	Gene_up_5k	69
CHH	Teosinte/Maize	3	123775670	123775733	0.30751	3	123769701	123783954	TE	63
CHH	Teosinte/Maize	3	133564203	133564282	-0.279703	3	133560973	133565972	Gene_up_5k	79
CHH	Teosinte/Maize	3	144976306	144976428	0.282722	3	144972933	144977932	Gene_up_5k	122
CHH	Teosinte/Maize	3	148897227	148897421	0.258462	3	148896598	148901597	Gene_up_5k	194
CHH	Teosinte/Maize	3	153103146	153103266	0.211989	3	153098930	153103929	Gene_up_5k	120
CHH	Teosinte/Maize	3	154797422	154797484	0.240647	3	154797199	154802198	Gene_up_5k	62
CHH	Teosinte/Maize	3	158436927	158437004	0.3074	3	158436260	158437886	Intron	77
CHH	Teosinte/Maize	3	159327649	159327734	0.227208	3	159326382	159331381	Gene_down_5k	85
CHH	Teosinte/Maize	3	160592441	160592648	0.213391	3	160592397	160593327	TE	207
CHH	Teosinte/Maize	3	161240353	161240438	0.241995	3	161240087	161247355	Intergenic	85
CHH	Teosinte/Maize	3	161419950	161420260	0.281836	3	161415458	161425815	Intergenic	310
CHH	Teosinte/Maize	3	168649579	168650002	0.381967	3	168637497	168650856	Intron	423
CHH	Teosinte/Maize	3	168650009	168650061	0.411555	3	168637497	168650856	Intron	52
CHH	Teosinte/Maize	3	172144648	172144740	0.22592	3	172141585	172146584	Gene_up_5k	92
CHH	Teosinte/Maize	3	173919302	173919374	0.216626	3	173914317	173919512	Intergenic	72
CHH	Teosinte/Maize	3	176515519	176515602	0.299273	3	176513580	176518579	Gene_down_5k	83
CHH	Teosinte/Maize	3	181602721	181602863	0.296629	3	181598111	181607776	TE	142
CHH	Teosinte/Maize	3	182414920	182415104	0.256475	3	182410160	182423966	Intergenic	184
CHH	Teosinte/Maize	3	182661233	182661401	0.244245	3	182657588	182662587	Gene_up_5k	168
CHH	Teosinte/Maize	3	184008664	184008728	0.218189	3	184007440	184012439	Gene_down_5k	64
CHH	Teosinte/Maize	3	184421118	184421230	0.290196	3	184418904	184423903	Gene_down_5k	112
CHH	Teosinte/Maize	3	189580650	189580722	0.269986	3	189576664	189581663	Gene_down_5k	72
CHH	Teosinte/Maize	3	193022155	193022247	0.230854	3	193008187	193030573	Intergenic	92
CHH	Teosinte/Maize	3	194051103	194051204	0.20012	3	194043684	194051400	Intron	101
CHH	Teosinte/Maize	3	196098968	196098992	0.225596	3	196097317	196103163	Intergenic	24
CHH	Teosinte/Maize	3	199635815	199635846	0.255996	3	199631305	199636304	Gene_down_5k	31
CHH	Teosinte/Maize	3	199643213	199643307	-0.375161	3	199641923	199646922	Gene_up_5k	94
CHH	Teosinte/Maize	3	199643813	199643896	-0.276675	3	199641923	199646922	Gene_up_5k	83
CHH	Teosinte/Maize	3	201447981	201448015	0.309309	3	201443887	201448886	Gene_up_5k	34
CHH	Teosinte/Maize	3	203445184	203445221	0.271681	3	203444748	203449747	Gene_down_5k	37
CHH	Teosinte/Maize	3	206775230	206775305	0.225789	3	206773618	206778617	Gene_down_5k	75
CHH	Teosinte/Maize	3	206990004	206990079	-0.327463	3	206983487	206991149	TE	75
CHH	Teosinte/Maize	3	213109049	213109132	0.339751	3	213107929	213112928	Gene_down_5k	83
CHH	Teosinte/Maize	3	216253141	216253488	0.281782	3	216249148	216254147	Gene_up_5k	347
CHH	Teosinte/Maize	3	216725601	216725747	0.214177	3	216722982	216727981	Gene_down_5k	146
CHH	Teosinte/Maize	3	216874572	216874718	0.260364	3	216869858	216874857	Gene_up_5k	146
CHH	Teosinte/Maize	3	216967321	216967709	0.212442	3	216962820	216967819	Gene_up_5k	388
CHH	Teosinte/Maize	3	217933598	217933729	0.280508	3	217932237	217937236	Gene_up_5k	131
CHH	Teosinte/Maize	3	219824288	219824407	-0.218979	3	219822126	219827125	Gene_up_5k	119
CHH	Teosinte/Maize	3	220963523	220963674	0.240218	3	220959949	220964948	Gene_down_5k	151
CHH	Teosinte/Maize	3	224173960	224174038	0.24638	3	224173330	224178329	Gene_down_5k	78
CHH	Teosinte/Maize	3	224212426	224212583	0.25973	3	224207852	224212851	Gene_up_5k	157
CHH	Teosinte/Maize	3	226291344	226291565	0.235253	3	226288999	226293998	Gene_up_5k	221
CHH	Teosinte/Maize	4	3551908	3552016	0.251458	4	3548980	3569389	Intergenic	108
CHH	Teosinte/Maize	4	5617941	5617972	-0.22409	4	5614373	5619372	Gene_down_5k	31
CHH	Teosinte/Maize	4	7963006	7963079	0.201103	4	7958918	7972090	Intergenic	73
CHH	Teosinte/Maize	4	8160925	8160972	0.23019	4	8158562	8163561	Gene_down_5k	47
CHH	Teosinte/Maize	4	8430925	8431116	0.523033	4	8429094	8432115	Intergenic	191
CHH	Teosinte/Maize	4	20213252	20213321	0.300085	4	20211540	20215802	Intergenic	69
CHH	Teosinte/Maize	4	20391593	20391802	0.327128	4	20389816	20402357	TE	209
CHH	Teosinte/Maize	4	22511814	22512110	0.248025	4	22487653	22517369	TE	296
CHH	Teosinte/Maize	4	23993888	23993967	0.264763	4	23990411	23994084	TE	79
CHH	Teosinte/Maize	4	31742490	31742569	0.49551	4	31741104	31744673	TE	79
CHH	Teosinte/Maize	4	31913730	31913756	0.239142	4	31911570	31914630	Intergenic	26
CHH	Teosinte/Maize	4	31968624	31968696	0.205004	4	31967821	31972820	Gene_up_5k	72
CHH	Teosinte/Maize	4	32095912	32095975	0.332203	4	32094776	32113984	Intergenic	63
CHH	Teosinte/Maize	4	33510625	33510736	0.239175	4	33507076	33517742	TE	111
CHH	Teosinte/Maize	4	40634705	40634849	0.321238	4	40634319	40643606	TE	144
CHH	Teosinte/Maize	4	41555365	41555480	0.264117	4	41551154	41556153	Gene_down_5k	115
CHH	Teosinte/Maize	4	50576176	50576250	-0.380831	4	50571947	50576946	Gene_up_5k	74
CHH	Teosinte/Maize	4	54668327	54668421	0.277818	4	54667907	54672906	Gene_down_5k	94
CHH	Teosinte/Maize	4	56863119	56863645	0.222377	4	56858717	56863716	Gene_down_5k	526
CHH	Teosinte/Maize	4	57371320	57371445	0.248047	4	57350645	57401747	TE	125
CHH	Teosinte/Maize	4	60067565	60067829	0.388357	4	60063094	60068093	Gene_down_5k	264
CHH	Teosinte/Maize	4	60715876	60716041	0.254352	4	60714981	60719980	Gene_up_5k	165
CHH	Teosinte/Maize	4	61665062	61665152	-0.447686	4	61660652	61665651	Gene_up_5k	90
CHH	Teosinte/Maize	4	70698253	70698437	0.258836	4	70698126	70703125	Gene_down_5k	184
CHH	Teosinte/Maize	4	70776602	70776870	0.337801	4	70768885	70776881	Intergenic	268
CHH	Teosinte/Maize	4	70999714	70999751	0.425447	4	70977754	70999761	TE	37
CHH	Teosinte/Maize	4	72080479	72080581	0.206104	4	72076034	72081320	Intergenic	102
CHH	Teosinte/Maize	4	75531807	75531878	0.279682	4	75530727	75531876	Intergenic	69
CHH	Teosinte/Maize	4	75532375	75532562	0.296155	4	75531877	75536876	Gene_up_5k	187
CHH	Teosinte/Maize	4	75831528	75831977	0.209695	4	75830659	75835658	Gene_down_5k	449
CHH	Teosinte/Maize	4	76135688	76136050	0.228645	4	76133362	76138361	Gene_up_5k	362
CHH	Teosinte/Maize	4	76156091	76156185	0.21232	4	76156036	76161035	Gene_up_5k	94
CHH	Teosinte/Maize	4	80280320	80280579	0.265511	4	80278474	80283473	Gene_down_5k	259
CHH	Teosinte/Maize	4	82263531	82263617	0.284858	4	82252265	82284209	TE	86
CHH	Teosinte/Maize	4	87193946	87194069	0.218614	4	87193197	87198196	Gene_up_5k	123
CHH	Teosinte/Maize	4	87395420	87395749	0.296838	4	87395418	87396942	TE	329
CHH	Teosinte/Maize	4	89033382	89033486	0.261947	4	89033219	89038218	Gene_up_5k	104
CHH	Teosinte/Maize	4	89374963	89375124	0.223596	4	89371122	89404156	TE	161
CHH	Teosinte/Maize	4	89592729	89592786	0.213898	4	89592574	89597182	Intergenic	57
CHH	Teosinte/Maize	4	89593887	89593956	0.214197	4	89592574	89597182	Intergenic	69
CHH	Teosinte/Maize	4	90299252	90299334	0.242757	4	90289381	90302140	Intergenic	82
CHH	Teosinte/Maize	4	90607521	90607823	0.255672	4	90604494	90609493	Gene_up_5k	302
CHH	Teosinte/Maize	4	91272410	91272455	0.210122	4	91271235	91276234	Gene_up_5k	45
CHH	Teosinte/Maize	4	91848584	91848675	0.338219	4	91847185	91852184	Gene_up_5k	91
CHH	Teosinte/Maize	4	91983907	91983979	0.225287	4	91896650	91988216	TE	72
CHH	Teosinte/Maize	4	92592137	92592289	0.327489	4	92587461	92592460	Gene_up_5k	152
CHH	Teosinte/Maize	4	92815145	92815187	0.237952	4	92811855	92816854	Gene_up_5k	42
CHH	Teosinte/Maize	4	93018387	93018531	0.205865	4	93018147	93023146	Gene_up_5k	144
CHH	Teosinte/Maize	4	94907695	94907765	0.293114	4	94902767	94913987	Intergenic	70
CHH	Teosinte/Maize	4	94917442	94917533	0.285793	4	94913988	94918987	Gene_up_5k	91
CHH	Teosinte/Maize	4	97214638	97215105	0.208997	4	97211232	97219815	TE	467
CHH	Teosinte/Maize	4	97673858	97673990	0.25006	4	97671153	97676152	Gene_down_5k	132
CHH	Teosinte/Maize	4	99946239	99946294	0.397085	4	99938444	99997561	TE	55
CHH	Teosinte/Maize	4	101171275	101171396	0.2381	4	101169765	101174764	Gene_down_5k	121
CHH	Teosinte/Maize	4	101173375	101173461	0.228437	4	101169765	101174764	Gene_down_5k	86
CHH	Teosinte/Maize	4	101588943	101589181	0.352046	4	101584397	101589396	Gene_up_5k	238
CHH	Teosinte/Maize	4	103421120	103421329	0.344061	4	103416701	103421700	Gene_up_5k	209
CHH	Teosinte/Maize	4	103848512	103848729	-0.234616	4	103844781	103849780	Gene_down_5k	217
CHH	Teosinte/Maize	4	105540989	105541088	0.259426	4	105531510	105541118	TE	99
CHH	Teosinte/Maize	4	105836238	105836383	0.335224	4	105835723	105838579	TE	145
CHH	Teosinte/Maize	4	106782118	106782176	-0.253812	4	106781574	106784469	Intergenic	58
CHH	Teosinte/Maize	4	107260880	107260982	0.203436	4	107256937	107262403	TE	102
CHH	Teosinte/Maize	4	107951224	107951401	0.213251	4	107950927	107955926	Gene_up_5k	177
CHH	Teosinte/Maize	4	109297555	109297686	0.313852	4	109296511	109301510	Gene_down_5k	131
CHH	Teosinte/Maize	4	111118769	111118878	0.270927	4	111118325	111122813	Intergenic	109
CHH	Teosinte/Maize	4	111327605	111327972	0.200606	4	111292931	111366978	TE	367
CHH	Teosinte/Maize	4	111336679	111336799	0.243429	4	111292931	111366978	TE	120
CHH	Teosinte/Maize	4	112044203	112044401	0.220514	4	112040777	112066577	TE	198
CHH	Teosinte/Maize	4	112110947	112111063	0.240006	4	112090115	112134823	Intergenic	116
CHH	Teosinte/Maize	4	112126319	112126426	-0.613467	4	112090115	112134823	Intergenic	107
CHH	Teosinte/Maize	4	112579471	112579566	-0.390833	4	112575473	112638651	TE	95
CHH	Teosinte/Maize	4	112898046	112898129	0.395304	4	112897196	112902195	Gene_down_5k	83
CHH	Teosinte/Maize	4	114052011	114052055	0.347034	4	114048204	114053104	Exon	44
CHH	Teosinte/Maize	4	117594927	117595151	0.229201	4	117591722	117596721	Gene_down_5k	224
CHH	Teosinte/Maize	4	118076769	118076895	0.223163	4	118067034	118080567	TE	126
CHH	Teosinte/Maize	4	118649352	118649452	-0.348002	4	118647526	118653611	Intergenic	100
CHH	Teosinte/Maize	4	119802336	119802435	0.279863	4	119801727	119808194	Intron	99
CHH	Teosinte/Maize	4	120184484	120184551	0.552174	4	120183939	120190287	Intergenic	67
CHH	Teosinte/Maize	4	120378066	120378336	0.337264	4	120373585	120378584	Gene_down_5k	270
CHH	Teosinte/Maize	4	125300536	125300633	0.260991	4	125296266	125301265	Gene_down_5k	97
CHH	Teosinte/Maize	4	127635229	127635318	-0.415057	4	127629469	127650634	Intergenic	89
CHH	Teosinte/Maize	4	130554351	130554418	0.333623	4	130554135	130559134	Gene_up_5k	67
CHH	Teosinte/Maize	4	136186272	136186537	0.33159	4	136182079	136187078	Gene_up_5k	265
CHH	Teosinte/Maize	4	136764523	136764673	0.274446	4	136760871	136765870	Gene_down_5k	150
CHH	Teosinte/Maize	4	137432207	137432246	0.241118	4	137431703	137436702	Gene_up_5k	39
CHH	Teosinte/Maize	4	138205538	138205667	0.343395	4	138201089	138206088	Gene_up_5k	129
CHH	Teosinte/Maize	4	140552247	140552282	0.242468	4	140519423	140552623	TE	35
CHH	Teosinte/Maize	4	140676910	140677076	0.267116	4	140672217	140677216	Gene_down_5k	166
CHH	Teosinte/Maize	4	148371225	148371373	0.268845	4	148361917	148425173	TE	148
CHH	Teosinte/Maize	4	154027271	154027338	0.241908	4	153983156	154034558	TE	67
CHH	Teosinte/Maize	4	156141454	156141516	-0.390607	4	156139338	156159432	Intergenic	62
CHH	Teosinte/Maize	4	163465390	163465541	0.269079	4	163465261	163478448	TE	151
CHH	Teosinte/Maize	4	166711486	166711784	0.363178	4	166709815	166714814	Gene_down_5k	298
CHH	Teosinte/Maize	4	171772467	171772530	0.250069	4	171771484	171776483	Gene_down_5k	63
CHH	Teosinte/Maize	4	173893083	173893128	-0.204418	4	173890439	173895438	Gene_down_5k	45
CHH	Teosinte/Maize	4	175616090	175616150	0.251945	4	175611319	175616318	Gene_up_5k	60
CHH	Teosinte/Maize	4	176843608	176843856	0.204667	4	176839373	176844372	Gene_up_5k	248
CHH	Teosinte/Maize	4	177771964	177772008	0.273447	4	177767357	177782097	Intergenic	44
CHH	Teosinte/Maize	4	179369814	179370027	0.235688	4	179366077	179371076	Gene_up_5k	213
CHH	Teosinte/Maize	4	179375970	179376212	0.227542	4	179374051	179379050	Gene_down_5k	242
CHH	Teosinte/Maize	4	179382296	179382459	0.201147	4	179378410	179383409	Gene_down_5k	163
CHH	Teosinte/Maize	4	179430677	179430882	-0.249102	4	179428080	179433079	Gene_up_5k	205
CHH	Teosinte/Maize	4	179533032	179533139	0.209863	4	179528933	179533932	Gene_up_5k	107
CHH	Teosinte/Maize	4	181090500	181090575	0.207497	4	181088173	181094648	Intergenic	75
CHH	Teosinte/Maize	4	182713795	182713868	0.319888	4	182706987	182714098	Intergenic	73
CHH	Teosinte/Maize	4	184113736	184113892	0.246625	4	184109356	184114355	Gene_up_5k	156
CHH	Teosinte/Maize	4	184151138	184151299	0.226338	4	184147128	184152127	Gene_up_5k	161
CHH	Teosinte/Maize	4	188102803	188102854	0.320104	4	188099225	188104224	Gene_down_5k	51
CHH	Teosinte/Maize	4	190497310	190497393	0.392912	4	190496935	190501934	Gene_down_5k	83
CHH	Teosinte/Maize	4	192352661	192352986	0.229698	4	192352514	192354165	Intergenic	325
CHH	Teosinte/Maize	4	196178429	196178491	-0.260134	4	196163669	196179217	Intergenic	62
CHH	Teosinte/Maize	4	202306701	202306825	0.34654	4	202302193	202307192	Gene_up_5k	124
CHH	Teosinte/Maize	4	203412383	203412447	0.238613	4	203407601	203412600	Gene_up_5k	64
CHH	Teosinte/Maize	4	203588105	203588199	0.237646	4	203586945	203593882	Intergenic	94
CHH	Teosinte/Maize	4	207469422	207469507	0.246766	4	207459975	207520430	TE	85
CHH	Teosinte/Maize	4	207724700	207724772	0.264181	4	207724250	207729249	Gene_up_5k	72
CHH	Teosinte/Maize	4	208355447	208355553	0.244417	4	208349283	208360194	Intergenic	106
CHH	Teosinte/Maize	4	211056059	211056530	0.210458	4	211055548	211060547	Gene_up_5k	471
CHH	Teosinte/Maize	4	211995603	211995690	0.266552	4	211995461	212000460	Gene_down_5k	87
CHH	Teosinte/Maize	4	215477103	215477148	0.256573	4	215473399	215478398	Gene_down_5k	45
CHH	Teosinte/Maize	4	216308885	216309070	0.262683	4	216306306	216311305	Gene_up_5k	185
CHH	Teosinte/Maize	4	216760929	216761138	-0.307932	4	216709785	216762143	TE	209
CHH	Teosinte/Maize	4	217422154	217422271	-0.218021	4	217417868	217422867	Gene_up_5k	117
CHH	Teosinte/Maize	4	219115156	219115315	0.204212	4	219113802	219118801	Gene_down_5k	159
CHH	Teosinte/Maize	4	220255111	220255191	0.246939	4	220245275	220261108	TE	80
CHH	Teosinte/Maize	4	222321264	222321325	0.292495	4	222320234	222325233	Gene_up_5k	61
