Marker	Chr	Genetic	v2	v4
TIDP5097	8	83.6	89,255,867	91088285
TIDP5098	1	251	217,945,671	221130864
TIDP5099	1	286.7	246,722,246	250358913
TIDP5101	1	159	147,894,847	149520909
TIDP5103	3	83.9	21,454,644	20882539
TIDP5104	4	18.9	3,751,460	4473627
TIDP5110	3	133.5	166,689,329	169330868
TIDP5113	1	125.6	54,924,847	55557860
TIDP5114	3	106.5	133,796,603	134456332
TIDP5116	8	97.6	118,101,980	121033126
TIDP5117	1	172.6	174,377,040	176355945
TIDP5118	5	106	61,695,624	63481895
TIDP5119	5	8.2	1,320,756	1355392
TIDP5120	7	90.6	31,777,420	33006220
TIDP5121	4	91.4	32,530,137	34103392
TIDP5122	7	123.7	134,079,808	138204024
TIDP5124	7	8.1	1,362,744	1466044
TIDP5126	1	60.1	19,692,972	20022473
TIDP5127	10	43.9	12,921,223	13069190
TIDP5128	8	3.3	1,639,879	1784469
TIDP5130	2	54.5	13,350,100	13643838
TIDP5134	6	24.7	45,615,688	47327235
TIDP5137	8	75.2	53,546,935	54219733
TIDP5142	6	23.6	55,672,669	58306868
TIDP5145	3	142.9	173,468,183	175912835
TIDP5146	5	163.5	190,483,917	195644451
TIDP5147	1	131.2	62,227,475	63025025
TIDP5150	9	160.1	149,517,236	152654695
TIDP5151	6	76.3	136,406,330	140509470
TIDP5152	8	100.7	119,235,249	122246151
TIDP5153	9	101.2	130,918,518	133204062
TIDP5156	8	25	6,467,180	6806335
TIDP5161	1	378	295,449,354	300953276
TIDP5162	7	90.6	46,480,851	47991506
TIDP5163	1	291.8	250,090,600	254192079
TIDP5164	1	272.9	241,223,909	244864476
TIDP5165	4	117	152,522,064	156083895
TIDP5167	9	23.1	7,311,710	6896797
TIDP5172	10	56.8	74,478,086	73710890
TIDP5173	4	108.3	70,840,900	73553410
TIDP5174	1	315.2	266,162,494	270983101
TIDP5176	3	121.8	157,199,237	158783985
TIDP5177	2	28.5	6,482,817	6412935
TIDP5178	3	176.5	189,936,879	192835534
TIDP5181	1	196.7	190,696,623	192893818
TIDP5182	1	142.4	77,240,735	78751959
TIDP5185	5	15.8	1,944,264	1990132
TIDP5186	3	190	199,305,672	202396749
TIDP5190	5	145.5	181,387,245	185974967
TIDP5197	2	179.8	211,153,155	217961904
TIDP5202	6	72.2	128,580,814	132583858
TIDP5204	7	123.7	137,094,673	140955447
TIDP5208	1	159	140,919,283	143164143
TIDP5212	10	50	19,514,690	19951645
TIDP5214	3	65.9	11,725,796	11021386
TIDP5219	2	129.8	130,951,449	135109084
TIDP5220	5	106.9	65,223,708	67136953
TIDP5222	6	148.6	162,921,508	167149433
TIDP5223	7	138.4	153,603,114	158892227
TIDP5226	2	26.9	5,818,068	5766216
TIDP5228	6	45.2	107,101,643	111760359
TIDP5229	1	129.2	56,891,736	57593740
TIDP5230	10	71	120,279,321	121362572
TIDP5231	3	98.3	50,093,829	49896809
TIDP5232	3	114	136,161,100	136872925
TIDP5233	2	129	110,428,426	113588924
TIDP5234	8	112.7	137,467,680	141520105
TIDP5237	9	193	153,606,193	156767067
TIDP5238	5	93.2	31,131,214	32109207
TIDP5239	10	104.5	142,068,660	142864334
TIDP5246	9	76.4	86,862,877	90216322
TIDP5247	9	87.5	110,655,005	113589617
TIDP5249	2	159.1	197,594,003	204007800
TIDP5250	7	75.5	10,776,372	11058394
TIDP5251	5	75.4	13,605,953	13959386
TIDP5254	1	223.1	201,486,169	203992827
TIDP5255	10	77.7	130,509,321	131690663
TIDP5256	2	4.9	1,557,313	1552150
TIDP5262	8	180.2	170,819,166	176060428
TIDP5263	8	94.1	110,520,024	113205732
TIDP5264	2	216.7	226,369,544	233396148
TIDP5265	8	96.9	115,614,499	118403670
TIDP5268	3	121.8	152,175,874	153565065
TIDP5269	3	75.7	14,879,802	14160636
TIDP5270	9	38.9	12,873,940	12388944
TIDP5271	10	50	23,780,858	24262602
TIDP5272	1	159	160,295,185	161709823
TIDP5273	10	50	40,081,075	41201530
TIDP5274	1	324.3	272,648,966	277451627
TIDP5275	3	106.5	133,028,314	133690057
TIDP5276	1	266.3	232,647,341	236243307
TIDP5277	3	37.5	5,852,395	5023912
TIDP5280	4	97.3	40,356,809	42108308
TIDP5281	2	91.4	21,261,578	22567306
TIDP5282	8	63.1	21,845,185	22522820
TIDP5283	3	98.3	37,674,064	37410316
TIDP5284	5	113	138,140,458	141501158
TIDP5285	1	328.4	279,415,660	284542790
TIDP5286	8	112.7	138,645,326	142733093
TIDP5287	2	133.1	160,957,174	165521236
TIDP5289	3	167.4	186,432,392	189364116
TIDP5292	1	209.8	195,486,373	197842950
TIDP5295	6	90.4	150,024,180	154121344
TIDP5297	7	123.7	140,575,210	145309247
TIDP5298	3	244	219,897,887	223589562
TIDP5300	5	145.5	182,582,014	187199705
TIDP5301	7	187.9	165,027,075	170595548
TIDP5302	10	50	18,396,823	18676300
TIDP5303	1	369.7	294,492,634	300062759
TIDP5304	1	159	158,480,299	159885883
TIDP5306	2	109.6	39,756,245	41368034
TIDP5308	7	182.7	163,222,439	168713696
TIDP5310	1	134.4	67,529,462	68092977
TIDP5312	5	106	60,034,131	61863163
TIDP5313	4	111.3	109,526,193	113001825
TIDP5326	1	77.5	28,598,013	28791298
TIDP5331	3	240.6	219,696,531	223383316
TIDP5332	8	113.4	142,225,742	146409093
TIDP5334	2	129.8	143,652,039	148140346
TIDP5335	5	110.1	76,379,062	78673581
TIDP5336	10	50	20,975,399	21488236
TIDP5337	3	26.8	4,345,951	3620134
TIDP5338	2	115.4	46,159,716	48070694
TIDP5339	8	75.2	38,523,062	39634235
TIDP5342	1	238	211,324,507	214379036
TIDP5343	6	3.9	3,041,743	3076375
TIDP5346	1	131.2	63,031,074	63857167
TIDP5348	3	133.5	166,768,407	169396568
TIDP5349	8	75.2	46,331,311	47615925
TIDP5350	3	167.4	186,546,007	189476410
TIDP5352	1	272.9	238,225,711	241781223
TIDP5362	10	101	140,963,735	141709532
TIDP5363	3	142.9	173,694,647	176158228
TIDP5364	10	65.8	109,374,552	110233118
TIDP5366	2	131.2	150,101,253	154701591
TIDP5368	5	96.7	38,789,512	40030099
TIDP5369	5	96.7	33,977,335	35159596
TIDP5378	2	233.4	232,716,404	239623270
TIDP5379	6	129.3	161,060,111	165221655
TIDP5380	1	246.4	216,159,187	219339766
TIDP5381	2	117.6	51,624,399	53662294
TIDP5382	10	50	17,539,849	17748230
TIDP5383	3	263.5	227,432,104	231347144
TIDP5384	3	83.9	19,940,688	19352005
TIDP5390	1	210.6	195,776,200	198138000
TIDP5391	1	155.8	111,416,722	113907625
TIDP5392	10	101	140,962,338	141708135
TIDP5393	6	73.5	130,129,303	134212158
TIDP5394	9	75.7	32,599,596	34015795
TIDP5395	10	55.5	65,199,360	64378562
TIDP5396	1	251	218,195,949	221392189
TIDP5397	9	75.7	28,379,860	28437182
TIDP5402	1	134.4	67,245,988	68399311
TIDP5403	10	74.1	124,659,662	125761172
TIDP5404	7	91	41,053,889	42572725
TIDP5405	1	113.2	49,794,132	50212081
TIDP5409	3	106.5	145,475,810	146584602
TIDP5410	8	112.7	137,267,378	141314397
TIDP5411	2	176.9	210,059,350	216915782
TIDP5412	9	75.7	31,908,137	33208642
TIDP5413	7	90.6	94,421,300	97444627
TIDP5414	5	51.6	7,365,414	7622167
TIDP5415	2	16.1	3,780,447	3802967
TIDP5416	6	36.8	103,947,398	107282691
TIDP5417	10	76.3	126,531,255	127556090
TIDP5418	8	106.4	123,771,890	127151886
TIDP5424	1	286.7	248,152,431	252140810
TIDP5426	5	108.6	71,851,952	73935234
TIDP5428	5	110.1	78,294,582	80595734
TIDP5431	2	49.2	12,009,767	12301012
TIDP5433	6	24.4	68,201,570	71123462
TIDP5438	1	323.8	275,769,512	280695120
TIDP5440	3	130.7	160,032,410	161681195
TIDP5442	2	122.7	62,990,345	64590550
TIDP5443	5	134.6	172,807,351	176927846
TIDP5444	1	306.3	259,308,747	263985422
TIDP5445	10	63.3	92,152,091	92349269
TIDP5450	5	110.1	78,386,141	80681276
TIDP5451	8	93.1	107,825,405	110283182
TIDP5452	6	24.7	57,392,843	60127038
TIDP5456	5	29.8	4,335,274	4445702
TIDP5457	8	20.6	4,917,692	5174009
TIDP5461	6	27.2	92,615,464	95239434
TIDP5467	3	224.9	213,532,656	217206612
TIDP5468	9	137.8	144,613,614	147427130
TIDP5469	1	258.2	226,002,499	229632353
TIDP5470	5	100.1	51,435,255	53039364
TIDP5471	1	178.5	180,942,041	182931600
TIDP5475	1	164.8	162,417,673	164026799
TIDP5477	3	167.4	186,543,426	189473829
TIDP5478	4	189.9	204,599,531	209128249
TIDP5479	7	84.2	17,007,461	17590030
TIDP5480	4	179.5	193,346,447	197660180
TIDP5482	8	161.3	167,994,533	173244058
TIDP5483	7	84.2	16,663,122	17227080
TIDP5484	6	10.3	6,896,607	7244440
TIDP5485	2	129	111,670,373	114903217
TIDP5486	7	123.7	138,723,003	143451773
TIDP5487	10	68.8	114,956,072	115983567
TIDP5488	8	32.2	10,284,053	10651919
TIDP5489	4	103.7	74,594,518	77361465
TIDP5490	10	56.8	71,160,047	70280871
TIDP5491	3	98.3	50,365,715	50167749
TIDP5492	2	98.1	22,754,466	24058957
TIDP5493	4	111.3	124,134,651	127122691
TIDP5494	6	75.6	133,224,647	137259342
TIDP5495	5	79.7	14,652,897	15171842
TIDP5498	4	165.7	182,178,499	185511788
TIDP5499	7	81.2	14,617,522	15031668
TIDP5501	8	150.1	165,266,893	170452672
TIDP5503	2	163.7	199,677,940	206187530
TIDP5504	9	2.1	1,346,095	1022848
TIDP5505	5	113	85,494,413	87761969
TIDP5506	1	93.7	38,845,388	39212402
TIDP5507	1	243	214,924,770	218083408
TIDP5508	7	89.5	25,908,826	26991331
TIDP5511	6	23.2	34,567,133	36099546
TIDP5513	6	18	21,528,957	19826119
TIDP5514	1	0	2,434,786	2530355
TIDP5515	7	214.6	170,114,953	175711549
TIDP5516	6	75.6	133,836,930	137863358
TIDP5517	1	328.4	277,592,605	282598287
TIDP5518	7	137.8	147,580,561	152795075
TIDP5519	4	114.1	149,201,283	152593435
TIDP5522	2	26.9	5,831,576	5779722
TIDP5523	2	129	113,399,047	116691328
TIDP5524	2	11.2	2,551,265	2565186
TIDP5525	6	73	128,927,068	132929654
TIDP5531	7	90.6	36,210,988	37488465
TIDP5534	6	81.9	146,813,539	150858918
TIDP5537	8	91.3	102,168,566	104222965
TIDP5539	1	113.2	50,098,668	50516638
TIDP5541	1	28.3	8,633,277	8678210
TIDP5542	8	161.3	167,465,259	172717038
TIDP5543	10	76.3	126,654,303	127677436
TIDP5544	5	121.8	155,997,923	159809778
TIDP5545	7	137.8	145,458,798	150385665
TIDP5546	3	198.6	203,490,422	206744102
TIDP5547	10	65.8	112,431,185	113328035
TIDP5548	10	68.8	114,366,211	115379155
TIDP5549	5	100.1	49,903,468	51453655
TIDP5550	10	7.9	2,451,367	2033005
TIDP5552	4	2.6	2,112,585	2668380
TIDP5555	7	104.1	129,109,884	133241274
TIDP5556	4	110.6	63,205,152	65734609
TIDP5557	8	2.1	654,512	783043
TIDP5559	6	76.3	140,678,357	144766457
TIDP5562	9	101.2	131,163,824	133463093
TIDP5563	10	71	122,676,230	123757963
TIDP5565	1	159	141,816,953	144052901
TIDP5572	2	134	151,604,541	156305727
TIDP5576	8	176.3	170,624,067	175864646
TIDP5581	1	392.9	300,271,918	305907578
TIDP5582	1	235.2	209,522,287	212544411
TIDP5583	4	71.1	15,609,340	16733874
TIDP5585	2	129.8	136,109,065	140743762
TIDP5588	6	129.3	161,727,678	165910229
TIDP5589	9	75.7	35,691,142	37235065
TIDP5590	4	82.2	18,588,642	19770926
TIDP5592	6	126.8	159,382,258	163542889
TIDP5594	3	103.7	114,434,127	114790336
TIDP5595	9	60	17,086,119	16779000
TIDP5596	3	176.5	190,313,951	193225732
TIDP5597	6	65.4	123,382,790	127268624
TIDP5602	8	128.5	161,755,400	166756886
TIDP5603	5	121.8	155,530,065	159329711
TIDP5605	1	0	3,129,621	3223739
TIDP5607	8	108.5	130,504,118	134417449
TIDP5608	4	71.6	17,506,697	18656086
TIDP5609	6	24.7	60,147,754	62923867
TIDP5612	5	15.8	1,949,528	1995396
TIDP5613	6	24.7	91,078,599	93641839
TIDP5614	1	323.8	275,030,991	279922668
TIDP5615	2	43	10,377,786	10500830
TIDP5616	3	83.9	21,454,644	20882539
TIDP5617	2	131.2	149,609,928	154204818
TIDP5618	4	117	153,770,346	157351493
TIDP5619	8	87.4	98,401,907	100368284
TIDP5621	4	252.4	240,458,479	245968880
TIDP5622	5	110.1	76,216,811	78509800
TIDP5623	5	102.1	44,006,812	45336095
TIDP5625	1	155.8	104,607,978	107180272
TIDP5626	1	265.2	231,155,139	234674561
TIDP5629	1	134.4	65,417,608	66318856
TIDP5630	3	94.4	33,795,506	33433440
TIDP5631	10	90.6	138,021,699	139297697
TIDP5632	4	252.4	240,462,820	245973221
TIDP5633	8	93.1	106,749,702	109084090
TIDP5635	3	203.6	205,023,535	208323974
TIDP5636	5	108.6	74,898,765	77107165
TIDP5638	8	112.7	134,842,760	138775773
TIDP5643	6	112.4	155,992,349	160130951
TIDP5645	2	187.7	215,131,820	221962449
TIDP5648	1	119.7	53,150,602	53748657
TIDP5649	5	108.6	72,819,977	74953850
TIDP5651	5	79.7	14,108,131	14488818
TIDP5652	2	30.2	7,526,813	7549171
TIDP5653	3	78.5	15,424,528	14739183
TIDP5654	5	37.1	5,286,212	5414000
TIDP5657	1	305.6	257,951,442	262556238
TIDP5659	3	95.5	37,167,763	36900691
TIDP5662	5	184.6	201,454,610	206952434
TIDP5663	9	101.2	128,774,584	131014368
TIDP5664	4	235.3	238,431,333	243764812
TIDP5666	4	70.4	14,854,221	15973526
TIDP5667	2	164.2	202,292,966	208868068
TIDP5668	5	121.8	154,807,280	158593154
TIDP5670	3	192.5	199,487,513	202504476
TIDP5671	3	98.3	43,080,438	42541332
TIDP5675	4	110.6	124,953,947	127917275
TIDP5677	10	83.7	134,654,865	135903906
TIDP5678	1	357.5	289,066,217	294459751
TIDP5679	6	112.4	155,449,469	159590550
TIDP5680	4	182.4	199,935,069	204238065
TIDP5681	7	90.6	34,584,140	35861606
TIDP5682	6	165.9	165,636,076	169787601
TIDP5683	4	49.1	7,147,616	7954396
TIDP5684	10	55.5	67,502,891	66739911
TIDP5685	1	172.6	177,611,745	179585274
TIDP5686	1	246.4	216,157,651	219338230
TIDP5687	5	41	5,377,583	5503816
TIDP5689	1	166.2	166,961,373	168643740
TIDP5690	1	2.6	3,404,919	3446413
TIDP5691	8	84.3	90,423,937	92289982
TIDP5694	2	170.7	205,709,395	212551977
TIDP5700	4	170.1	186,669,646	190146335
TIDP5701	7	90.6	34,633,817	35911411
TIDP5702	5	145.5	181,382,524	185970247
TIDP5704	7	104.1	128,851,213	132928178
TIDP5705	5	8.2	662,965	700734
TIDP5706	1	126.6	57,096,729	57821873
TIDP5707	6	119.7	158,093,482	162268718
TIDP5708	2	138.9	175,837,556	181051439
TIDP5710	6	171.3	167,969,190	172197032
TIDP5711	4	201.8	229,179,973	234197159
TIDP5712	7	109.9	130,781,303	134783794
TIDP5713	5	106	56,901,445	58716906
TIDP5714	10	50	54,619,733	55441037
TIDP5715	2	131.2	147,626,629	152200068
TIDP5716	4	120.1	156,182,275	159704596
TIDP5717	6	19.8	34,220,120	35736699
TIDP5724	4	108.3	68,109,572	70697077
TIDP5725	1	131.2	65,039,024	65943753
TIDP5728	4	192.1	216,251,753	220346275
TIDP5729	3	142.9	173,201,382	175635392
TIDP5730	1	129.2	59,466,500	60186795
TIDP5731	10	61.4	83,593,018	83444216
TIDP5734	8	99.7	120,255,925	123301114
TIDP5736	1	291.8	251,039,864	255171276
TIDP5737	1	145.6	80,619,900	82234393
TIDP5738	7	90.6	77,598,463	80239161
TIDP5740	7	0	273,481	413009
TIDP5744	6	64.6	122,263,659	126150429
TIDP5745	4	182.4	199,786,456	204072895
TIDP5746	3	106.5	129,221,452	129741611
TIDP5750	6	112.4	155,989,746	160128348
TIDP5751	4	179.5	193,352,960	197666692
TIDP5752	1	159	147,463,300	149090326
TIDP5753	1	328.4	277,379,937	282396170
TIDP5754	6	171.3	166,892,370	171041718
TIDP5755	4	181.7	198,401,908	202734295
TIDP5757	8	6.1	2,421,092	2560539
TIDP5758	10	50	53,339,732	54118996
TIDP5760	3	146.1	174,369,956	176829435
TIDP5762	6	16.9	23,137,896	21524264
TIDP5763	4	9.2	2,887,291	3464978
TIDP5764	3	249.4	221,232,100	224986400
TIDP5765	1	246.4	216,873,103	220042398
TIDP5766	4	196.8	224,663,296	228993550
TIDP5767	4	91.4	34,920,658	36550057
TIDP5768	8	11.8	3,155,123	3332058
TIDP5769	3	169.8	187,810,566	190702489
TIDP5771	8	83.6	81,244,093	82751547
TIDP5773	7	90.6	62,622,327	69880649
TIDP5774	6	120.3	158,281,422	162456440
TIDP5775	5	134.6	171,966,225	176050924
TIDP5776	10	62.9	92,536,779	92760899
TIDP5777	7	137.8	152,948,558	158301307
TIDP5778	4	96.1	35,540,808	37186456
TIDP5779	2	134.5	161,439,687	166038992
TIDP5780	8	108.5	132,876,764	136857698
TIDP5781	7	137.8	148,150,181	153361340
TIDP5782	2	129.8	119,214,115	123199791
TIDP5783	9	95	124,038,794	126067563
TIDP5784	2	109.6	39,943,848	41575997
TIDP5785	2	117.6	48,655,371	50696221
TIDP5787	1	226	203,589,057	206407483
TIDP5788	9	65.6	22,680,066	22540943
TIDP5792	3	75.7	13,725,397	13014918
TIDP5794	4	84.5	21,653,922	22916681
TIDP5795	2	134	154,775,378	159414031
TIDP5796	6	61.2	113,278,054	117166776
TIDP5798	7	97.2	117,418,427	121100491
TIDP5799	9	86	105,516,735	108877833
TIDP5800	3	216.8	209,907,136	213518272
TIDP5802	7	86	17,476,087	18108297
TIDP5803	4	182.4	199,589,321	203900993
TIDP5804	1	317.2	270,730,152	275491431
TIDP5805	7	182.7	163,209,668	168698191
TIDP5807	1	198.6	191,450,823	193702787
TIDP5810	2	136.3	158,609,901	163240263
TIDP5816	3	100	67,826,564	68057850
TIDP5820	9	41.4	12,359,289	11816749
TIDP5822	7	95	110,984,130	114216560
TIDP5826	10	63.3	97,733,645	98108483
TIDP5827	9	76.4	82,884,884	86168201
TIDP5829	1	0	1,747,418	1801412
TIDP5833	2	88.8	20,523,291	21809698
TIDP5836	1	392.9	298,736,301	304247843
TIDP5840	3	126.1	158,892,182	160476885
TIDP5843	6	64.6	120,502,105	124343288
TIDP6084	6	126.8	159,622,042	163791862
TIDP6089	4	114.1	146,532,388	149905554
TIDP6092	1	152.4	91,026,045	92970217
TIDP6093	8	110.6	132,002,800	135964045
TIDP6095	6	79.5	144,564,733	148616314
TIDP6098	2	203.4	222,467,079	229497169
TIDP6099	6	79.5	142,897,277	146988651
TIDP6102	8	93.6	113,902,947	116683247
TIDP6103	1	238.4	211,673,400	214723646
TIDP6104	9	146.4	145,905,151	148742989
TIDP6106	7	154.4	158,343,446	163759895
TIDP6107	10	16.2	4,465,752	4069500
TIDP6109	2	138	172,827,672	177639729
TIDP6110	2	18.7	4,180,210	4143921
TIDP6115	4	135.7	170,806,084	173815845
TIDP6123	1	166.2	168,599,432	170356465
TIDP6124	5	83.9	15,651,623	16206276
TIDP6130	7	114.4	132,517,226	136610416
TIDP6131	5	162.8	189,889,115	195004302
TIDP6132	3	229.5	216,130,453	219695699
TIDP6133	9	129.9	142,934,610	145658631
TIDP6134	4	203.6	233,871,052	239055551
TIDP6135	2	82.7	18,995,605	20197489
TIDP6143	1	161.1	145,860,013	148172064
TIDP6145	2	213.1	224,911,817	231914655
TIDP6146	4	110.6	134,836,231	138047085
TIDP6148	9	76.4	77,631,433	80717292
TIDP6150	7	198.3	167,042,032	172649004
TIDP6152	1	71.9	27,070,214	27255763
TIDP6154	6	76.3	139,244,038	143626317
TIDP6156	6	24.4	81,725,030	84773974
TIDP6160	1	42.1	12,425,419	12620048
TIDP6162	1	55.7	18,835,323	19169462
TIDP6164	1	272.9	240,144,963	243743710
TIDP6166	1	340.9	283,184,670	288282702
TIDP6170	5	115.5	147,478,788	151003291
TIDP6171	4	70.4	14,481,142	15589511
TIDP6174	10	50	24,605,117	25239372
TIDP6175	9	28.8	8,730,345	8429358
TIDP6178	4	111.3	83,787,069	86859383
TIDP6179	6	72.2	125,163,656	129080259
TIDP6180	8	85.9	94,435,399	96225997
TIDP6182	1	272.1	239,239,509	242826298
TIDP6183	5	107.8	68,405,013	70351916
TIDP6184	7	107.8	129,876,003	133917081
TIDP6185	3	94.4	36,223,057	35947967
TIDP6190	6	24.7	72,259,335	75214578
TIDP6191	3	183.7	196,344,888	199389009
TIDP6192	2	109.6	40,505,904	42151980
TIDP6193	7	137.8	147,120,949	152346988
TIDP6194	6	36.8	104,210,524	107569109
TIDP6197	10	50	35,368,060	36307924
TIDP6198	10	69.2	115,744,614	116815706
TIDP6200	4	110.6	110,096,737	113592238
TIDP6204	6	16.9	23,727,443	22135128
TIDP6206	3	167.4	185,245,888	188254809
TIDP6212	3	106.5	132,610,673	133225571
TIDP6215	9	93.2	119,475,812	121268713
TIDP6216	2	127.1	71,891,368	73812459
TIDP6217	3	94.4	35,382,025	35085067
TIDP6218	4	229.2	237,885,508	243160375
TIDP6221	5	193.9	204,941,827	210573883
TIDP6222	1	135.8	70,424,833	71671220
TIDP6227	3	91.3	29,978,219	29589598
TIDP6228	10	39.5	7,584,075	7498009
TIDP6234	2	196.1	218,855,337	225609112
TIDP6238	3	83.9	20,188,731	19606576
TIDP6239	1	238.4	212,986,619	216046742
TIDP6240	1	148	84,751,731	86468413
TIDP6241	4	96.5	39,551,842	41266337
TIDP6242	7	90.6	36,633,604	37910831
TIDP6245	1	238	211,331,276	214386745
TIDP6246	2	117.6	51,820,965	53861806
TIDP6248	6	24.4	91,570,379	94189095
TIDP6252	1	89.1	35,735,755	35968861
TIDP6253	2	163.7	199,690,094	206199684
TIDP6254	1	134.4	67,532,729	68089710
TIDP6255	1	215.2	200,004,572	202460145
TIDP6256	10	55.5	62,942,724	62175052
TIDP6258	2	163.7	199,653,129	206162720
TIDP6262	3	169.8	188,614,731	191515197
TIDP6263	5	93.2	31,903,176	33026763
TIDP6264	3	116.9	147,328,039	148623667
TIDP6265	4	15.8	3,464,065	4157528
TIDP6280	8	75.2	35,643,985	36619278
TIDP6282	3	126.1	160,569,420	162166202
TIDP6283	1	265.2	231,702,162	235320022
TIDP6285	3	246.9	221,348,484	225109586
TIDP6290	7	123.7	138,459,966	143200061
TIDP6292	10	83.7	134,058,404	135307907
TIDP6293	2	127.1	83,189,262	85365320
TIDP6299	3	100	110,649,415	96627497
TIDP6304	10	69.2	118,223,639	119304864
TIDP6308	7	90.6	59,611,348	59542118
TIDP6309	1	178.5	181,623,855	183602344
TIDP6314	3	130.7	162,296,473	163962689
TIDP6315	5	108.6	75,112,090	77350484
TIDP6316	9	95	124,149,733	126193186
TIDP6318	10	60.7	80,610,443	80027798
TIDP6319	4	202.9	231,910,302	237012879
TIDP6320	9	75.7	35,913,886	37395924
TIDP6322	5	25.1	3,856,558	3967132
TIDP6328	6	73.5	129,911,620	133995959
TIDP6329	1	306.3	262,156,102	266962507
TIDP6330	8	87.8	98,928,090	100896907
TIDP6331	4	111.3	142,657,396	145981314
TIDP6340	4	110.6	111,234,530	114790138
TIDP6350	1	166.6	168,694,213	170451199
TIDP6353	4	90.6	28,980,041	30518995
TIDP6354	8	86.7	96,272,993	98057474
TIDP6355	6	23.6	44,584,395	46342163
TIDP6358	9	94.5	121,810,743	123766875
TIDP6359	3	250.6	222,406,649	226147218
TIDP6376	7	16.4	2,143,407	2259671
TIDP6377	4	2.6	1,882,079	2432924
TIDP6387	4	110.6	130,518,073	133589109
TIDP6390	1	159	159,962,799	161376678
TIDP6392	1	175.3	180,336,222	182333199
TIDP6394	4	111.3	145,396,014	148752497
TIDP6395	9	100.5	128,308,661	130543727
TIDP6397	1	246.4	216,072,019	219254341
TIDP6406	1	306.7	260,936,781	265769692
TIDP6408	10	50	31,011,546	31824653
TIDP6410	3	78.5	15,236,310	14538311
TIDP6414	10	50	35,800,114	36852343
TIDP6416	3	100	66,109,713	66302279
TIDP6417	7	2.2	1,227,152	1332862
TIDP6418	10	50	25,564,935	26202348
TIDP6419	1	290.9	249,315,485	253166820
TIDP6424	4	194.6	219,144,441	223440226
TIDP6425	2	129.8	142,271,799	146739676
TIDP6426	1	159	141,730,092	143964617
TIDP6428	1	118.4	51,752,446	52163885
TIDP6430	8	75.2	35,819,015	36821705
TIDP6432	3	92.3	32,088,066	31682800
TIDP6433	4	108.3	67,740,393	70328518
TIDP6434	9	78.7	93,815,207	97239448
TIDP6436	2	146.4	186,684,248	192266213
TIDP6440	9	75.7	51,033,975	53078398
TIDP6441	5	12.8	1,622,683	1664910
TIDP6442	1	0	128,860	173087
TIDP6450	6	24.4	82,500,972	85559235
TIDP6451	4	190.8	209,585,384	213041756
TIDP6452	2	129.8	131,007,473	135165110
TIDP6453	7	19	2,358,667	2445664
TIDP6455	1	358.2	289,063,568	294457102
TIDP6456	1	159	153,714,825	155583582
TIDP6457	1	151	91,459,528	93423930
TIDP6458	4	96.5	37,258,309	38929560
TIDP6460	7	90.6	36,227,310	37504993
TIDP6462	2	129	79,180,909	81298959
TIDP6464	5	84.9	15,808,845	16362559
TIDP6466	9	82.5	102,140,463	105646408
TIDP6470	2	184.9	214,078,374	220883350
TIDP6472	3	216.3	209,087,387	212680541
TIDP6473	4	110.6	114,279,185	117915593
TIDP6476	5	51.6	6,880,544	7155635
TIDP6477	5	113	86,491,147	88793744
TIDP6478	1	76.3	27,405,816	27599459
TIDP6480	10	71	121,417,101	122515438
TIDP6482	9	75.7	63,483,048	66543191
TIDP6484	7	91	40,328,805	41811393
TIDP6486	6	79.5	144,284,738	148387610
TIDP6487	9	18.2	5,537,431	5160606
TIDP6491	4	203.6	233,658,197	238838582
TIDP6496	1	142.4	75,395,921	76847972
TIDP6497	2	129	107,768,149	110828145
TIDP6498	2	240.7	234,094,631	242239560
TIDP6501	6	1.4	264,368	285246
TIDP6503	9	75.7	43,236,684	44943565
TIDP6505	9	180.1	152,441,414	155584016
TIDP6506	10	90.6	136,963,840	138163135
TIDP6510	6	33.4	97,106,987	99954877
TIDP6512	3	57.4	9,947,053	9225570
TIDP6513	5	145.5	182,128,435	186710550
TIDP6515	8	110.6	131,353,293	135290465
TIDP6517	10	50	37,907,232	39075819
TIDP6518	1	184.7	184,242,382	186376477
TIDP6519	1	226.3	204,858,749	207689495
TIDP6520	1	329.3	279,411,770	284538900
TIDP6523	9	74.6	41,068,414	42689396
TIDP6524	5	8.2	646,626	684396
TIDP6527	9	201.3	155,454,186	158534857
TIDP6528	3	57.4	9,947,053	9225570
TIDP6529	7	97.9	118,507,650	122218728
TIDP6530	1	145.6	86,606,003	88461233
TIDP6532	8	87.8	100,868,066	102865371
TIDP6533	3	229.5	216,304,534	219867638
TIDP6534	2	129	83,459,253	85703813
TIDP6537	3	89.9	26,786,326	26319834
TIDP6542	1	208.7	194,728,691	197105279
TIDP6543	10	84.8	136,435,053	137651338
TIDP6544	3	89.9	25,123,118	24643643
TIDP6546	4	111.3	139,981,873	143181401
TIDP6547	9	75.7	28,505,158	28565284
TIDP6548	6	73.5	131,091,387	135181381
TIDP6553	5	185.4	202,813,946	208261547
TIDP6554	2	159.1	197,524,705	203933261
TIDP6556	1	301.8	255,083,905	259579390
TIDP6563	8	99.7	120,015,910	123056856
TIDP6564	3	229.5	215,591,822	219198425
TIDP6568	3	229.5	215,015,800	218638937
TIDP6569	7	96.8	118,582,060	122292472
TIDP6572	3	133.5	166,813,837	169454716
