Type	chr	start	stop	q-value	mean_methylation_difference	CpGs	p_MWU	p_2D_KS	POPA	POPB	Compare
CHG	9	78334671	78334983	9.30E-12	-0.415307	9	5.30E-14	4.80E-18	0.01942	0.43473	Teosinte/Maize
CHG	9	79383739	79384146	3.20E-10	0.439173	9	4.10E-14	1.60E-16	0.61315	0.17398	Teosinte/Maize
CHG	9	79440280	79440686	1.30E-45	0.577066	23	3.30E-14	6.90E-52	0.77382	0.19676	Teosinte/Maize
CHG	9	79547450	79547700	1.10E-64	0.72127	23	4.20E-14	5.70E-71	0.90585	0.18458	Teosinte/Maize
CHG	9	81348607	81349612	1.20E-28	0.417041	20	5.00E-14	5.90E-35	0.83264	0.4156	Teosinte/Maize
CHG	9	85830838	85831381	7.00E-42	0.512517	21	3.30E-14	3.60E-48	0.7789	0.26638	Teosinte/Maize
CHG	9	86097000	86097824	2.30E-12	0.479424	13	4.40E-14	1.20E-18	0.82948	0.35006	Teosinte/Maize
CHG	9	86542106	86542249	1.90E-06	0.453834	8	5.10E-14	9.50E-13	0.88749	0.43366	Teosinte/Maize
CHG	9	88592885	88593385	6.10E-08	0.400599	11	4.20E-14	3.20E-14	0.68583	0.28524	Teosinte/Maize
CHG	9	89529886	89530060	1.90E-32	0.568666	10	3.80E-14	9.60E-39	0.57191	0.0032394	Teosinte/Maize
CHG	9	89532839	89533456	2.10E-42	0.616843	15	5.40E-14	1.10E-48	0.71166	0.09482	Teosinte/Maize
CHG	9	95897099	95897700	4.90E-30	0.550946	10	4.20E-14	2.50E-36	0.60264	0.051694	Teosinte/Maize
CHG	9	101487559	101487837	1.70E-21	0.551637	9	3.70E-14	8.80E-28	0.65108	0.099439	Teosinte/Maize
CHG	9	103937664	103938179	3.60E-20	0.477475	10	4.00E-14	1.80E-26	0.498	0.020524	Teosinte/Maize
CHG	9	103938526	103939016	5.80E-25	0.447969	10	3.70E-14	3.00E-31	0.45912	0.011151	Teosinte/Maize
CHG	9	104243915	104245678	0.00E+00	0.779349	88	0.00E+00	0.00E+00	0.79981	0.02046	Teosinte/Maize
CHG	9	106749266	106749571	6.10E-09	0.417101	11	4.50E-14	3.10E-15	0.73417	0.31707	Teosinte/Maize
CHG	9	107141618	107142216	2.10E-12	0.468075	10	4.10E-14	1.10E-18	0.69118	0.22311	Teosinte/Maize
CHG	9	108409742	108409886	7.70E-13	-0.435776	9	4.00E-14	3.90E-19	0.021596	0.45737	Teosinte/Maize
CHG	9	108661532	108662637	2.20E-106	0.695807	33	2.10E-14	1.10E-112	0.77068	0.074872	Teosinte/Maize
CHG	9	108662974	108663615	2.40E-12	0.422023	8	4.30E-14	1.20E-18	0.88646	0.46444	Teosinte/Maize
CHG	9	109516061	109516367	3.70E-32	-0.437987	22	4.70E-14	1.90E-38	0.40263	0.84062	Teosinte/Maize
CHG	9	111695019	111695855	7.10E-233	0.762802	54	7.20E-14	3.70E-239	0.76961	0.0068124	Teosinte/Maize
CHG	9	113503850	113504441	6.10E-33	-0.482986	22	4.90E-14	3.10E-39	0.29708	0.78007	Teosinte/Maize
CHG	9	117386343	117387921	1.50E-65	0.548246	34	4.30E-14	7.90E-72	0.75357	0.20532	Teosinte/Maize
CHG	9	117417745	117418322	4.30E-42	0.430783	25	3.90E-14	2.20E-48	0.56225	0.13147	Teosinte/Maize
CHG	9	117423366	117424477	8.60E-43	0.40825	44	3.40E-14	4.40E-49	0.78408	0.37583	Teosinte/Maize
CHG	9	118471439	118471789	2.10E-20	0.534001	11	4.10E-14	1.10E-26	0.65943	0.12543	Teosinte/Maize
CHG	9	119362633	119363152	2.20E-13	-0.486518	11	4.60E-14	1.10E-19	0.34022	0.82674	Teosinte/Maize
CHG	9	119738152	119738546	1.80E-08	0.433269	10	4.20E-14	9.10E-15	0.85592	0.42265	Teosinte/Maize
CHG	9	119871626	119872078	7.80E-47	0.582062	16	5.50E-14	4.00E-53	0.63416	0.052093	Teosinte/Maize
CHG	9	120191107	120192980	1.80E-157	0.847621	37	4.70E-14	9.20E-164	0.85835	0.01073	Teosinte/Maize
CHG	9	120193663	120194286	9.90E-33	0.891563	8	4.50E-14	5.10E-39	0.9009	0.0093407	Teosinte/Maize
CHG	9	120195369	120195530	2.90E-55	0.908669	12	4.60E-14	1.50E-61	0.91139	0.0027237	Teosinte/Maize
CHG	9	120387630	120388573	4.30E-37	0.42602	33	4.20E-14	2.20E-43	0.80882	0.3828	Teosinte/Maize
CHG	9	121311451	121311706	1.10E-16	0.497083	9	4.10E-14	5.50E-23	0.53962	0.042534	Teosinte/Maize
CHG	9	122463911	122465446	1.90E-95	0.46453	42	4.90E-14	1.00E-101	0.50385	0.03932	Teosinte/Maize
CHG	9	122920818	122921012	1.50E-27	-0.46035	15	4.40E-14	7.90E-34	0.0063073	0.46666	Teosinte/Maize
CHG	9	122940380	122940869	2.10E-14	0.493346	11	4.80E-14	1.10E-20	0.78956	0.29621	Teosinte/Maize
CHG	9	124764339	124764561	8.90E-21	0.593631	8	4.40E-14	4.50E-27	0.85447	0.26084	Teosinte/Maize
CHG	9	125820994	125821040	4.60E-21	0.661147	8	5.00E-14	2.40E-27	0.83584	0.17469	Teosinte/Maize
CHG	9	128625909	128626696	4.10E-82	-0.609253	29	3.80E-14	2.10E-88	0.083467	0.69272	Teosinte/Maize
CHG	9	128626900	128627364	1.20E-16	-0.440405	22	4.20E-14	6.40E-23	0.2682	0.66408	Teosinte/Maize
CHG	9	128759579	128760242	1.10E-101	-0.690546	31	4.70E-14	5.90E-108	0.063454	0.754	Teosinte/Maize
CHG	9	130357634	130357998	1.40E-48	-0.530975	20	3.60E-14	7.40E-55	0.34691	0.87789	Teosinte/Maize
CHG	9	130698828	130701458	6.90E-233	-0.604209	101	0.00E+00	3.50E-239	0.13959	0.74379	Teosinte/Maize
CHG	9	131293355	131293925	4.20E-52	0.555285	20	3.20E-14	2.20E-58	0.65845	0.10316	Teosinte/Maize
CHG	9	132748200	132748422	2.60E-34	0.551475	12	5.00E-14	1.30E-40	0.56561	0.014136	Teosinte/Maize
CHG	9	134121762	134122002	5.00E-74	-0.777492	19	3.00E-14	2.60E-80	0.053988	0.83148	Teosinte/Maize
CHG	9	135201613	135201774	1.60E-24	-0.565409	11	4.40E-14	8.10E-31	0.014306	0.57972	Teosinte/Maize
CHG	9	136877475	136877634	8.80E-23	0.673915	8	4.30E-14	4.50E-29	0.812	0.13808	Teosinte/Maize
CHG	9	137785457	137785659	3.40E-34	0.896728	8	4.00E-14	1.80E-40	0.90611	0.0093826	Teosinte/Maize
CHG	9	137824832	137825193	1.30E-20	0.406107	13	4.40E-14	6.90E-27	0.49834	0.092231	Teosinte/Maize
CHG	9	138291499	138293121	3.50E-52	-0.401923	44	5.50E-14	1.80E-58	0.22444	0.62636	Teosinte/Maize
CHG	9	138355861	138356617	2.40E-38	0.553385	21	3.40E-14	1.20E-44	0.87435	0.32096	Teosinte/Maize
CHG	9	139881271	139881499	1.80E-24	-0.669981	11	4.20E-14	9.10E-31	0.037355	0.70734	Teosinte/Maize
CHG	9	140498042	140498218	2.60E-23	-0.646408	9	4.10E-14	1.30E-29	0.0086341	0.65504	Teosinte/Maize
CHG	9	144399567	144400435	6.60E-49	0.400419	41	4.50E-14	3.40E-55	0.67172	0.2713	Teosinte/Maize
CHG	9	144409156	144410676	8.70E-168	0.557391	76	6.70E-15	4.50E-174	0.73674	0.17935	Teosinte/Maize
CHG	9	144417639	144420313	0.00E+00	0.48643	168	0.00E+00	0.00E+00	0.55346	0.067028	Teosinte/Maize
CHG	9	144437088	144438303	1.50E-115	0.543758	62	4.70E-14	7.50E-122	0.74653	0.20277	Teosinte/Maize
CHG	9	144465055	144465234	3.00E-26	0.51873	9	4.40E-14	1.50E-32	0.55097	0.03224	Teosinte/Maize
CHG	9	144673968	144674619	4.50E-60	0.49132	29	4.00E-14	2.30E-66	0.69474	0.20342	Teosinte/Maize
CHG	9	144760190	144761107	2.10E-28	0.403816	24	4.80E-14	1.10E-34	0.82509	0.42127	Teosinte/Maize
CHG	9	146611183	146611575	1.90E-22	-0.431742	18	3.90E-14	9.70E-29	0.025144	0.45689	Teosinte/Maize
CHG	9	148003784	148004431	6.80E-29	0.548489	12	3.80E-14	3.50E-35	0.67846	0.12997	Teosinte/Maize
CHG	9	148341349	148341420	1.80E-25	0.709846	8	4.60E-14	9.20E-32	0.83278	0.12294	Teosinte/Maize
CHG	9	148452915	148453874	2.90E-72	0.623833	28	3.30E-14	1.50E-78	0.88821	0.26438	Teosinte/Maize
CHG	9	148600893	148601119	1.20E-17	-0.625589	9	4.40E-14	6.00E-24	0.041206	0.6668	Teosinte/Maize
CHG	9	148911063	148911900	3.10E-45	0.647414	17	3.90E-14	1.60E-51	0.81226	0.16485	Teosinte/Maize
CHG	9	149326428	149327314	5.70E-84	-0.439883	54	4.40E-14	2.90E-90	0.0068347	0.44672	Teosinte/Maize
CHG	9	150042403	150042842	8.60E-40	0.511397	13	5.00E-14	4.40E-46	0.52041	0.0090133	Teosinte/Maize
CHG	9	151582892	151582964	3.60E-21	0.439009	9	4.60E-14	1.80E-27	0.47178	0.032769	Teosinte/Maize
CHG	9	153247857	153248203	1.10E-31	0.508677	22	4.30E-14	5.60E-38	0.83627	0.32759	Teosinte/Maize
CHG	9	153335033	153335225	1.80E-29	0.684415	10	4.90E-14	9.00E-36	0.79767	0.11325	Teosinte/Maize
CHG	9	155230896	155231203	6.40E-48	-0.594705	21	3.80E-14	3.30E-54	0.014877	0.60958	Teosinte/Maize
CHG	9	155231548	155234749	0.00E+00	-0.621234	150	0.00E+00	0.00E+00	0.017393	0.63863	Teosinte/Maize
CHG	9	155656241	155656923	1.50E-55	0.741463	16	3.80E-14	7.60E-62	0.85574	0.11428	Teosinte/Maize
CHG	9	157711402	157711931	3.90E-28	0.439275	20	3.90E-14	2.00E-34	0.76133	0.32205	Teosinte/Maize
CHG	9	158171468	158171868	3.80E-16	0.595796	8	4.10E-14	2.00E-22	0.88014	0.28435	Teosinte/Maize
CHG	9	159324429	159325061	7.00E-25	0.497715	18	4.10E-14	3.60E-31	0.8551	0.35739	Teosinte/Maize
CHG	9	159716674	159717091	5.40E-17	0.591996	9	4.70E-14	2.80E-23	0.82177	0.22977	Teosinte/Maize
CHG	10	121957	122278	1.20E-09	-0.417788	10	4.20E-14	6.40E-16	0.26366	0.68144	Teosinte/Maize
CHG	10	136849	137020	3.00E-10	0.403233	9	4.20E-14	1.60E-16	0.58468	0.18145	Teosinte/Maize
CHG	10	603923	604091	1.30E-18	0.400014	9	4.30E-14	6.80E-25	0.52149	0.12147	Teosinte/Maize
CHG	10	1048323	1048533	1.80E-32	0.457787	14	4.20E-14	9.00E-39	0.59966	0.14188	Teosinte/Maize
CHG	10	1604091	1604554	2.90E-40	0.425429	13	4.10E-14	1.50E-46	0.43127	0.0058432	Teosinte/Maize
CHG	10	2744247	2744774	3.30E-110	0.676186	30	3.50E-14	1.70E-116	0.72417	0.047987	Teosinte/Maize
CHG	10	2745717	2746190	3.20E-66	0.670064	18	3.80E-14	1.60E-72	0.71528	0.045213	Teosinte/Maize
CHG	10	2746788	2747772	3.20E-80	0.691725	21	4.00E-14	1.60E-86	0.72729	0.03556	Teosinte/Maize
CHG	10	2748522	2748776	2.90E-18	0.45971	13	4.50E-14	1.50E-24	0.6206	0.16089	Teosinte/Maize
CHG	10	4081385	4081944	2.20E-17	0.442496	13	4.30E-14	1.10E-23	0.72956	0.28706	Teosinte/Maize
CHG	10	4498802	4499393	4.20E-83	0.832091	21	4.80E-14	2.20E-89	0.84309	0.010996	Teosinte/Maize
CHG	10	6035353	6035639	1.90E-32	-0.474783	24	4.00E-14	9.50E-39	0.061347	0.53613	Teosinte/Maize
CHG	10	7350562	7351392	1.10E-42	0.703864	13	3.30E-14	5.50E-49	0.80966	0.1058	Teosinte/Maize
CHG	10	7549347	7549573	1.30E-27	0.518682	13	3.90E-14	6.70E-34	0.72997	0.21129	Teosinte/Maize
CHG	10	8419490	8419604	4.10E-37	0.507824	10	5.00E-14	2.10E-43	0.5339	0.026072	Teosinte/Maize
CHG	10	15452332	15452483	6.30E-30	0.555015	12	5.00E-14	3.30E-36	0.62467	0.06966	Teosinte/Maize
CHG	10	16414567	16415047	3.60E-15	-0.577041	8	4.40E-14	1.90E-21	0.12975	0.70679	Teosinte/Maize
CHG	10	18095191	18095401	1.00E-23	-0.665544	11	4.70E-14	5.30E-30	0.16749	0.83303	Teosinte/Maize
CHG	10	18516200	18516756	3.60E-57	0.510007	27	5.20E-14	1.80E-63	0.53687	0.026868	Teosinte/Maize
CHG	10	19929085	19929867	5.70E-16	0.467211	14	4.10E-14	2.90E-22	0.79306	0.32584	Teosinte/Maize
CHG	10	20839176	20839476	4.10E-24	-0.437545	24	4.70E-14	2.10E-30	0.06471	0.50226	Teosinte/Maize
CHG	10	21378333	21378895	1.70E-54	-0.461395	36	3.50E-14	9.00E-61	0.26261	0.724	Teosinte/Maize
CHG	10	21444260	21444782	8.30E-12	0.496719	9	4.60E-14	4.30E-18	0.72656	0.22984	Teosinte/Maize
CHG	10	21515503	21516061	9.80E-32	0.403607	21	4.80E-14	5.10E-38	0.43801	0.034407	Teosinte/Maize
CHG	10	24408105	24408221	1.20E-17	0.523267	9	4.40E-14	6.00E-24	0.86521	0.34194	Teosinte/Maize
CHG	10	25415176	25415461	4.10E-08	-0.427451	11	4.60E-14	2.10E-14	0.16578	0.59324	Teosinte/Maize
CHG	10	27462902	27463509	6.60E-31	0.43939	21	4.30E-14	3.40E-37	0.74424	0.30485	Teosinte/Maize
CHG	10	31197419	31198287	1.60E-37	0.60171	18	4.60E-14	8.00E-44	0.8059	0.20419	Teosinte/Maize
CHG	10	31258922	31259484	6.40E-23	0.450046	15	4.70E-14	3.30E-29	0.71428	0.26423	Teosinte/Maize
CHG	10	32567423	32568009	1.10E-13	0.483182	12	3.90E-14	5.80E-20	0.84813	0.36495	Teosinte/Maize
CHG	10	32605685	32605996	3.40E-29	-0.615061	12	3.80E-14	1.70E-35	0.11374	0.7288	Teosinte/Maize
CHG	10	32642072	32642147	2.10E-20	-0.629691	9	3.80E-14	1.10E-26	0.077771	0.70746	Teosinte/Maize
CHG	10	32815646	32815892	1.60E-62	0.681471	18	4.60E-14	8.30E-69	0.69205	0.010579	Teosinte/Maize
CHG	10	33046900	33047682	5.80E-45	0.568784	15	4.50E-14	3.00E-51	0.57145	0.0026614	Teosinte/Maize
CHG	10	33621290	33621886	8.10E-31	-0.547501	16	5.40E-14	4.10E-37	0.1699	0.7174	Teosinte/Maize
CHG	10	34047116	34048256	5.20E-28	-0.446128	21	4.60E-14	2.70E-34	0.17537	0.62149	Teosinte/Maize
CHG	10	34063474	34063902	1.80E-109	-0.695998	29	5.10E-14	9.50E-116	0.020658	0.71666	Teosinte/Maize
CHG	10	34064279	34064425	1.90E-29	-0.559923	15	4.90E-14	9.80E-36	0.0090174	0.56894	Teosinte/Maize
CHG	10	34083502	34083871	6.10E-32	-0.609917	11	3.70E-14	3.10E-38	0.13962	0.74954	Teosinte/Maize
CHG	10	34101143	34101585	4.70E-38	-0.479083	21	4.10E-14	2.40E-44	0.090195	0.56928	Teosinte/Maize
CHG	10	34971962	34972591	6.50E-21	0.491241	16	3.90E-14	3.30E-27	0.75783	0.26658	Teosinte/Maize
CHG	10	35750999	35751347	1.20E-20	0.691109	8	4.70E-14	6.20E-27	0.88099	0.18988	Teosinte/Maize
CHG	10	35752015	35752366	3.00E-49	0.722296	13	5.40E-14	1.50E-55	0.74203	0.019729	Teosinte/Maize
CHG	10	35973530	35973944	1.50E-18	0.428374	8	4.80E-14	7.60E-25	0.45004	0.021665	Teosinte/Maize
CHG	10	35974978	35975331	1.90E-43	0.787468	13	3.80E-14	9.70E-50	0.88258	0.095107	Teosinte/Maize
CHG	10	36999029	36999469	2.90E-15	-0.448099	10	4.40E-14	1.50E-21	0.078813	0.52691	Teosinte/Maize
CHG	10	37936054	37937231	3.40E-85	0.402914	41	4.00E-14	1.80E-91	0.42627	0.023358	Teosinte/Maize
CHG	10	38845411	38845921	2.00E-41	0.715554	13	5.10E-14	1.10E-47	0.86163	0.14608	Teosinte/Maize
CHG	10	39278186	39278673	1.60E-09	0.406592	9	4.00E-14	8.10E-16	0.68754	0.28095	Teosinte/Maize
CHG	10	39725274	39725579	2.30E-19	0.427438	10	4.60E-14	1.20E-25	0.52942	0.10199	Teosinte/Maize
CHG	10	39776727	39776831	4.00E-16	0.610195	8	4.10E-14	2.00E-22	0.77739	0.16719	Teosinte/Maize
CHG	10	40254817	40255261	6.40E-07	-0.434373	8	4.70E-14	3.30E-13	0.21197	0.64635	Teosinte/Maize
CHG	10	40255885	40256180	5.60E-11	-0.468245	9	4.30E-14	2.90E-17	0.26108	0.72933	Teosinte/Maize
CHG	10	41889927	41890243	4.50E-25	0.502483	11	4.70E-14	2.30E-31	0.50835	0.005866	Teosinte/Maize
CHG	10	42752159	42752452	1.70E-36	0.509409	16	3.70E-14	9.00E-43	0.63598	0.12657	Teosinte/Maize
CHG	10	43762885	43763175	5.10E-08	0.454168	8	4.00E-14	2.60E-14	0.67577	0.2216	Teosinte/Maize
CHG	10	43763567	43764923	9.00E-176	0.504594	67	-6.70E-16	4.60E-182	0.52286	0.018263	Teosinte/Maize
CHG	10	44089795	44090341	9.10E-25	0.48694	19	3.70E-14	4.60E-31	0.83077	0.34383	Teosinte/Maize
CHG	10	44167577	44168040	2.70E-70	0.60245	29	5.60E-14	1.40E-76	0.7836	0.18115	Teosinte/Maize
CHG	10	45008121	45008563	1.70E-56	0.73816	15	4.50E-14	8.60E-63	0.80468	0.066521	Teosinte/Maize
CHG	10	45770659	45771429	1.70E-133	0.746425	37	2.80E-14	8.60E-140	0.80111	0.054689	Teosinte/Maize
CHG	10	45783886	45784734	1.50E-166	0.721436	51	7.20E-14	7.90E-173	0.76961	0.048174	Teosinte/Maize
CHG	10	46809015	46809435	7.10E-14	0.425421	8	4.20E-14	3.60E-20	0.50068	0.075255	Teosinte/Maize
CHG	10	47328018	47328312	4.80E-45	0.538736	16	5.50E-14	2.50E-51	0.55107	0.012339	Teosinte/Maize
CHG	10	47328694	47329071	1.20E-76	0.6593	22	5.30E-14	6.30E-83	0.72013	0.060834	Teosinte/Maize
CHG	10	50516640	50517792	4.20E-48	0.542084	18	3.60E-14	2.10E-54	0.55891	0.016822	Teosinte/Maize
CHG	10	51235019	51235228	6.70E-26	-0.467431	19	4.10E-14	3.50E-32	0.18021	0.64764	Teosinte/Maize
CHG	10	51318746	51319293	3.30E-60	-0.456697	31	3.20E-14	1.70E-66	0.0075281	0.46422	Teosinte/Maize
CHG	10	51537554	51538828	6.80E-48	0.43207	42	5.50E-14	3.50E-54	0.82448	0.39241	Teosinte/Maize
CHG	10	52236465	52236943	5.90E-35	0.410367	31	4.00E-14	3.00E-41	0.73767	0.32731	Teosinte/Maize
CHG	10	52261365	52261949	5.20E-152	0.819377	35	7.00E-14	2.70E-158	0.83696	0.017583	Teosinte/Maize
CHG	10	52321224	52321974	4.40E-32	-0.488177	22	4.30E-14	2.30E-38	0.0089365	0.49711	Teosinte/Maize
CHG	10	53531512	53531835	3.60E-43	-0.586906	19	3.70E-14	1.90E-49	0.061954	0.64886	Teosinte/Maize
CHG	10	53645037	53646115	4.00E-64	-0.467861	46	3.40E-14	2.10E-70	0.17336	0.64122	Teosinte/Maize
CHG	10	54997213	54997466	4.60E-24	0.512303	13	4.80E-14	2.40E-30	0.65219	0.13989	Teosinte/Maize
CHG	10	58319772	58320066	4.30E-25	0.473335	13	4.90E-14	2.20E-31	0.61668	0.14334	Teosinte/Maize
CHG	10	58557397	58557806	1.20E-91	-0.606104	32	3.10E-14	6.00E-98	0.014251	0.62036	Teosinte/Maize
CHG	10	58749901	58750433	2.50E-20	0.460085	12	3.80E-14	1.30E-26	0.47077	0.01069	Teosinte/Maize
CHG	10	60926569	60926656	5.90E-17	0.536946	8	4.20E-14	3.00E-23	0.72533	0.18839	Teosinte/Maize
CHG	10	64829429	64831092	4.60E-175	0.414066	84	0.00E+00	2.40E-181	0.49381	0.079748	Teosinte/Maize
CHG	10	65781768	65782626	6.50E-09	-0.440881	8	4.30E-14	3.30E-15	0.2159	0.65678	Teosinte/Maize
CHG	10	67244840	67245599	1.30E-65	0.700229	19	4.40E-14	6.40E-72	0.80866	0.10843	Teosinte/Maize
CHG	10	67883963	67884342	5.20E-18	-0.465082	16	4.20E-14	2.70E-24	0.16276	0.62784	Teosinte/Maize
CHG	10	68648541	68649057	3.60E-32	0.627789	13	4.60E-14	1.80E-38	0.78365	0.15586	Teosinte/Maize
CHG	10	68924949	68925469	1.80E-50	-0.464848	36	5.60E-14	9.50E-57	0.14673	0.61158	Teosinte/Maize
CHG	10	68925780	68926822	2.10E-28	-0.405173	21	3.50E-14	1.10E-34	0.20299	0.60816	Teosinte/Maize
CHG	10	69451992	69452256	4.80E-64	0.753799	15	4.60E-14	2.50E-70	0.76307	0.0092668	Teosinte/Maize
CHG	10	69452656	69453050	1.20E-09	0.434065	8	4.30E-14	6.20E-16	0.78063	0.34657	Teosinte/Maize
CHG	10	71849499	71849765	3.30E-15	0.499061	10	4.50E-14	1.70E-21	0.64716	0.1481	Teosinte/Maize
CHG	10	74045915	74046934	3.90E-131	0.615755	37	2.00E-14	2.00E-137	0.6783	0.062543	Teosinte/Maize
CHG	10	75350049	75350195	2.10E-15	0.558772	8	4.10E-14	1.10E-21	0.75337	0.19459	Teosinte/Maize
CHG	10	78334525	78334878	3.10E-17	-0.528401	8	3.60E-14	1.60E-23	0.24299	0.77139	Teosinte/Maize
CHG	10	78456719	78457033	3.90E-13	-0.450673	8	4.40E-14	2.00E-19	0.073507	0.52418	Teosinte/Maize
CHG	10	78535589	78536008	6.30E-29	0.688876	11	4.80E-14	3.20E-35	0.84464	0.15576	Teosinte/Maize
CHG	10	78839886	78840335	8.10E-39	-0.425897	23	4.00E-14	4.20E-45	0.37342	0.79931	Teosinte/Maize
CHG	10	81558126	81558680	1.30E-17	0.509184	12	4.50E-14	6.80E-24	0.80714	0.29795	Teosinte/Maize
CHG	10	82071452	82071699	1.10E-83	0.67499	29	5.30E-14	5.60E-90	0.82729	0.1523	Teosinte/Maize
CHG	10	82083940	82086549	3.30E-73	0.410798	61	5.70E-14	1.70E-79	0.6532	0.2424	Teosinte/Maize
CHG	10	82138570	82139977	1.00E-27	0.426697	24	4.10E-14	5.30E-34	0.75609	0.3294	Teosinte/Maize
CHG	10	82421618	82422304	1.70E-16	-0.422595	19	4.70E-14	8.90E-23	0.086677	0.50927	Teosinte/Maize
CHG	10	83936702	83936994	8.50E-42	0.663583	13	4.20E-14	4.40E-48	0.73891	0.075328	Teosinte/Maize
CHG	10	83959768	83960560	1.10E-46	0.701268	17	3.90E-14	5.50E-53	0.88335	0.18208	Teosinte/Maize
CHG	10	83960961	83961380	2.60E-43	0.712694	12	4.30E-14	1.30E-49	0.77237	0.059678	Teosinte/Maize
CHG	10	84502418	84503190	2.10E-174	0.711824	52	8.40E-14	1.10E-180	0.81063	0.098808	Teosinte/Maize
CHG	10	84563382	84565773	1.70E-176	0.733852	46	9.70E-14	8.90E-183	0.85951	0.12566	Teosinte/Maize
CHG	10	84566207	84566444	5.60E-36	0.789769	9	3.70E-14	2.90E-42	0.84361	0.053841	Teosinte/Maize
CHG	10	88008729	88009080	8.00E-24	0.492456	15	4.20E-14	4.10E-30	0.65727	0.16481	Teosinte/Maize
CHG	10	88149656	88150171	3.50E-19	0.57169	10	4.30E-14	1.80E-25	0.75966	0.18797	Teosinte/Maize
CHG	10	88678351	88678815	3.50E-45	0.484846	16	5.50E-14	1.80E-51	0.49378	0.0089336	Teosinte/Maize
CHG	10	89425080	89425583	1.10E-36	0.402087	19	4.50E-14	5.80E-43	0.4681	0.066009	Teosinte/Maize
CHG	10	91847144	91848218	1.60E-30	-0.416672	29	3.80E-14	8.10E-37	0.20539	0.62206	Teosinte/Maize
CHG	10	92798215	92798339	6.60E-13	-0.529093	9	4.30E-14	3.40E-19	0.069157	0.59825	Teosinte/Maize
CHG	10	94440971	94441232	8.30E-44	-0.836882	10	4.20E-14	4.30E-50	0.0069523	0.84383	Teosinte/Maize
CHG	10	96119881	96120189	5.20E-31	0.709621	8	5.00E-14	2.70E-37	0.71461	0.0049851	Teosinte/Maize
CHG	10	96644382	96644593	1.40E-13	0.485122	8	4.40E-14	7.30E-20	0.60408	0.11896	Teosinte/Maize
CHG	10	96959253	96959447	5.10E-13	-0.42316	12	4.30E-14	2.60E-19	0.41594	0.8391	Teosinte/Maize
CHG	10	98130966	98131217	2.00E-11	-0.423175	13	5.00E-14	1.00E-17	0.094091	0.51727	Teosinte/Maize
CHG	10	98542302	98542711	2.30E-13	0.43082	17	4.60E-14	1.20E-19	0.34845	0.043435	Teosinte/Maize
CHG	10	98542714	98543032	1.90E-20	0.470633	8	4.90E-14	9.60E-27	0.54871	0.078075	Teosinte/Maize
CHG	10	98589097	98589444	4.30E-32	0.527077	15	4.50E-14	2.20E-38	0.60307	0.075988	Teosinte/Maize
CHG	10	100057202	100057624	5.30E-23	0.664079	8	4.00E-14	2.70E-29	0.76152	0.097442	Teosinte/Maize
CHG	10	100276725	100277607	6.60E-22	0.452799	15	4.60E-14	3.40E-28	0.63513	0.18233	Teosinte/Maize
CHG	10	100282841	100282903	4.30E-28	-0.659478	9	4.60E-14	2.20E-34	0.024968	0.68445	Teosinte/Maize
CHG	10	100522528	100522916	1.60E-29	-0.547511	14	4.40E-14	8.10E-36	0.16296	0.71047	Teosinte/Maize
CHG	10	101380658	101381150	8.50E-35	0.491859	24	3.80E-14	4.40E-41	0.7473	0.25544	Teosinte/Maize
CHG	10	101387136	101388107	1.30E-55	0.542105	30	4.30E-14	6.50E-62	0.76857	0.22646	Teosinte/Maize
CHG	10	102013617	102014079	6.80E-13	-0.443756	9	4.30E-14	3.50E-19	0.10002	0.54377	Teosinte/Maize
CHG	10	102055309	102055600	7.20E-53	0.653119	15	4.60E-14	3.70E-59	0.65908	0.005963	Teosinte/Maize
CHG	10	102260720	102261173	7.40E-13	0.54332	9	4.30E-14	3.80E-19	0.7844	0.24108	Teosinte/Maize
CHG	10	102511422	102511566	4.50E-07	-0.402498	10	4.20E-14	2.30E-13	0.42679	0.82929	Teosinte/Maize
CHG	10	103775901	103777922	2.90E-60	0.411457	57	3.10E-14	1.50E-66	0.83159	0.42014	Teosinte/Maize
CHG	10	104815497	104816234	9.50E-55	0.691819	16	3.80E-14	4.90E-61	0.75288	0.061066	Teosinte/Maize
CHG	10	105170166	105170598	6.60E-48	0.577309	15	4.30E-14	3.40E-54	0.592	0.014693	Teosinte/Maize
CHG	10	105266615	105267232	5.90E-71	0.740463	17	5.00E-14	3.00E-77	0.74645	0.0059876	Teosinte/Maize
CHG	10	105432466	105433241	6.80E-19	0.513193	13	4.10E-14	3.50E-25	0.83882	0.32563	Teosinte/Maize
CHG	10	105466568	105467353	1.90E-32	0.437185	30	5.10E-14	9.60E-39	0.81032	0.37314	Teosinte/Maize
CHG	10	105673413	105674008	8.60E-71	0.727478	21	3.30E-14	4.40E-77	0.79619	0.06871	Teosinte/Maize
CHG	10	106283327	106283697	2.90E-45	0.467332	21	5.70E-14	1.50E-51	0.69986	0.23252	Teosinte/Maize
CHG	10	106763476	106763737	1.30E-16	-0.448405	13	4.30E-14	6.90E-23	0.33026	0.77866	Teosinte/Maize
CHG	10	107187868	107188333	3.40E-26	-0.456448	16	4.50E-14	1.70E-32	0.38086	0.83731	Teosinte/Maize
CHG	10	107188681	107188892	7.10E-32	-0.464781	18	4.50E-14	3.60E-38	0.41319	0.87797	Teosinte/Maize
