Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare
CHH	1	275955962	275956057	1.90E-06	0.21251	8	4.90E-14	3.50E-13	0.23824	0.025726	teosinte/maize
CHH	1	278538645	278538677	1	0.203741	6	1.60E-07	7.50E-06	0.73943	0.53569	teosinte/maize
CHH	1	278616885	278616921	0.0076	0.223777	6	9.00E-13	1.40E-09	0.30147	0.077688	teosinte/maize
CHH	1	279588791	279588832	0.13	0.201518	6	3.20E-11	2.40E-08	0.28273	0.081215	teosinte/maize
CHH	1	280280881	280281036	1.20E-05	0.255937	12	4.10E-14	2.20E-12	0.50592	0.24998	teosinte/maize
CHH	1	281335517	281335570	1	0.234238	9	1.40E-10	6.30E-07	0.53494	0.3007	teosinte/maize
CHH	1	282166641	282166754	4.50E-19	0.486105	8	4.20E-14	8.30E-26	0.8211	0.335	teosinte/maize
CHH	1	284367793	284367819	7.20E-07	0.321886	6	4.40E-14	1.30E-13	0.42795	0.10606	teosinte/maize
CHH	1	286420884	286420986	0.00032	0.286793	6	1.90E-12	6.00E-11	0.33975	0.052962	teosinte/maize
CHH	1	288682962	288683178	1	0.204168	6	2.60E-09	7.80E-07	0.2632	0.059027	teosinte/maize
CHH	1	290214968	290215041	0.0054	0.238064	8	4.40E-14	1.00E-09	0.38639	0.14832	teosinte/maize
CHH	1	290466901	290466982	1.60E-11	0.274402	11	4.30E-14	2.90E-18	0.37075	0.096352	teosinte/maize
CHH	1	291276165	291276336	3.20E-10	0.275742	11	4.50E-14	5.80E-17	0.40118	0.12544	teosinte/maize
CHH	1	292137934	292137956	1	0.205641	6	1.20E-07	3.30E-05	0.45168	0.24604	teosinte/maize
CHH	1	292138851	292139054	4.50E-14	0.238137	31	3.80E-14	8.30E-21	0.56483	0.32669	teosinte/maize
CHH	1	292994538	292994613	1	0.237932	6	6.10E-07	1.50E-05	0.40711	0.16918	teosinte/maize
CHH	1	293006199	293006359	1	0.20451	6	4.10E-07	7.00E-05	0.40431	0.1998	teosinte/maize
CHH	1	296871966	296872222	1	0.217695	6	3.50E-07	0.00013	0.32823	0.11053	teosinte/maize
CHH	1	296930942	296931002	3.80E-06	0.299449	9	4.50E-14	7.00E-13	0.641	0.34155	teosinte/maize
CHH	1	299209672	299209814	0.018	0.244567	9	1.20E-12	3.30E-09	0.41783	0.17327	teosinte/maize
CHH	1	299654056	299654130	0.16	-0.223507	6	3.10E-11	3.00E-08	0.026902	0.25041	teosinte/maize
CHH	1	299669683	299669859	4.50E-10	0.240557	12	4.50E-14	8.30E-17	0.30693	0.066374	teosinte/maize
CHH	1	300961503	300961597	2.70E-07	0.439274	7	4.50E-14	4.90E-14	0.62049	0.18122	teosinte/maize
CHH	1	301378465	301378628	1.30E-05	0.337959	8	4.60E-14	2.50E-12	0.64139	0.30343	teosinte/maize
CHH	1	301477854	301477928	2.10E-05	0.260842	8	4.00E-14	4.00E-12	0.40862	0.14778	teosinte/maize
CHH	1	302544081	302544119	0.11	-0.240756	12	1.60E-08	2.00E-08	0.52434	0.76509	teosinte/maize
CHH	1	302849069	302849126	0.013	0.348729	6	4.10E-13	2.40E-09	0.64299	0.29426	teosinte/maize
CHH	1	305488437	305488780	1.10E-05	0.202749	17	2.40E-13	2.00E-12	0.32535	0.1226	teosinte/maize
CHH	1	305680952	305680986	2.30E-06	0.269035	6	4.60E-14	4.30E-13	0.33974	0.070708	teosinte/maize
CHH	1	305755740	305755776	0.048	0.26612	6	4.90E-14	8.80E-09	0.39887	0.13275	teosinte/maize
CHH	1	305984419	305984482	0.0017	0.208939	10	1.70E-13	3.10E-10	0.24981	0.040872	teosinte/maize
CHH	1	306504732	306504765	7.30E-13	0.421664	6	4.00E-14	1.30E-19	0.52797	0.1063	teosinte/maize
CHH	1	306542743	306542891	1	0.230802	10	0.00022	1.70E-06	0.34713	0.11633	teosinte/maize
CHH	1	306620597	306620675	0.94	0.22118	6	2.00E-11	1.70E-07	0.28523	0.06405	teosinte/maize
CHH	1	306758860	306758881	0.87	0.212667	6	1.90E-08	1.60E-07	0.358	0.14533	teosinte/maize
CHH	1	306759120	306759160	1	0.215722	7	7.90E-11	1.40E-06	0.38572	0.17	teosinte/maize
CHH	1	307039144	307039227	5.30E-11	0.203479	13	4.50E-14	9.90E-18	0.25932	0.055837	teosinte/maize
CHH	2	159400	159421	9.30E-21	0.40886	9	4.30E-14	1.70E-27	0.5184	0.10954	teosinte/maize
CHH	2	159554	159575	1	0.206638	6	3.60E-06	7.80E-05	0.49838	0.29174	teosinte/maize
CHH	2	159600	159621	1	0.257727	6	5.10E-10	2.90E-07	0.545	0.28727	teosinte/maize
CHH	2	159624	159670	0.25	0.288037	6	6.50E-13	4.60E-08	0.75805	0.47001	teosinte/maize
CHH	2	159675	159703	0.12	0.278445	6	2.80E-13	2.30E-08	0.78713	0.50868	teosinte/maize
CHH	2	175203	175280	7.20E-09	0.206573	17	4.00E-14	1.30E-15	0.36723	0.16065	teosinte/maize
CHH	2	175543	175568	0.25	0.347659	6	4.90E-13	4.70E-08	0.68008	0.33242	teosinte/maize
CHH	2	258361	258398	0.0091	0.226128	9	9.60E-14	1.70E-09	0.42253	0.1964	teosinte/maize
CHH	2	258431	258556	1	0.221635	6	2.20E-06	4.30E-05	0.44974	0.22811	teosinte/maize
CHH	2	357967	357997	2.50E-06	0.258259	8	4.10E-14	4.60E-13	0.37332	0.11506	teosinte/maize
CHH	2	934322	934502	8.70E-05	0.216494	10	5.20E-14	1.60E-11	0.3694	0.1529	teosinte/maize
CHH	2	2314164	2314439	2.10E-27	0.242156	34	4.90E-14	3.90E-34	0.74913	0.50697	teosinte/maize
CHH	2	2315330	2315572	5.40E-15	0.237651	26	3.80E-14	1.00E-21	0.42925	0.19159	teosinte/maize
CHH	2	2815455	2815648	2.60E-09	0.295295	16	4.60E-14	4.90E-16	0.76364	0.46835	teosinte/maize
CHH	2	2815863	2815905	0.022	0.228975	6	4.40E-12	4.00E-09	0.4106	0.18163	teosinte/maize
CHH	2	2819739	2819770	0.0003	0.258526	6	4.50E-14	5.50E-11	0.35232	0.093798	teosinte/maize
CHH	2	3010559	3010637	3.60E-08	0.417615	6	4.60E-14	6.70E-15	0.5784	0.16079	teosinte/maize
CHH	2	3012473	3012533	0.044	0.319588	6	5.30E-13	8.20E-09	0.73067	0.41108	teosinte/maize
CHH	2	3398755	3398802	0.017	0.264666	6	5.40E-13	3.10E-09	0.37643	0.11176	teosinte/maize
CHH	2	3797553	3797589	0.067	0.242231	9	2.40E-12	1.20E-08	0.61128	0.36905	teosinte/maize
CHH	2	8755363	8755478	0.61	0.210822	6	1.50E-10	1.10E-07	0.30632	0.095499	teosinte/maize
CHH	2	8760221	8760419	0.023	0.263207	9	9.70E-13	4.20E-09	0.64534	0.38214	teosinte/maize
CHH	2	16975701	16975878	1	0.201062	6	2.20E-07	1.10E-06	0.28932	0.088254	teosinte/maize
CHH	2	17681523	17681586	1	-0.288142	6	1.90E-06	6.20E-07	0.13563	0.42377	teosinte/maize
CHH	2	17681944	17681992	4.80E-11	-0.247947	11	4.20E-14	8.80E-18	0.11942	0.36737	teosinte/maize
CHH	2	17840064	17840122	1	0.258712	6	1.30E-10	8.00E-07	0.53142	0.27271	teosinte/maize
CHH	2	17840638	17840918	0.026	0.210739	15	4.90E-14	4.90E-09	0.41621	0.20547	teosinte/maize
CHH	2	18371283	18371358	1	0.200966	7	7.50E-13	3.70E-06	0.24077	0.0398	teosinte/maize
CHH	2	19121413	19121535	6.20E-05	0.286553	6	5.80E-14	1.10E-11	0.40297	0.11642	teosinte/maize
CHH	2	19702341	19702529	1	0.217768	6	4.20E-09	1.00E-06	0.42719	0.20942	teosinte/maize
CHH	2	19702749	19702887	1	0.206537	6	3.70E-08	4.90E-07	0.43072	0.22418	teosinte/maize
CHH	2	20017070	20017191	3.80E-06	0.230702	13	4.00E-14	7.00E-13	0.40212	0.17142	teosinte/maize
CHH	2	23404602	23404633	1	0.211749	6	4.30E-14	0.0049	0.2304	0.018651	teosinte/maize
CHH	2	23463989	23464012	2.50E-06	0.357494	6	4.60E-14	4.70E-13	0.58947	0.23197	teosinte/maize
CHH	2	23464013	23465229	1	0.203447	92	6.00E-10	4.50E-06	0.055417	0.034379	teosinte/maize
CHH	2	23567437	23567507	0.022	0.261661	6	1.10E-13	4.00E-09	0.36401	0.10235	teosinte/maize
CHH	2	25297990	25298067	1	0.219855	6	2.00E-07	1.20E-06	0.43107	0.21121	teosinte/maize
CHH	2	25322544	25322619	2.90E-05	0.26242	12	4.40E-14	5.30E-12	0.54807	0.28565	teosinte/maize
CHH	2	25482868	25482945	1.10E-05	0.31347	9	4.70E-14	2.00E-12	0.59158	0.27811	teosinte/maize
CHH	2	25482969	25482998	0.13	0.224017	6	1.90E-11	2.50E-08	0.77366	0.54964	teosinte/maize
CHH	2	25483119	25483142	0.0007	0.321428	6	4.70E-14	1.30E-10	0.46317	0.14175	teosinte/maize
CHH	2	25579849	25579889	1.20E-05	0.20321	6	8.60E-14	2.20E-12	0.24485	0.041639	teosinte/maize
CHH	2	25998051	25998084	0.00044	0.296386	6	4.60E-14	8.10E-11	0.50679	0.21041	teosinte/maize
CHH	2	26602449	26602515	3.90E-06	0.341161	6	4.40E-14	7.10E-13	0.4551	0.11394	teosinte/maize
CHH	2	26603206	26603264	0.15	0.257483	6	1.60E-11	2.70E-08	0.42417	0.16669	teosinte/maize
CHH	2	26840146	26840212	2.30E-11	-0.229534	12	4.30E-14	4.20E-18	0.13099	0.36052	teosinte/maize
CHH	2	27967809	27967860	0.29	-0.318244	6	4.80E-10	5.30E-08	0.33966	0.6579	teosinte/maize
CHH	2	28432578	28432614	6.20E-07	0.327794	6	4.50E-14	1.20E-13	0.44078	0.11299	teosinte/maize
CHH	2	28488189	28488498	4.30E-30	0.321967	37	4.00E-14	8.00E-37	0.63093	0.30897	teosinte/maize
CHH	2	28489209	28489264	1	0.284009	6	1.40E-10	2.20E-06	0.6484	0.36439	teosinte/maize
CHH	2	28490282	28490311	5.70E-08	0.406196	6	4.60E-14	1.10E-14	0.6654	0.25921	teosinte/maize
CHH	2	28490374	28490401	0.00013	0.255927	6	4.30E-14	2.50E-11	0.36067	0.10474	teosinte/maize
CHH	2	28490413	28490439	5.80E-07	0.368118	6	4.10E-14	1.10E-13	0.74652	0.37841	teosinte/maize
CHH	2	28490441	28491052	7.80E-10	0.271381	82	4.40E-14	1.40E-16	0.36621	0.21405	teosinte/maize
CHH	2	28491624	28491807	8.20E-28	0.278093	40	4.10E-14	1.50E-34	0.59263	0.31454	teosinte/maize
CHH	2	28500861	28501052	5.80E-12	0.237284	17	4.60E-14	1.10E-18	0.35058	0.1133	teosinte/maize
CHH	2	28743285	28743593	6.30E-22	0.221614	39	4.90E-14	1.20E-28	0.42424	0.20262	teosinte/maize
CHH	2	28745792	28745837	0.017	0.271857	6	2.30E-10	3.10E-09	0.71254	0.44069	teosinte/maize
CHH	2	28882727	28882784	1.10E-10	0.287469	17	4.60E-14	2.00E-17	0.7265	0.43903	teosinte/maize
CHH	2	29214126	29214167	7.10E-12	-0.252862	10	4.00E-14	1.30E-18	0.15323	0.40609	teosinte/maize
CHH	2	30350628	30350781	1.10E-18	0.215182	23	4.90E-14	2.10E-25	0.33085	0.11567	teosinte/maize
CHH	2	30381622	30381676	8.80E-07	0.374998	6	4.60E-14	1.60E-13	0.68305	0.30805	teosinte/maize
CHH	2	31033861	31033930	3.30E-08	0.249204	13	4.50E-14	6.20E-15	0.34416	0.094958	teosinte/maize
CHH	2	32966404	32966440	0.048	0.205887	6	4.80E-12	8.90E-09	0.29612	0.090232	teosinte/maize
CHH	2	33111565	33111744	9.10E-11	-0.284813	20	4.60E-14	1.70E-17	0.1485	0.43331	teosinte/maize
CHH	2	34337812	34337986	1	0.206561	6	8.70E-05	0.00022	0.28602	0.079461	teosinte/maize
CHH	2	36693707	36693732	2.20E-05	0.27373	6	4.60E-14	4.10E-12	0.35227	0.07854	teosinte/maize
CHH	2	36693956	36693994	1.70E-06	0.276309	6	4.30E-14	3.10E-13	0.35519	0.078884	teosinte/maize
CHH	2	36860507	36860651	2.80E-06	0.338724	6	4.60E-14	5.10E-13	0.43022	0.0915	teosinte/maize
CHH	2	36864244	36864288	8.20E-09	0.312072	8	4.20E-14	1.50E-15	0.83177	0.5197	teosinte/maize
CHH	2	37118439	37118565	0.00011	-0.399352	6	4.20E-14	2.00E-11	0.088548	0.4879	teosinte/maize
CHH	2	37321370	37321539	7.00E-09	0.209179	14	4.60E-14	1.30E-15	0.35916	0.14998	teosinte/maize
CHH	2	40066159	40066254	1.70E-10	0.216249	16	4.30E-14	3.20E-17	0.35112	0.13487	teosinte/maize
CHH	2	46552225	46552260	1	0.218876	6	3.70E-10	3.20E-07	0.4513	0.23242	teosinte/maize
CHH	2	47902154	47902228	8.00E-09	0.252842	10	4.00E-14	1.50E-15	0.37554	0.1227	teosinte/maize
CHH	2	48491673	48491795	0.037	0.203042	10	4.60E-14	6.80E-09	0.47298	0.26993	teosinte/maize
CHH	2	50199318	50199462	3.10E-15	0.26327	13	4.00E-14	5.70E-22	0.49148	0.22821	teosinte/maize
CHH	2	53960346	53960432	0.011	0.236145	6	1.10E-10	2.00E-09	0.67499	0.43884	teosinte/maize
CHH	2	54023228	54023302	5.80E-09	0.306577	6	4.10E-14	1.10E-15	0.36986	0.063284	teosinte/maize
CHH	2	54243743	54243798	1	0.22869	6	4.00E-10	2.50E-06	0.50707	0.27838	teosinte/maize
CHH	2	62832360	62832421	5.00E-09	0.256922	7	4.40E-14	9.30E-16	0.29039	0.033467	teosinte/maize
CHH	2	66125648	66125672	1	0.208052	6	5.00E-09	1.00E-06	0.22924	0.021191	teosinte/maize
CHH	2	66125693	66125818	3.80E-12	0.349376	10	4.20E-14	7.00E-19	0.40579	0.056413	teosinte/maize
CHH	2	66717346	66717559	3.40E-08	0.223811	31	4.40E-14	6.40E-15	0.57749	0.35368	teosinte/maize
CHH	2	68155052	68155101	1	0.205692	6	5.70E-10	6.10E-07	0.26685	0.061154	teosinte/maize
CHH	2	68300201	68300266	3.80E-11	-0.218802	14	4.30E-14	7.00E-18	0.22509	0.44389	teosinte/maize
CHH	2	68772909	68772976	1	0.200704	6	4.90E-06	0.00012	0.39103	0.19032	teosinte/maize
CHH	2	72122197	72122324	1	-0.2281	10	0.33	3.90E-05	0.042739	0.27084	teosinte/maize
CHH	2	72471488	72471700	5.40E-07	0.203544	13	4.60E-14	1.00E-13	0.26752	0.063976	teosinte/maize
CHH	2	73009704	73009757	0.45	0.205597	6	2.50E-08	8.20E-08	0.30853	0.10293	teosinte/maize
CHH	2	73563599	73563693	1	0.221307	6	2.90E-08	4.30E-07	0.27355	0.052239	teosinte/maize
CHH	2	74533406	74533542	0.0062	0.278313	8	9.80E-14	1.10E-09	0.46789	0.18957	teosinte/maize
CHH	2	75290307	75290417	0.011	0.278316	6	4.20E-12	2.10E-09	0.38665	0.10833	teosinte/maize
CHH	2	77272484	77272705	1	0.201346	6	1.60E-06	0.015	0.24189	0.040545	teosinte/maize
CHH	2	77321596	77321639	6.10E-06	-0.32003	8	4.60E-14	1.10E-12	0.11327	0.4333	teosinte/maize
CHH	2	79074202	79074281	1	0.204062	8	4.10E-14	0.0039	0.21884	0.014774	teosinte/maize
CHH	2	79089798	79089944	0.16	0.201861	9	4.50E-14	3.00E-08	0.22795	0.026086	teosinte/maize
CHH	2	79717539	79717624	4.20E-07	0.204508	6	4.40E-14	7.80E-14	0.20536	0.00085039	teosinte/maize
CHH	2	80769406	80769541	9.30E-12	0.257769	17	4.50E-14	1.70E-18	0.48811	0.23034	teosinte/maize
CHH	2	80773005	80773065	8.90E-05	0.284039	6	4.50E-14	1.60E-11	0.34795	0.063907	teosinte/maize
CHH	2	81424121	81424204	0.00093	0.226568	10	6.00E-14	1.70E-10	0.3347	0.10813	teosinte/maize
CHH	2	81701978	81702254	0.067	0.295639	6	3.10E-13	1.20E-08	0.50806	0.21242	teosinte/maize
CHH	2	81702730	81702871	9.70E-13	0.216139	15	4.30E-14	1.80E-19	0.27924	0.063098	teosinte/maize
CHH	2	82398249	82398288	6.90E-06	0.332037	8	4.40E-14	1.30E-12	0.47473	0.14269	teosinte/maize
CHH	2	85303816	85303877	6.20E-12	0.456488	6	4.50E-14	1.10E-18	0.46911	0.01262	teosinte/maize
CHH	2	85739321	85739346	1	0.236568	6	1.10E-08	7.60E-06	0.77628	0.53971	teosinte/maize
CHH	2	86098111	86098200	1	0.21163	6	7.10E-08	0.00012	0.63105	0.41942	teosinte/maize
CHH	2	86846737	86846778	0.7	-0.246711	6	1.30E-09	1.30E-07	0.01541	0.26212	teosinte/maize
CHH	2	87750560	87750727	8.50E-10	0.241583	24	4.70E-14	1.60E-16	0.67898	0.43739	teosinte/maize
CHH	2	88221612	88221713	0.0019	0.261207	10	4.50E-14	3.60E-10	0.67142	0.41021	teosinte/maize
CHH	2	88957663	88957733	2.00E-11	0.299536	8	4.50E-14	3.70E-18	0.33399	0.034457	teosinte/maize
CHH	2	91191783	91191911	3.20E-24	0.303563	21	3.90E-14	6.00E-31	0.38727	0.083705	teosinte/maize
CHH	2	92714369	92714415	1	0.22577	7	3.80E-08	4.20E-07	0.40378	0.17801	teosinte/maize
CHH	2	92787598	92787651	0.012	0.214268	6	7.10E-11	2.20E-09	0.23732	0.023054	teosinte/maize
CHH	2	92996585	92996648	1.20E-06	0.275449	14	4.60E-14	2.10E-13	0.66369	0.38824	teosinte/maize
CHH	2	94070452	94070511	2.60E-08	0.313112	12	4.30E-14	4.80E-15	0.40191	0.088802	teosinte/maize
CHH	2	94752842	94752955	2.20E-07	0.248186	17	4.30E-14	4.00E-14	0.53907	0.29089	teosinte/maize
CHH	2	94754104	94754155	1	0.228266	6	3.70E-09	1.20E-06	0.4214	0.19313	teosinte/maize
CHH	2	94754785	94754910	1	0.20344	6	1.90E-06	8.70E-06	0.40477	0.20133	teosinte/maize
CHH	2	95396512	95396557	1	0.293497	6	3.80E-13	7.70E-07	0.47842	0.18492	teosinte/maize
CHH	2	95780290	95780334	1	0.20869	6	3.50E-08	4.40E-05	0.32309	0.1144	teosinte/maize
CHH	2	96525335	96525412	0.0046	0.248943	8	3.70E-10	8.50E-10	0.3504	0.10146	teosinte/maize
CHH	2	96710473	96710553	0.31	0.212143	6	4.50E-09	5.70E-08	0.24479	0.032643	teosinte/maize
CHH	2	96711969	96712028	1.00E-10	0.391793	9	4.40E-14	1.90E-17	0.47417	0.082373	teosinte/maize
CHH	2	96719633	96719687	0.39	0.245922	6	6.90E-09	7.20E-08	0.4361	0.19018	teosinte/maize
CHH	2	101533061	101533114	3.60E-06	0.231442	8	1.70E-13	6.70E-13	0.28627	0.054824	teosinte/maize
CHH	2	102150708	102150770	1.70E-08	0.30386	12	4.30E-14	3.20E-15	0.56399	0.26013	teosinte/maize
CHH	2	103991942	103991994	2.40E-11	0.392974	9	4.30E-14	4.40E-18	0.67677	0.2838	teosinte/maize
CHH	2	103991995	103993779	0.38	0.213422	160	4.30E-11	7.00E-08	0.07024	0.031729	teosinte/maize
CHH	2	106238954	106239009	0.074	-0.231681	6	4.20E-11	1.40E-08	0.12833	0.36001	teosinte/maize
CHH	2	106776228	106776313	1	0.203516	6	1.70E-05	0.00018	0.31903	0.11552	teosinte/maize
CHH	2	107349122	107349153	1	0.208546	8	1.20E-09	1.20E-06	0.49642	0.28787	teosinte/maize
CHH	2	107482268	107482383	8.00E-11	0.32122	14	4.60E-14	1.50E-17	0.61688	0.29566	teosinte/maize
CHH	2	107688168	107688241	1	0.226946	6	1.70E-06	0.00023	0.60226	0.37532	teosinte/maize
CHH	2	107688377	107688428	0.02	0.280481	10	5.10E-14	3.70E-09	0.54816	0.26768	teosinte/maize
CHH	2	111723927	111724238	2.40E-06	0.214382	11	4.20E-14	4.40E-13	0.45127	0.23689	teosinte/maize
CHH	2	111775951	111775992	0.048	0.239758	7	6.10E-13	8.90E-09	0.504	0.26424	teosinte/maize
CHH	2	115321046	115321197	0.66	0.229604	7	4.00E-09	1.20E-07	0.43856	0.20895	teosinte/maize
CHH	2	115926333	115926520	2.20E-14	0.298319	17	4.80E-14	4.10E-21	0.54084	0.24252	teosinte/maize
CHH	2	116126504	116126600	1.20E-07	0.219638	10	4.10E-14	2.20E-14	0.2815	0.061858	teosinte/maize
CHH	2	116126843	116126970	0.11	0.262039	14	7.20E-12	2.00E-08	0.38549	0.17789	teosinte/maize
CHH	2	116480887	116481051	1	0.235612	6	1.60E-08	4.30E-06	0.4334	0.19779	teosinte/maize
CHH	2	116567033	116567155	1.80E-15	0.296749	18	4.90E-14	3.30E-22	0.43101	0.13426	teosinte/maize
CHH	2	117516960	117516994	0.11	0.203184	6	1.70E-11	2.00E-08	0.2468	0.043617	teosinte/maize
CHH	2	117545226	117545270	0.00026	0.346588	6	4.00E-14	4.80E-11	0.74403	0.39744	teosinte/maize
CHH	2	117599058	117599118	1	0.245718	6	6.10E-10	4.60E-06	0.49263	0.24692	teosinte/maize
CHH	2	117756506	117756589	1	0.212082	6	9.20E-08	2.70E-05	0.31851	0.10643	teosinte/maize
CHH	2	118183285	118183364	2.90E-10	0.317731	14	4.60E-14	5.40E-17	0.5634	0.24566	teosinte/maize
CHH	2	118183382	118183420	0.013	0.254923	6	7.50E-12	2.30E-09	0.33131	0.076389	teosinte/maize
CHH	2	118385549	118385622	9.40E-05	0.206752	8	4.50E-14	1.70E-11	0.24084	0.034092	teosinte/maize
CHH	2	119071019	119071164	0.0011	0.223233	7	1.00E-12	2.00E-10	0.30795	0.084719	teosinte/maize
CHH	2	120674832	120674908	2.90E-10	0.311155	8	4.40E-14	5.30E-17	0.38307	0.071915	teosinte/maize
CHH	2	121216479	121216609	2.90E-06	0.208453	16	4.50E-14	5.30E-13	0.29373	0.085281	teosinte/maize
CHH	2	121224555	121224586	0.0036	0.228754	6	2.10E-12	6.60E-10	0.24819	0.019439	teosinte/maize
CHH	2	121234179	121234313	3.40E-06	0.211843	12	4.20E-14	6.30E-13	0.28584	0.073995	teosinte/maize
CHH	2	121616110	121616313	0.38	0.213001	13	2.00E-11	6.90E-08	0.40716	0.19416	teosinte/maize
CHH	2	122898437	122898772	1.60E-05	0.244462	11	5.00E-14	2.90E-12	0.37593	0.13147	teosinte/maize
CHH	2	123090741	123090925	6.00E-05	0.30193	6	4.80E-14	1.10E-11	0.44479	0.14286	teosinte/maize
CHH	2	125603305	125603422	0.032	0.266021	6	9.20E-11	5.90E-09	0.37624	0.11022	teosinte/maize
CHH	2	126628192	126628294	0.0024	0.21666	20	4.60E-14	4.40E-10	0.51552	0.29886	teosinte/maize
CHH	2	129374604	129374676	7.90E-21	0.332477	13	3.70E-14	1.50E-27	0.45837	0.12589	teosinte/maize
CHH	2	129831591	129831695	0.00025	0.202815	13	4.40E-14	4.70E-11	0.35951	0.1567	teosinte/maize
CHH	2	131242344	131242378	0.0078	0.258124	6	2.70E-11	1.50E-09	0.36764	0.10951	teosinte/maize
CHH	2	132452119	132452182	3.50E-05	0.215017	6	6.90E-14	6.50E-12	0.25507	0.040056	teosinte/maize
CHH	2	132452241	132452292	6.70E-07	0.213109	9	4.40E-14	1.20E-13	0.25069	0.03758	teosinte/maize
CHH	2	132579478	132579497	1	0.247425	6	6.30E-09	1.80E-06	0.5908	0.34337	teosinte/maize
CHH	2	132581193	132581232	2.60E-05	0.354355	6	2.10E-13	4.70E-12	0.56376	0.20941	teosinte/maize
CHH	2	132679399	132679493	1	0.219832	6	2.40E-06	0.00017	0.56953	0.34969	teosinte/maize
CHH	2	132766849	132766916	1	0.293853	6	3.90E-10	2.20E-07	0.5296	0.23575	teosinte/maize
CHH	2	135104498	135104574	3.50E-17	-0.313568	10	4.50E-14	6.40E-24	0.061919	0.37549	teosinte/maize
CHH	2	139440343	139440403	7.50E-08	0.357085	7	4.50E-14	1.40E-14	0.55688	0.19979	teosinte/maize
CHH	2	139440533	139440778	0.0078	0.352199	6	9.00E-14	1.40E-09	0.61042	0.25822	teosinte/maize
CHH	2	140340695	140340856	0.00069	0.273574	8	4.60E-14	1.30E-10	0.39294	0.11936	teosinte/maize
CHH	2	141024537	141024736	1.50E-05	0.246374	10	1.90E-13	2.80E-12	0.39401	0.14764	teosinte/maize
CHH	2	142244074	142244259	0.0007	0.204355	17	5.50E-14	1.30E-10	0.31398	0.10962	teosinte/maize
CHH	2	143078992	143079067	1.40E-14	0.35829	12	4.10E-14	2.50E-21	0.46629	0.10799	teosinte/maize
CHH	2	143409686	143409749	1	-0.213072	6	6.20E-05	4.30E-06	0.059153	0.27222	teosinte/maize
CHH	2	143849471	143849571	1	0.223789	6	2.20E-05	0.0011	0.40154	0.17776	teosinte/maize
CHH	2	145279646	145279712	0.096	0.224981	8	9.30E-13	1.80E-08	0.32244	0.097459	teosinte/maize
CHH	2	145988725	145988989	6.70E-05	0.304733	12	4.50E-14	1.20E-11	0.59497	0.29024	teosinte/maize
CHH	2	147528244	147528391	0.025	0.230012	7	4.50E-11	4.70E-09	0.41511	0.18509	teosinte/maize
CHH	2	147571997	147572072	3.60E-06	0.245644	8	1.00E-12	6.60E-13	0.46762	0.22198	teosinte/maize
CHH	2	147581825	147581898	1	0.225849	6	1.00E-07	6.30E-06	0.62554	0.39969	teosinte/maize
CHH	2	147906099	147906189	1	0.28804	6	1.40E-09	5.40E-06	0.51324	0.2252	teosinte/maize
CHH	2	151882719	151882747	0.14	0.218415	6	3.20E-10	2.60E-08	0.27432	0.055906	teosinte/maize
CHH	2	152290009	152290211	3.90E-06	0.243509	16	4.70E-14	7.30E-13	0.44094	0.19743	teosinte/maize
CHH	2	154096761	154096868	7.20E-07	0.32194	11	4.40E-14	1.30E-13	0.51797	0.19603	teosinte/maize
CHH	2	154106978	154107037	0.0007	0.373898	8	4.50E-14	1.30E-10	0.63206	0.25816	teosinte/maize
CHH	2	154383986	154384156	0.05	0.220349	8	4.10E-11	9.20E-09	0.32883	0.10849	teosinte/maize
CHH	2	154943207	154943341	2.00E-06	0.236917	14	4.00E-14	3.80E-13	0.44469	0.20778	teosinte/maize
CHH	2	155042819	155043071	1.80E-05	0.205186	10	4.20E-14	3.40E-12	0.33954	0.13436	teosinte/maize
CHH	2	158621278	158621345	1	0.225535	6	4.60E-07	0.00021	0.51695	0.29141	teosinte/maize
CHH	2	159770879	159770935	1.70E-06	0.205323	10	4.40E-14	3.10E-13	0.31487	0.10955	teosinte/maize
CHH	2	162449788	162449831	0.012	0.26892	6	6.60E-10	2.20E-09	0.3749	0.10598	teosinte/maize
CHH	2	162534472	162534570	0.00061	0.260012	8	5.70E-14	1.10E-10	0.39535	0.13534	teosinte/maize
CHH	2	163346904	163346956	1	0.219552	6	2.30E-09	1.40E-05	0.42662	0.20706	teosinte/maize
CHH	2	163610622	163610717	9.40E-09	0.239593	9	4.30E-14	1.70E-15	0.29374	0.054147	teosinte/maize
CHH	2	163985687	163985884	1	0.230248	8	9.90E-11	1.10E-06	0.40905	0.1788	teosinte/maize
CHH	2	165787517	165787589	1	0.221324	9	3.90E-08	4.00E-06	0.44216	0.22084	teosinte/maize
CHH	2	166116425	166116469	0.011	-0.342728	6	0.0016	2.00E-09	0.0023148	0.34504	teosinte/maize
CHH	2	166267462	166267566	7.20E-21	-0.380276	15	4.40E-14	1.30E-27	0.035672	0.41595	teosinte/maize
CHH	2	166315245	166315283	0.024	0.200317	6	7.30E-10	4.40E-09	0.31392	0.11361	teosinte/maize
CHH	2	166562052	166562152	3.80E-05	0.289113	6	2.30E-10	7.00E-12	0.39779	0.10868	teosinte/maize
