DMR_Chr	DMR_Start	DMR_End	DMR_Comparison	DMR_Context	Gene_Chr	Gene_Start	Gene_End	Gene_Chain	Gene_ID	Gene_type	DMR_Gene_Overlap_size	Feature_Chr	Feature_Start	Feature_End	Feature	DMR_Feature_Overlap_size
1	32603831	32603874	Teosinte/Maize	CHH	1	32603873	32603944	-	Zm00001d028376	ncRNA_gene	1	1	32601648	32606647	Gene_up_5k	43
1	32603831	32603874	Teosinte/Maize	CHH	1	32602769	32606650	-	Zm00001d028375	gene	43	1	32601648	32606647	Gene_up_5k	43
1	32603831	32603874	Teosinte/Maize	CHH	1	32603873	32603944	-	Zm00001d028376	ncRNA_gene	1	1	32596444	32614503	TE	43
1	32603831	32603874	Teosinte/Maize	CHH	1	32602769	32606650	-	Zm00001d028375	gene	43	1	32596444	32614503	TE	43
1	32820984	32821121	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	32815582	32823104	TE	137
1	32820984	32821121	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	32820423	32825422	Gene_down_5k	137
1	32820984	32821121	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	32750549	32840140	TE	137
1	37099353	37099414	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	37097731	37106460	TE	61
1	37099353	37099414	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	37049569	37125529	TE	61
1	38109593	38109705	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	38098463	38115751	Intergenic	112
1	38457350	38457573	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	38449936	38459282	TE	223
1	38457350	38457573	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	38457130	38462129	Gene_up_5k	223
1	38515051	38515167	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	38511176	38516175	Gene_up_5k	116
1	42054878	42055038	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	42050800	42055799	Gene_up_5k	160
1	42054878	42055038	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	42054602	42059601	Gene_up_5k	160
1	42466673	42466865	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	42465917	42470916	Gene_up_5k	192
1	42563521	42563557	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	42558870	42563869	Gene_down_5k	36
1	42563521	42563557	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	42563005	42566008	TE	36
1	44536178	44536270	Teosinte/Maize	CHH	1	44532354	44536303	+	Zm00001d028730	gene	92	1	44535714	44536301	Exon	92
1	44536178	44536270	Teosinte/Maize	CHH	1	44532354	44536303	+	Zm00001d028730	gene	92	1	44531542	44536541	Gene_down_5k	92
1	44536178	44536270	Teosinte/Maize	CHH	1	44532354	44536303	+	Zm00001d028730	gene	92	1	44532227	44537226	Gene_down_5k	92
1	50721290	50721433	Teosinte/Maize	CHH	1	50719302	50721399	+	Zm00001d028909	gene	109	1	50721018	50721399	Exon	109
1	50721290	50721433	Teosinte/Maize	CHH	1	50719302	50721399	+	Zm00001d028909	gene	109	1	50721400	50726399	Gene_down_5k	33
1	63361193	63361331	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	63359979	63367702	Intergenic	138
1	80852336	80852458	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	80851875	80856874	Gene_up_5k	122
1	80852336	80852458	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	80852354	80857353	Gene_up_5k	104
1	115465164	115465285	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	115461163	115466162	Gene_up_5k	121
1	115465164	115465285	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	115463026	115468025	Gene_up_5k	121
1	118078743	118078862	Teosinte/Maize	CHH	1	118075580	118079335	-	Zm00001d030269	gene	119	1	118078446	118079280	Intron	119
1	123174073	123174184	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	123156811	123181683	Intergenic	111
1	123468194	123468265	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	123463707	123468706	Gene_down_5k	71
1	123468194	123468265	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	123467805	123472804	Gene_up_5k	71
1	124448736	124448818	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	124448789	124455965	TE	29
1	124448736	124448818	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	124433675	124508726	TE	82
1	126158840	126159008	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	126145986	126160882	TE	168
1	126575926	126575984	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	126573022	126580219	TE	58
1	126975773	126975912	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	126973905	126976572	Intergenic	139
1	126998689	126998797	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	126997788	127002787	Gene_down_5k	108
1	127556868	127557123	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	127552597	127557596	Gene_down_5k	255
1	127556868	127557123	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	127556740	127561739	Gene_up_5k	255
1	128839578	128839623	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	128835477	128840476	Gene_up_5k	45
1	128844098	128844341	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	128843677	128848676	Gene_down_5k	243
1	128961536	128961635	Teosinte/Maize	CHH	1	128944931	129010406	+	Zm00001d022804	ncRNA_gene	99	1	128957166	128962165	Gene_down_5k	99
1	128961536	128961635	Teosinte/Maize	CHH	1	128944931	129010406	+	Zm00001d022804	ncRNA_gene	99	1	128960510	128994546	TE	99
1	128961536	128961635	Teosinte/Maize	CHH	1	128944931	129010406	+	Zm00001d022804	ncRNA_gene	99	1	128950497	129009950	Intron	99
1	128961536	128961635	Teosinte/Maize	CHH	1	128944931	129010406	+	Zm00001d022804	ncRNA_gene	99	1	128944931	129010406	Exon	99
1	128991804	128991974	Teosinte/Maize	CHH	1	128944931	129010406	+	Zm00001d022804	ncRNA_gene	170	1	128960510	128994546	TE	170
1	128991804	128991974	Teosinte/Maize	CHH	1	128944931	129010406	+	Zm00001d022804	ncRNA_gene	170	1	128950497	129009950	Intron	170
1	128991804	128991974	Teosinte/Maize	CHH	1	128944931	129010406	+	Zm00001d022804	ncRNA_gene	170	1	128944931	129010406	Exon	170
1	129773655	129773769	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	129772456	129782011	TE	114
1	129773655	129773769	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	129771397	129804213	TE	114
1	130478083	130478151	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	130470884	130478101	TE	18
1	130478083	130478151	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	130478102	130481969	Intergenic	49
1	130776167	130776245	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	130771123	130831756	TE	78
1	130953976	130954116	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	130948600	130962167	Intergenic	140
1	131054028	131054122	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	131050336	131061530	Intergenic	94
1	131211242	131211450	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	131209483	131217963	Intergenic	208
1	134505381	134505584	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	134502433	134505614	TE	203
1	134505381	134505584	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	134500836	134505835	Gene_down_5k	203
1	138729923	138729967	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	138716962	138737857	Intergenic	44
1	139005054	139005265	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139002890	139021144	TE	211
1	139332706	139332766	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139332114	139337113	Gene_down_5k	60
1	139332706	139332766	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139332698	139365328	TE	60
1	139367727	139367806	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139365329	139375481	Intergenic	79
1	139556906	139556954	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139537540	139557915	Intergenic	48
1	139650829	139650981	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139646718	139651717	Gene_down_5k	152
1	139680125	139680373	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139663410	139734009	TE	248
1	139680125	139680373	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	139660914	139737944	TE	248
1	140038209	140038434	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	140025997	140040331	Intergenic	225
1	140675807	140675939	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	140674257	140679256	Gene_up_5k	132
1	140680455	140680648	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	140680085	140685084	Gene_down_5k	193
1	141160472	141160625	Teosinte/Maize	CHH	1	141151918	141161050	+	Zm00001d030523	gene	153	1	141160390	141160782	Intron	153
1	141670462	141670651	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	141668827	141671309	Intergenic	189
1	142568952	142569125	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	142564190	142569189	Gene_down_5k	173
1	142568952	142569125	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	142549519	142573711	TE	173
1	144877509	144877653	Teosinte/Maize	CHH	1	144856407	144878212	+	Zm00001d030573	gene	144	1	144876056	144881055	Gene_down_5k	144
1	146068181	146068468	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	146064754	146069753	Gene_down_5k	287
1	147739391	147739488	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	147721073	147743656	TE	97
1	147739391	147739488	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	147700285	147751932	TE	97
1	148632322	148632496	Teosinte/Maize	CHH	1	148632020	148635396	-	Zm00001d030613	gene	174	1	148632020	148632330	Exon	8
1	148632322	148632496	Teosinte/Maize	CHH	1	148632020	148635396	-	Zm00001d030613	gene	174	1	148632331	148632496	Intron	165
1	148632322	148632496	Teosinte/Maize	CHH	1	148632020	148635396	-	Zm00001d030613	gene	174	1	148632331	148632496	Intron	165
1	149599950	149600129	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	149599523	149600256	Intergenic	179
1	151037944	151038067	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	151038038	151039056	TE	29
1	151037944	151038067	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	151037571	151042570	Gene_down_5k	123
1	151087431	151087803	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	151079193	151089050	Intergenic	372
1	156585315	156585477	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	156582741	156597353	Intergenic	162
1	156958683	156958764	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	156953973	156958972	Gene_up_5k	81
1	159585483	159585520	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	159582103	159587102	Gene_up_5k	37
1	161142331	161142411	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	161139880	161143961	Intergenic	80
1	161491876	161492018	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	161490801	161496955	Intergenic	142
1	161492792	161492838	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	161490801	161496955	Intergenic	46
1	161703384	161703644	Teosinte/Maize	CHH	1	161702147	161716604	+	Zm00001d030818	gene	260	1	161696378	161704438	TE	260
1	161703384	161703644	Teosinte/Maize	CHH	1	161702147	161716604	+	Zm00001d030818	gene	260	1	161702887	161705687	Intron	260
1	161756340	161756455	Teosinte/Maize	CHH	1	161754533	161777747	+	Zm00001d030819	gene	115	1	161756224	161761026	Intron	115
1	164216502	164216545	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	164212527	164225707	TE	43
1	164901636	164903129	Teosinte/Maize	CHH	1	164902050	164912870	-	Zm00001d030877	gene	1079	1	164897050	164902049	Gene_down_5k	413
1	164901636	164903129	Teosinte/Maize	CHH	1	164902050	164912870	-	Zm00001d030877	gene	1079	1	164902050	164902861	Exon	811
1	164901636	164903129	Teosinte/Maize	CHH	1	164902050	164912870	-	Zm00001d030877	gene	1079	1	164902862	164902964	Intron	102
1	164901636	164903129	Teosinte/Maize	CHH	1	164902050	164912870	-	Zm00001d030877	gene	1079	1	164902862	164902964	Intron	102
1	164901636	164903129	Teosinte/Maize	CHH	1	164902050	164912870	-	Zm00001d030877	gene	1079	1	164902965	164903220	Exon	164
1	169292130	169292274	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	169292115	169292708	TE	144
1	173164467	173164949	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	173160434	173165433	Gene_down_5k	482
1	173190515	173190641	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	173179547	173191519	TE	126
1	173190515	173190641	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	173190179	173195178	Gene_up_5k	126
1	182827759	182827867	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	182825119	182828612	TE	108
1	182827759	182827867	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	182827506	182832505	Gene_up_5k	108
1	206659004	206659055	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	206658717	206659319	Intergenic	51
1	214773024	214773080	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	214772511	214774777	TE	56
1	214773024	214773080	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	214769817	214776163	TE	56
1	214773024	214773080	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	214771924	214776923	Gene_up_5k	56
1	214780770	214780855	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	214776924	214794646	Intergenic	85
1	214781594	214781720	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	214776924	214794646	Intergenic	126
1	219819421	219819471	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	219816587	219821586	Gene_up_5k	50
1	219819421	219819471	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	219818054	219823053	Gene_down_5k	50
1	221631935	221631991	Teosinte/Maize	CHH	1	221630345	221634888	-	Zm00001d032310	gene	56	1	221631764	221632566	Intron	56
1	221631935	221631991	Teosinte/Maize	CHH	1	221630345	221634888	-	Zm00001d032310	gene	56	1	221626404	221646062	TE	56
1	228212951	228213056	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	228209627	228219495	TE	105
1	228920112	228920198	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	228919879	228924878	Gene_up_5k	86
1	229142274	229142319	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	229137283	229142282	Gene_down_5k	8
1	229142274	229142319	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	229142064	229147063	Gene_down_5k	45
1	229313656	229313715	Teosinte/Maize	CHH	1	229313010	229325760	+	Zm00001d032521	gene	59	1	229299168	229318466	TE	59
1	229313656	229313715	Teosinte/Maize	CHH	1	229313010	229325760	+	Zm00001d032521	gene	59	1	229313208	229323830	Intron	59
1	229313656	229313715	Teosinte/Maize	CHH	1	229313010	229325760	+	Zm00001d032521	gene	59	1	229313208	229323830	Intron	59
1	229716586	229716694	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	229713687	229718686	Gene_up_5k	108
1	229718467	229718560	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	229713687	229718686	Gene_up_5k	93
1	233044847	233045122	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	233038174	233047111	TE	275
1	233044847	233045122	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	233044382	233049381	Gene_up_5k	275
1	233067272	233067321	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	233062573	233067572	Gene_down_5k	49
1	234001898	234002182	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	233980027	234062948	TE	284
1	235323693	235323914	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	235319863	235324862	Gene_down_5k	221
1	235323693	235323914	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	235322120	235327119	Gene_up_5k	221
1	236111318	236111521	Teosinte/Maize	CHH	1	236108736	236114166	+	Zm00001d032721	gene	203	1	236109495	236112305	Intron	203
1	236111318	236111521	Teosinte/Maize	CHH	1	236108736	236114166	+	Zm00001d032721	gene	203	1	236111315	236116314	Gene_down_5k	203
1	236838066	236838332	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	236836280	236841279	Gene_up_5k	266
1	239184892	239185148	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	239184883	239186910	TE	256
1	239899778	239899893	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	239895235	239900234	Gene_up_5k	115
1	239899778	239899893	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	239896255	239901254	Gene_up_5k	115
1	239899778	239899893	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	239894991	239930568	TE	115
1	245197581	245197688	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	245195981	245200980	Gene_up_5k	107
1	245453448	245453650	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	245453258	245458257	Gene_down_5k	202
1	245600501	245600694	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	245598121	245612957	TE	193
1	245684993	245685068	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	245680122	245685121	Gene_up_5k	75
1	245740358	245740505	Teosinte/Maize	CHH	1	245736073	245740635	-	Zm00001d032981	gene	147	1	245738839	245740635	Exon	147
1	246364867	246365012	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	246363526	246377318	Intergenic	145
1	248810956	248811055	Teosinte/Maize	CHH	1	248805206	248812307	-	Zm00001d033057	gene	99	1	248809397	248812154	Exon	99
1	250606708	250607003	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	250604259	250609258	Gene_down_5k	295
1	251442127	251442298	Teosinte/Maize	CHH	1	251441007	251442437	-	Zm00001d033126	gene	171	1	251441007	251442437	Exon	171
1	251850916	251851456	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	251846046	251851045	Gene_down_5k	129
1	251850916	251851456	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	251851046	251852564	Intergenic	410
1	253634957	253635055	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	253633621	253637190	Intergenic	98
1	254421143	254421267	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	254420846	254425845	Gene_down_5k	124
1	255391814	255391937	Teosinte/Maize	CHH	1	255391827	255391899	+	Zm00001d033238	ncRNA_gene	72	1	255386827	255391826	Gene_up_5k	12
1	255391814	255391937	Teosinte/Maize	CHH	1	255391827	255391899	+	Zm00001d033238	ncRNA_gene	72	1	255391827	255391899	Exon	72
1	255391814	255391937	Teosinte/Maize	CHH	1	255391827	255391899	+	Zm00001d033238	ncRNA_gene	72	1	255387565	255392564	Gene_down_5k	123
1	255391814	255391937	Teosinte/Maize	CHH	1	255391827	255391899	+	Zm00001d033238	ncRNA_gene	72	1	255391453	255396452	Gene_up_5k	123
1	255391814	255391937	Teosinte/Maize	CHH	1	255391827	255391899	+	Zm00001d033238	ncRNA_gene	72	1	255390908	255396811	TE	123
1	255391814	255391937	Teosinte/Maize	CHH	1	255391827	255391899	+	Zm00001d033238	ncRNA_gene	72	1	255391900	255396899	Gene_down_5k	37
1	260373174	260373368	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	260372455	260377454	Gene_up_5k	194
1	264383960	264384204	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	264379380	264384379	Gene_up_5k	244
1	269012650	269012696	Teosinte/Maize	CHH	1	269012384	269014829	-	Zm00001d033620	gene	46	1	269012384	269012815	Exon	46
1	269012650	269012696	Teosinte/Maize	CHH	1	269012384	269014829	-	Zm00001d033620	gene	46	1	269010051	269015050	Gene_up_5k	46
1	269012650	269012696	Teosinte/Maize	CHH	1	269012384	269014829	-	Zm00001d033620	gene	46	1	269011277	269016276	Gene_down_5k	46
1	270116341	270116435	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	270111612	270116611	Gene_up_5k	94
1	272422174	272422268	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	272422179	272423824	TE	89
1	272422174	272422268	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	272422175	272424818	TE	93
1	272422174	272422268	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	272421932	272426931	Gene_up_5k	94
1	275955962	275956057	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	275955288	275960287	Gene_up_5k	95
1	280280881	280281036	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	280277917	280282916	Gene_up_5k	155
1	282166641	282166754	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	282165981	282170980	Gene_up_5k	113
1	290214968	290215041	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	290212638	290217637	Gene_up_5k	73
1	290466901	290466982	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	290462217	290467216	Gene_up_5k	81
1	290466901	290466982	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	290464067	290469066	Gene_down_5k	81
1	290466901	290466982	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	290465998	290470997	Gene_down_5k	81
1	291276165	291276336	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	291275805	291280804	Gene_up_5k	171
1	292138841	292139054	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	292138251	292143250	Gene_up_5k	213
1	296930942	296931002	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	296930871	296935870	Gene_down_5k	60
1	299209672	299209814	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	299205476	299210475	Gene_down_5k	142
1	299209672	299209814	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	299206112	299211111	Gene_down_5k	142
1	299209672	299209814	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	299207811	299212810	Gene_up_5k	142
1	299209672	299209814	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	299206324	299224673	TE	142
1	299669683	299669859	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	299665183	299670182	Gene_up_5k	176
1	299669683	299669859	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	299663752	299674778	TE	176
1	301378465	301378628	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	301374144	301379143	Gene_down_5k	163
1	301378465	301378628	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	301374763	301379762	Gene_down_5k	163
1	301378465	301378628	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	301374862	301379861	Gene_up_5k	163
1	301477854	301477928	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	301474326	301479325	Gene_down_5k	74
1	301477854	301477928	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	301476570	301481569	Gene_down_5k	74
1	305488437	305488780	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	305488180	305493179	Gene_down_5k	343
1	305984419	305984482	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	305980322	305984482	TE	63
1	305984419	305984482	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	305984259	305989258	Gene_down_5k	63
1	307039144	307039227	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	1	307036699	307041067	TE	83
2	159400	159421	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	152523	159427	TE	21
2	175203	175280	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	165912	175566	TE	77
2	175203	175280	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	172013	177012	Gene_down_5k	77
2	258363	258398	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	254078	259077	Gene_up_5k	35
2	357967	357997	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	353456	358455	Gene_down_5k	30
2	357967	357997	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	348704	361616	TE	30
2	357967	357997	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	356707	361706	Gene_down_5k	30
2	934322	934502	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	930639	935638	Gene_up_5k	180
2	934322	934502	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	933729	938728	Gene_down_5k	180
2	2314164	2314439	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	2313193	2318192	Gene_down_5k	275
2	2815455	2815648	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	2810963	2815962	Gene_down_5k	193
2	2815455	2815648	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	2813941	2818940	Gene_up_5k	193
2	8760221	8760419	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	8760088	8765087	Gene_up_5k	198
2	8760221	8760419	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	8760219	8776936	TE	198
2	17681944	17681992	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	17678040	17683039	Gene_up_5k	48
2	17840638	17840918	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	17838467	17844026	Intergenic	280
2	20017070	20017191	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	20012525	20017524	Gene_up_5k	121
2	20017070	20017191	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	20016906	20021905	Gene_down_5k	121
2	23567437	23567779	Teosinte/Maize	CHH	NA	NA	NA	NA	NA	NA	NA	2	23563959	23568958	Gene_down_5k	342
2	25322544	25322619	Teosinte/Maize	CHH	2	25317220	25323118	-	Zm00001d002876	gene	75	2	25322290	25322998	Intron	75
2	25322544	25322619	Teosinte/Maize	CHH	2	25317220	25323118	-	Zm00001d002876	gene	75	2	25310064	25325626	TE	75
