chrom	pos	Teo_JRIAL2T	Teo_JRIAL2S	Teo_JRIAL2R	Teo_JRIAL2Q	Teo_JRIAL2P	Teo_JRIAL2O	Teo_JRIAL2N	Teo_JRIAL2M	Teo_JRIAL2L	Teo_JRIAL2K	Teo_JRIAL2J	Teo_JRIAL2I	Teo_JRIAL2H	Teo_JRIAL2G	Teo_JRIAL2F	Teo_JRIAL2E	Teo_JRIAL2D	Teo_JRIAL2C	Teo_JRIAL2B	Teo_JRIAL2A	Lan_PI-628514	Lan_PI-628503	Lan_PI-620860	Lan_PI-620859	Lan_PI-620856	Lan_PI-620846	Lan_PI-620842	Lan_PI-620834	Lan_PI-620821	Lan_PI-620819	Lan_PI-620797	Lan_PI-620785	Lan_PI-620784	Lan_PI-620774	Lan_PI-620773	Lan_PI-620767	Lan_AMES-8235
8	136011756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011777	0	0	0	0	NA	0	0.142857142857143	0	NA	0	0	0	0	0	0.4	0	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA
8	136011778	NA	NA	NA	NA	NA	NA	0	NA	0.2	NA	0	0.125	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	NA	0	0	NA	0	NA
8	136011785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011786	0	0	0	0	NA	0	0.142857142857143	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA
8	136011787	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	0.125	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA
8	136011794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011795	0	0	0	0	NA	0	0.285714285714286	0	NA	0	0	0	0	0	NA	0	0	NA	0	0	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA
8	136011796	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA
8	136011818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011819	0	0	0	0	NA	0	0.142857142857143	0.142857142857143	NA	NA	0	0	NA	0	0.4	0	NA	0	0	0.2	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
8	136011820	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA
8	136011824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011825	0	0	0	0	NA	0	0.166666666666667	0	NA	NA	0	0	NA	0	0.25	0	NA	0	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
8	136011826	NA	NA	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	NA	NA	NA	0	0.125	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA
8	136011887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011888	0	NA	0	NA	NA	0	0	0	0	NA	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
8	136011889	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	0	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA
8	136011912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011913	0	NA	0	NA	NA	0	0	0	0	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8	136011914	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	0	0	NA	NA	NA
8	136011938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011939	0	NA	0	NA	NA	NA	0.142857142857143	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA
8	136011940	NA	NA	0	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	0	0	NA	NA	NA
8	136011972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011973	0	NA	0	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA
8	136011974	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA
8	136011975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011976	0	NA	0	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA
8	136011977	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	0	NA	0	NA	NA	NA	0	0	NA	NA	NA
8	136011995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136011996	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA
8	136011997	NA	NA	NA	0.333333333333333	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	0.25	NA	NA	NA	NA
8	136012000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012001	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA
8	136012002	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	0.75	0	NA	NA	NA
8	136012006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012007	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA
8	136012008	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	0	0	NA	NA	NA
8	136012023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012024	NA	NA	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA
8	136012025	NA	0	0	0	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA
8	136012037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012038	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
8	136012039	NA	0	0	0	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	0	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA
8	136012040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012041	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
8	136012042	NA	0	0	0	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	0	0	NA	0	NA	NA	0	NA	0	0	NA	NA	0	0	NA	NA	NA
8	136012052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012053	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
8	136012054	NA	0	0	0	NA	NA	0	0.333333333333333	0	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	NA	0	0	NA	NA	NA
8	136012058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012059	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
8	136012060	NA	0	0	0	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	0	0	NA	NA	NA
8	136012074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012075	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
8	136012076	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	0	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA
8	136012113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012114	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
8	136012115	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA
8	136012161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012162	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012163	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA
8	136012177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012178	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	0	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012179	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
8	136012281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012282	0	0	0	0	0	0	0	0	0	0.5	0	0	NA	0	0.166666666666667	0	0	0	0	0.166666666666667	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA
8	136012283	NA	0	0	NA	0	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012289	0	0	0	0.166666666666667	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA
8	136012290	NA	0	0	NA	NA	0	NA	0	0	0	0	NA	NA	NA	0	NA	0	0	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	NA	0	0	0	NA	NA	0	NA	NA	NA	0
8	136012396	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012525	0	NA	NA	0	NA	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	0	NA	0	NA	NA	NA	0	NA	0	NA	0	0	0	0	NA	NA	0	0
8	136012526	NA	NA	0	NA	0	NA	0	NA	NA	0	0	NA	0	NA	0	0	0	NA	NA	NA	0	NA	0	0.2	0	NA	0	NA	0	NA	0	NA	NA	0	0	NA	NA
8	136012532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012533	0	NA	NA	0	NA	0	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	0	NA	0	NA	NA	NA	0	NA	0	NA	0	0.333333333333333	0	0	NA	NA	0	0
8	136012534	NA	0	0	NA	0	0	NA	NA	0	NA	NA	0.333333333333333	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	0	NA	NA	NA	NA	0	0	NA	NA
8	136012535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012536	0	NA	NA	0	NA	0	0.25	0	0	0	0	0	0	0	0	NA	NA	0	0	0	NA	0	NA	NA	NA	0	NA	0	NA	0	0	0	0	NA	NA	0	0
8	136012537	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	NA	0	0	NA	NA
8	136012539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012540	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	0	0	0	NA	NA	0	0
8	136012541	NA	0	0	NA	0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	0	0.2	0	NA	0	NA	0	0	NA	NA	NA	0	0	NA	NA
8	136012569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012570	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	NA	0.5	NA	NA	0	NA	0	0	NA	NA	NA	NA	0
8	136012571	0	0	0	NA	0	0	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	0	NA	NA	NA	0	0	NA	NA
8	136012574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012575	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA
8	136012576	0	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	0	0	0	NA	0	NA	NA	0	NA	NA	NA	0	0	NA	NA
8	136012587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012588	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0	0	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012589	NA	NA	0	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
8	136012590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012591	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012592	0	0	0	0	0	0	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	0	0	NA	NA	0	0	NA	NA
8	136012598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012599	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012600	0	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	0	0	0	NA	0	NA	0	0	0	NA	NA	0	0	NA	NA
8	136012612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012613	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012614	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	NA	0	0	NA	0.166666666666667	0	0	NA	0	NA	NA	0	0	NA	NA	0	0	NA	NA
8	136012622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012623	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012624	0	0	0	0	0	0	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	0	NA	0	NA	0	0	0	NA	NA	0	0	NA	NA
8	136012625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012626	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012627	NA	0	NA	0	NA	0	0	NA	0	NA	0	0	0	NA	0	NA	0	NA	NA	NA	0	NA	0	0	0	NA	0	NA	0	0	NA	NA	NA	0	0	NA	NA
8	136012628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012629	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	0.2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012630	0	0	0	0	0	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	NA	0	0	NA	NA	0	0	NA	NA
8	136012631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012632	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012633	NA	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	0	NA	0	0	NA	0	0	NA	0	0.166666666666667	0	NA	0	NA	NA	0	0	NA	NA	0	0	NA	NA
8	136012634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012635	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012636	NA	0	0	0	0.25	0.2	0	NA	NA	NA	0	NA	0	NA	0	NA	0	0	NA	0	0.1	NA	0	0	0.166666666666667	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA
8	136012637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	136012638	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
8	136012639	NA	0	NA	0	0	0	0	NA	0	NA	0	NA	0	NA	0	NA	0	0	NA	NA	0	NA	0	0	0	NA	NA	NA	0	0	0	NA	NA	0	0	NA	NA
8	136012640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
