Chr_D	Start_D	End_D	Context	Comparison	Gene_D	Gene_D	Gene_D	Gene	Bin	Overlap_bp	POPA-POPB
10	143652898	143653114	CG	Teosinte/Maize	10	143652788	143653287	Zm00001d026333	bin4	216	0.521638
10	143981443	143982040	CG	Teosinte/Maize	10	143981605	143982104	Zm00001d026348	bin9	435	-0.40536
10	145717461	145718000	CG	Teosinte/Maize	10	145717664	145718054	Zm00001d026429	bin20	336	0.427573
10	146101905	146102176	CG	Teosinte/Maize	10	146101707	146102048	Zm00001d026452	bin19	143	-0.499006
10	147477463	147477838	CG	Teosinte/Maize	10	147477345	147477844	Zm00001d026517	bin28	375	0.408198
10	147479166	147479492	CG	Teosinte/Maize	10	147479090	147479589	Zm00001d026518	bin26	326	0.904584
10	147482263	147482508	CG	Teosinte/Maize	10	147482120	147482619	Zm00001d026519	bin2	245	0.438081
10	149049749	149050274	CG	Teosinte/Maize	10	149049808	149050307	Zm00001d026618	bin8	466	0.548243
10	149388521	149388747	CG	Teosinte/Maize	10	149388477	149388976	Zm00001d026651	bin4	226	0.496961
10	149487396	149488790	CG	Teosinte/Maize	10	149487840	149488339	Zm00001d026653	bin27	499	0.786764
10	150317702	150317974	CG	Teosinte/Maize	10	150317158	150318017	Zm00001d026698	bin11	272	-0.558563
10	150830236	150830470	CG	Teosinte/Maize	10	150830124	150830623	Zm00001d026712	bin23	234	0.777511
