Context	Chr	Start	End	Comparison	Hyper/Hypo	JRIAL2A	JRIAL2B	JRIAL2C	JRIAL2D	JRIAL2E	JRIAL2F	JRIAL2G	JRIAL2H	JRIAL2I	JRIAL2J	JRIAL2K	JRIAL2L	JRIAL2M	JRIAL2N	JRIAL2O	JRIAL2P	JRIAL2Q	JRIAL2R	JRIAL2S	JRIAL2T	AMES-8235	PI-620767	PI-620773	PI-620774	PI-620784	PI-620785	PI-620797	PI-620819	PI-620821	PI-620834	PI-620842	PI-620846	PI-620856	PI-620859	PI-620860	PI-628503	PI-628514	A632	B37	B73	B97	CML322	HP301	IL14	LH123HT	LH82	Mo17	Oh43	P39	PHZ51	Tx303
CHG	7	69988114	69989411	Teosinte/Maize	Hypo	0.6209392	0.557434092	0.830757423	0.607341089	0.646293546	0.792606671	0.769214476	0.800367117	0.804353521	0.761237192	0.698129456	0.665159344	0.826662792	0.678406884	0.820613378	0.796863995	0.774864491	0.708544868	0.787904118	0.678686124	0.03125	0	0.333333333	0	0.013157895	0.020634921	0.180555556	0	0.166666667	0.023255814	0.014285714	0	0.166666667	0	NA	0	0.791666667	0.717091534	0.002645503	0	0.003609023	0.093985523	0.022155947	0.009248935	0.020108696	0.00110011	0.003350515	0.011802135	0.012099253	0	0.047944521
CHG	7	70601819	70602854	Teosinte/Maize	Hyper	0.404508197	0	0.001082251	0.72957672	0.004593176	0.004071247	0.00280112	0	0.178404172	0.001388889	0	0.012998813	0.242434464	0.004270917	0.002293578	0.292445055	0.032477553	0.001488095	0.21302521	0.336365079	0.20410628	0.713435374	0.781301587	0.789423077	0	0.735416667	0.395724004	0.81712963	0.740952381	0.822619048	0.797162698	0.732930403	0.382941176	0.743780096	0.651388889	0.284328358	0.433655462	0.635271318	0.650238095	0.71389867	0.649515196	0.689132864	0.728227786	0.663706564	0.723062558	1	0.64968254	0.698726443	0.055105105	0.690044248	0.714402106
CHG	7	70977179	70977914	Teosinte/Maize	Hypo	0.52363388	0.630495868	0.724166667	0.620196759	0.673643411	0.591000666	0.685301587	0.5140625	0.264462081	0.576604555	0.61503268	0.680573593	0.189222554	0.234493839	0.739829735	0.500225225	0.348298939	0.544187675	0.784359283	0.25985119	0	0	0	0	0	0.021212121	0	0.011111111	0	0	0.006097561	0.022916667	0	0	0	0	0.016129032	0.006830601	0.004098361	0	0.015833333	0	0.008982684	0.002777778	0.002380952	0.012195122	0.003875969	0.007495591	0.006451613	0.023529412	0.007092199
CHG	7	71649981	71650450	Teosinte/Maize	Hypo	0.673403715	0.814614367	0.792783025	0.844777798	0.853178682	0.788255495	0.819342257	0.664821731	0.817500912	0.886965812	0.862241018	0.833710801	0	0.610589241	0.910204082	0.857142857	0.764692218	0.875	0.89847619	0.842838686	0	0.059895833	0.842479675	0.068	NA	0.408333333	0.221450021	0.735294118	0.116666667	0.347735761	0.036231884	0	0.01	0.381903639	0.003205128	0.415811012	0.114065054	0	0.817757937	0.001039501	0	0.757981904	0	0.017938128	0	0.003759398	0.016666667	0.001552795	NA	0.727227423	0
CHG	7	72473863	72474071	Teosinte/Maize	Hyper	0	0.017241379	0.003333333	0	0.062479475	0.047167488	0.04125	0.233241758	0.053229338	0.014793253	0.055555556	0.095238095	0.058641975	0.026234568	0	0.094444444	0	0.073333333	0	0.027777778	0.035714286	0.744666667	0.563095238	0.769230769	0.798850575	0.597222222	0.766666667	0.520833333	0.807692308	0.701515152	NA	0.649630542	0.029411765	0.049872449	0.797619048	0.590909091	0	0.862745098	0.694230769	0.78953373	0.703703704	0.632320744	0.655467372	0.795320197	0.792857143	0.647089947	0.571428571	0.772119342	0.553333333	0.704597701	0.717025336
CHG	7	73117339	73118232	Teosinte/Maize	Hypo	0.803141226	0.77829765	0.755843782	0.814342404	0.839829049	0.77126152	0.813262228	0.803588517	0.791651838	0.696381399	0.857899707	0.801039976	0.892540569	0.837587049	0.870098853	0.813628965	0.812582691	0.815471839	0.820646816	0.742424242	0.027651515	0.719444444	0.136494253	0.767690732	0.802153551	0.832419218	0.00959254	0.077091064	0.616747377	0.764376734	0.843636364	0.055795094	0.019585253	0.777904965	0.070604396	0.02837676	0.81969697	0.787059083	0.001481481	0.768422785	0.020175439	0.030603575	0.801032169	0.701798942	0.06622807	0.05357906	0.0095671	0.014843623	0.781666667	0.026542228	0.012275986
CHG	7	73133028	73133324	Teosinte/Maize	Hypo	0.900925926	0.844270833	0.921845238	0.865384615	0.854597701	0.842198393	0.891511387	0.907894737	0.814285714	0.847402597	0.87816092	0.825520833	0.711458333	0.766666667	0.927636054	0.855866356	0.888888889	0.840740741	0.848984594	0.858333333	0	0.41372549	0	0.583333333	0.625	0.791666667	0.156437517	0	0.044117647	0.93627451	0.885044643	0	0	0.776470588	0	0	0.816666667	0.770454545	0.010714286	0.802120428	0	0	0.806	0.659548611	0.003571429	0.00617284	0.009259259	0.012815624	0.4	0	0
CHG	7	73398789	73399368	Teosinte/Maize	Hyper	0.186522367	0.025998905	0.015873016	0.108664228	0.038888889	0.020687831	0.014444444	0.018650794	0.05047619	0.026245211	0.013425926	0.030952381	0.057232582	0.011904762	0.015778474	0.00170068	0.078913519	0.336465445	0.022413793	0.065163477	1	0.590277778	1	0.656060606	0	1	NA	0	NA	0.944444444	0	1	1	0.933333333	1	NA	NA	0.011494253	0	0	0.013793103	0.957169118	0.926926149	0.036945813	0.612592593	0.872156753	0.923552023	0.594230769	0.02134647	0	0.947992424
CHG	7	73808227	73808803	Teosinte/Maize	Hypo	0.854195011	0.791761905	0.858310872	0.835629252	0.736770833	0.812489899	0.852941176	0.8436853	0.843137255	0.754545455	0.73757716	0.650641026	0.893464052	0.853787879	0.889058957	0.833192016	0.759562524	0.881539683	0.844165822	0.880547619	0	0.801282051	0.027777778	0	0	0.850574713	0	0	0	0	0.037037037	0.378095238	0	0	0	0.050925926	0.003225806	0.015885417	0.041701173	0	0.002415459	0.00140056	0.004545455	0.02078373	0.009027778	0.003561254	0.004545455	0.005919854	0	0.006779661	0.082886905
CHG	7	73815121	73815611	Teosinte/Maize	Hyper	0.16509434	0.021317829	0.871498599	0.829738562	0.474941725	0.00625	0.051111111	0.081150794	0.081379269	0.052642276	0.099861773	0.302631579	0.934985746	0.021509556	0.656020137	0	0.004926108	0.076552046	0.855018188	0.176904762	0.657894737	0.857843137	0.837121212	0.820689655	0	0.901162791	0.579268293	0.811111111	0.861111111	0.9375	0.917948718	0.914893617	0.5	0.615384615	0.806349206	0.8	0.773245614	0.767278044	0.876262626	0.815727193	0.743932412	0.856591539	0.755107557	0.016071416	0.824271137	0.897502904	0.783739837	0.791952835	0	0.838616071	0.698532495
CHG	7	73961275	73961504	Teosinte/Maize	Hypo	0.821392496	0.842261905	0.803679654	0.778198264	0.824606388	0.643434343	0.819444444	0.814633666	0.823333333	0.767008177	0.627601411	0.809126984	0.836278195	0.835792132	0.781349206	0.827416174	0.702083333	0.846622475	0.864820076	0.807407407	0.00952381	0	0.196969697	0	0	0	0	0	0	0	0	0	0	0.016666667	0	0	0	0.011111111	0	0	0	0	0.003968254	0.013888889	0	0	0	0.003174603	0	0	0
CHG	7	73978534	73978650	Teosinte/Maize	Hypo	0.801238095	0.866666667	0.948333333	0.726666667	1	0.816666667	0.9	0.830952381	0.75462963	0.749404762	0.825	0.625	0.810416667	0.761403509	0.796794872	0.899122807	0.746825397	0.794871795	1	0.862077295	0.022222222	0	0	NA	0	0	0.047619048	0	NA	0	0	0.011111111	0	0.025	0	0.013333333	0	0	0	0	0	0	0.005102041	0	0	0	0	0	0	0.03968254	0
CHG	7	75511435	75511653	Teosinte/Maize	Hypo	0.910714286	0.824561404	0.748850575	0.856687243	0.828075397	0.819166667	0.60952381	0.671875	0.915555556	0.799242424	0.936	0.807843137	0.769444444	0.901041667	0.867592593	0.892561983	0.815789474	0.870436508	0.881469979	0.733333333	0.910714286	0.567708333	0.543015873	0.894736842	0.895833333	0.754166667	0.842857143	0.970238095	0.766666667	0.666666667	0.695833333	0.789473684	0.875	0.847916667	0.39375	1	0.428571429	0.347301587	0.668333333	0.05993266	0	0.607656926	0	0	0	0.011363636	0.802284752	0.010606061	0.855555556	0.817515263	0.020653341
CHG	7	75744095	75744562	Teosinte/Maize	Hypo	0.83688472	0.767261905	0.774428959	0.00621118	0.767391304	0.745212766	0.828994709	0.787053571	0.810294118	0.730555556	0.775026455	0.741904762	0.762040043	0.785492802	0.812180736	0.873344557	0.854545455	0.895562771	0.74247549	0.696969697	0	0.017857143	0.777777778	0.015625	0.708333333	0.730952381	0	0	0	0.033333333	0.015151515	0.009803922	0.815789474	0.558956916	0.485507246	0.288888889	0	0	0.668390805	0.012081788	0	0.734253395	0.796774194	0.00661157	0.708139535	0.004464286	0	0.779945664	0	0	0.726244589
CHG	7	75940169	75940836	Teosinte/Maize	Hypo	0.830129951	0.810163813	0.870927395	0.790619028	0.859987184	0.848776054	0.853206489	0.773205652	0.851503463	0.780199088	0.854321887	0.866679816	0.910373486	0.850748104	0.891654365	0.871867068	0.879299563	0.868873153	0.83296097	0.852915572	0.890531186	0.029166667	0.677777778	0.836054422	0.813661996	0.305555556	0.929054054	0.862885154	0.671568627	0.876984127	0.879084967	0.034482759	0.865566038	0.91875	0.628494624	0.813071895	0.81789966	0.782498716	0.012953092	0.065	0.790838807	0.829626553	0.054845447	0.749723591	0.16182684	0.066779279	0.130426855	0.287832066	0.312545	0.211046058	0.844365849
CHG	7	75949927	75950605	Teosinte/Maize	Hypo	0.844225786	0.913288546	0.890556439	0.874206349	0.94077381	0.88931385	0.795051708	0.801182963	0.947640086	0.831510041	0.852760057	0.868012694	0.908123453	0.861213185	0.891744476	0.889219747	0.954716178	0.891903236	0.905279558	0.723694391	0.889705882	0.471212121	0.448148148	0.849206349	0.897310312	0.667509921	0.85483871	0.762267081	0.610606061	0.714285714	0.727941176	0.21969697	0.811474868	0.864189189	0.561403509	0.914728682	0.904166667	0.811677701	0.028623188	0.385390947	0.753256767	0.852872934	0.4408357	0.804276765	0.483730159	0.041481481	0.079407961	0.047204916	0.426063492	0.066578483	0.825245501
CHG	7	75950916	75950986	Teosinte/Maize	Hypo	0.877164502	0.899712556	0.96893424	0.921825397	0.879964612	0.885936286	0.884920635	0.733957362	0.872718495	0.843053058	0.77198008	0.878787879	0.953514739	0.859680994	0.895536682	0.847331699	0.934149184	0.83755163	0.952777778	0.737813402	0.875757576	0	0.608225108	0.939393939	0.954545455	0.5	0.837662338	0.515151515	0.646428571	0.45	0.409090909	0.0625	0.688392857	NA	0.409090909	0.818181818	0.925170068	0.783333333	0.054875283	0.271645022	0.716729798	0.684055406	0.111772487	0.868033981	0.588053811	0.203325775	0.313756614	0.310373735	0.181818182	NA	0.710743802
CHG	7	75955210	75956561	Teosinte/Maize	Hypo	0.771677524	0.731083805	0.746536721	0.784352429	0.798109915	0.440990285	0.49182229	0.252553457	0.804337627	0.683677777	0.751290534	0.41571649	0.794426922	0.616683499	0.836764754	0.800535558	0.831918524	0.153621056	0.837798275	0.491608368	0.016304348	0.004694836	0.028310502	0.111574074	0.065492498	0.05136612	0.030612245	0.089646465	0.017777778	0.120445609	0.057175926	0.015294118	0	0.111868687	0	0	0.656719279	0.519573514	0.011422193	0.015151515	0.000880282	0.123836774	0.02051508	0.614302602	0.014606282	0.002487562	0.030016739	0.028097403	0.034498745	0.047619048	0.040396048
CHG	7	78545198	78546187	Teosinte/Maize	Hypo	0.788181818	0.807626791	0.782435897	0.772468142	0.867676768	0.766339869	0.81962963	0.808536585	0.795899471	0.757087054	0.765353535	0.80628655	0.85862069	0.768170426	0.854383091	0.886485511	0.795608466	0.842609127	0.868133503	0.689393939	0	0.302857143	0.01025641	0	0	0.1125	0.070529101	0.021505376	0	0.190926435	0.043627451	0.315092817	0	0.063888889	0.01754386	0.017379679	0	0.003278689	0	0.005731374	0	0.004363636	0	0.001054852	0	0.005102041	0.005952381	0.002465483	0	0	0.004414617
CHG	7	78623583	78623791	Teosinte/Maize	Hypo	0.862738095	0.838710317	0.158333333	0.308333333	0.823755411	0.864462918	0.842951625	0.845833333	0.797640415	0.828409091	0.902797619	0.875	0.459761072	0.898412698	0.465827922	0.806046863	0.784343434	0.871309524	0.878737172	0.789880952	0	0.282051282	0.268939394	0.25	NA	0.166666667	0.720175439	0	0.106060606	0.363636364	0.75	0.386363636	0.375	0.083333333	0.333333333	0.794117647	0.380952381	0.394100092	0.219791667	0.12962963	0.09375	0.196969697	0.223033911	0.457051609	0.739583333	0.155952381	0.196258503	0.84982425	0	0.116666667	0.227190171
CHG	7	78850304	78851029	Teosinte/Maize	Hypo	0.936840986	0.932061535	0.934819948	0.940866054	0.96327381	0.942831086	0.940118497	0.938860409	0.929605777	0.547258852	0.640258395	0.931759483	0.936309524	0.928033794	0.925248756	0.431134942	0.916133005	0.95267797	0.95646164	0.478312989	0.934313725	0.53375	0.539855072	0.079166667	0.075471698	0.82473275	0.973958333	0.084814815	0.397435897	0.069444444	0.09476384	0.478787879	0.934397163	0.845142857	1	0.632575758	0.09375	0.035185185	0.01763449	0.915321776	0.90244709	0.767342382	0.047656496	0.904379934	0.857968002	0.051731602	0.027843915	0.919997224	0.365161064	0.020440252	0.009815124
CHG	7	78859791	78860777	Teosinte/Maize	Hyper	0.075822829	0.376271186	0.756649994	0	0.205544684	0.007729211	0.024074074	0.581525573	0.008516484	0.048148148	0.042857143	0.076229508	0.869310576	0.401785714	0.716442486	0.430839002	0.58255814	0.808356676	0.698286436	0.434491634	0.789473684	0.794117647	0.861111111	0.178294574	0.803030303	0.89047619	0.450238095	0.879268293	0.825641026	0.917037037	0.84280303	0.785	0.802666667	0.873744292	0.791666667	0.908730159	0.864864865	0.843426501	0.863945578	0.857160002	0.70925656	0.824327816	0.890770991	0.836041667	0.747807018	0.826483516	0.795918587	0.789807256	0	0.840053763	0.825839769
CHG	7	79300035	79301697	Teosinte/Maize	Hypo	0.709699764	0.665810997	0.346576296	0.829800548	0.694792435	0.843168899	0.438926331	0.81522971	0.707972571	0.824947134	0.717856537	0.759943169	0.789532893	0.793070202	0.586812259	0.787116418	0.751122103	0.847559882	0.854112487	0.833148875	0.51107687	0.470521542	0.121621622	0.624780702	0.821425796	0.337361111	0	0.073663854	0.208333333	0.23591954	0.472353848	0.166180322	0.32625448	0.599478592	0.219756839	0.058333333	0.771205116	0.064471438	0.027913955	0.022407407	0.043990382	0.17306724	0.108066934	0.691869738	0.083232115	0.069782581	0.723682305	0.007088123	0.01399816	0.73324056	0.589924995
CHG	7	79917375	79917535	Teosinte/Maize	Hypo	0.465277778	0.725551146	0.674130191	0.6	0.671679093	0.573953824	0.528703704	0.598544974	0.42861552	0.723395722	0.778431373	0.445562771	0.503869048	0.349319728	0.705070547	0.689814815	0.651190476	0.524542298	0.636672278	0.702513228	0.380952381	0	0.181818182	NA	0.222222222	0.833333333	0.142857143	0.25	0.166666667	0	0	NA	0.537037037	0.166666667	0.409722222	NA	0.305555556	0.019230769	0.13143739	0	0.544047619	0.146126513	0.326031746	0.464506173	0.045833333	0.58125	0.660635198	0.131473102	0.333333333	0.418255652	0.068181818
CHG	7	80069386	80070122	Teosinte/Maize	Hypo	0.88702381	0.782852564	0.850612182	0.79527027	0.790971293	0.726367448	0.71133157	0.694585253	0.754938272	0.796415856	0.848869048	0.706673882	0.918085106	0.836767088	0.86337031	0.864186402	0.828084416	0.81569715	0.831363931	0.789531343	0.170138889	0.264705882	0.532230159	0.393410853	0.511695527	0.666666667	0.121753445	0.333333333	0.263425926	0.161728395	NA	NA	0.204545455	0.377190476	0.242553191	0.275252525	0.204081633	0.316063492	0.048148148	0.003118503	0	0.079369386	0.375480428	0.290102369	0.107629108	0.173500309	0.009259259	0.007493646	0.478205128	0.008108108	0.149988018
CHG	7	80076055	80076883	Teosinte/Maize	Hypo	0.683229814	0.81885295	0.857357825	0.756931644	0.814356682	0.817692153	0.749175824	0.839056777	0.784781924	0.735047152	0.700520833	0.777956989	0.880505952	0.784403037	0.782468124	0.796542448	0.757274405	0.844630056	0.91173798	0.778368794	0.5	0.365591398	0.511507937	0.335714286	0.544742063	NA	0.24829932	0.15530303	0.539247312	0.094932845	NA	NA	0.194534632	0.30877875	0.140310078	0.164893617	0.210691824	0.506059757	0.000840336	0.010029171	0	0.09259122	0.492921335	0.314600271	0.098795351	0.006802721	0.00456621	0.001923077	0.212643678	0.039232409	0.077276583
CHG	7	80096505	80096606	Teosinte/Maize	Hypo	0.833333333	0.340740741	0.549074074	0.268627451	0.72609127	0.819312169	0.923809524	0.477777778	0.524603175	0.60542328	0.766666667	0.696969697	0.638492063	0.634249084	0.848961841	0.917441382	0.9375	0.94021164	0.159090909	0.875	0.022222222	0.4375	0	0	0	0	0.833333333	0	0	NA	0.916666667	0.03125	NA	NA	NA	NA	0.974358974	0	0	0.0625	0.086640212	0.027777778	0	0	0.015625	0	0	0	NA	0	0
CHG	7	81041892	81042134	Teosinte/Maize	Hypo	0.911111111	0.790322581	1	0.322222222	0.638493703	0.949019608	0.833333333	0.880952381	0.65942029	0.876360544	0.427941176	0.95	0.347058824	0.366666667	0.973529412	0.926190476	0.913580247	0.875	0.345238095	0.419863946	0.3125	0.122807018	0.1225	0.346153846	0.253125	0.28125	0.133080808	0.152777778	0.146320346	0.533333333	0.3	0.206349206	0.272619048	0.570833333	0.109090909	NA	0.0625	0.189333333	0.153819444	0.074126638	0	0.104169089	0.333333333	0.289583333	0.256944444	0.171620618	0.238541667	0.140126948	0.266666667	0.144230769	0.095478133
CHG	7	81051598	81052489	Teosinte/Maize	Hypo	0.819274222	0.810054377	0.929861837	0.928714792	0.813964235	0.723615241	0.843650794	0.831277288	0.691415021	0.836036706	0.910639881	0.485731548	0.90180474	0.494069351	0.905349794	0.870577587	0.860274448	0.871352075	0.918050502	0.785300926	0.745614035	0.890530303	0.521673421	0.468390805	0.490912698	0.690447846	0.703129317	0.617714286	0.27026455	0.433272283	0.170634921	0.067678571	0.595242801	0.900025954	0.677083333	0.840079365	0.826137566	0.847619048	0.005555556	0.025885965	0.815602837	0.068161231	0.174995816	0.711533976	0.683591781	0.630753968	0.025219298	0.52144704	0.07595706	0.238787879	0.015782514
CHG	7	81245999	81246630	Teosinte/Maize	Hypo	0.796666667	0.832569632	0.811375661	0.010890521	0.827368927	0.771804871	0.778571429	0.739440994	0.826634383	0.737698413	0.870408163	0.776923077	0.429380952	0.856779661	0.91537415	0.406569665	0.778930818	0.810093168	0.817430368	0.795963065	0.005434783	0.752666667	0.310576923	0.059722222	0.858148148	0.01744186	0	0.861711712	0	0.083333333	0.883854653	0.014403292	0.430223665	0.387254902	0.786661255	0.341666667	0.35647452	0.841602891	0.725925926	0.826170302	0	0.016666667	0	0.006578947	0.005	NA	0	0.014534884	0.029666667	0	0.791730051
CHG	7	81363648	81363952	Teosinte/Maize	Hypo	0.677083333	0.614380411	0.744202899	0.612121212	0.702529762	0.766919192	0.87037037	0.695138889	0.718333333	0.727597403	0.610416667	0.774074074	0.239285714	0.805555556	0.834782609	0.785416667	0.355072464	0.772916667	0.706521739	0.595767196	0	0.604166667	0.5125	0	0.72015873	0	0	0.761111111	0	NA	0.695833333	0	0.459770115	0.205208333	0.561403509	0.888888889	0.369166667	0.624137931	0	0.603698273	0.012643678	0	0	0	0	0.654966718	0	0.015700483	0.0390625	0	0.635930736
CHG	7	82959317	82959818	Teosinte/Maize	Hypo	0.800757576	0.177583774	0	0.766666667	0.315352183	0.340846561	0.005	0.759803922	0.848556999	0.697058824	0.693421053	0.752517361	0.477083333	0.791666667	0.366239316	0.4375	0.353869048	0.301215805	0.443055556	0.55	0.03125	0	0	0.011111111	0.005952381	0.002857143	0	0	0.722222222	0.013888889	NA	0	0.005050505	0.004222222	0	0.336111111	0.004545455	0.004	0.004	0.008390023	0.010416667	0	0	0.71091954	0	0.004878049	0.005405405	0	0.004535147	0.003703704	0
CHG	7	82960132	82960270	Teosinte/Maize	Hypo	0.782051282	0.186084656	0.338690476	0.826923077	0.837777778	0.2875	0.194444444	0.547619048	0.92	0.791666667	0.791666667	0.975	0.75	0.635185185	0.429166667	0.339393939	0.626666667	0.259183673	0.272910053	0.703333333	NA	0.625	0	0.016666667	0	0.592592593	0.052083333	0	0.6875	0.033333333	NA	0.604166667	0.145604396	0.444444444	0	NA	0	0.009615385	0	0.009259259	0.03125	0.054023693	0.0078125	0.672916667	0.029761905	0.027777778	0	0.025902669	0.010416667	0	0.01015625
CHG	7	83123024	83123704	Teosinte/Maize	Hyper	0	0.319012856	0.771972606	0	0.309250992	0.205808081	0.337422823	0	0.234325397	0.004807692	0.016071429	0.283621934	0.356244385	0.072787194	0.412950938	0	0.440308303	0.298571429	0.822435897	0	0.857578397	0.794573643	0.808190476	0.7825	0.863888889	0.743971631	0.822116815	0.822807018	0	0.762765957	0.757199546	0.768735363	0.891111111	0.723385331	0.737681159	0.84375	0.784496124	0.741481481	0.805555556	0.738418358	0.697705628	0.734666467	0.004830918	0.684977324	0.760084034	0.753953824	0.756460008	0.793780004	0.820238095	0.835521682	0.744119549
CHG	7	83127226	83127554	Teosinte/Maize	Hypo	0.834285714	0.311904762	0.007054674	0.943452381	0.91001642	0.187292569	0.218281336	0.876190476	0.85	0.880952381	0.852777778	0.803921569	0.852318641	0.720793651	0.651228879	0.890151515	0.814102564	0.385441146	0.561005291	0.714285714	0.460526316	0.357142857	0.018207283	0	0.020676692	0	0	0	0.054166667	0.037356322	0.086309524	0.652777778	0	0.011111111	0	0.166666667	0.017241379	0.011111111	0.011111111	0.062318841	0.011494253	0.00875	0.018738977	0.008333333	0.023316498	0.021505376	0.035714286	0.022727273	0.719734432	0.006896552	0
CHG	7	83239869	83240207	Teosinte/Maize	Hyper	0.004807692	0.31155914	0.822463768	0	0	0.006896552	0.403840246	0.055555556	0.785714286	0.003584229	0.038018433	0.16547619	0.410784314	0.340284178	0.404126984	0.384693878	0.464603175	0.265501792	0.083333333	0.011904762	0.909090909	0.666666667	0.802083333	0.84	0.788888889	0.767241379	0.509977324	0.803921569	NA	0.843137255	0.4	0.866666667	0.833333333	0.716111111	0.71875	0.636363636	0.671212121	0.675873016	0.763253968	0.738813011	0.640804598	0.612673975	0.6828125	0.723076923	0.763133641	0	0.711038961	0.692888709	0.791563147	0.73125	0.684598214
CHG	7	84176853	84177629	Teosinte/Maize	Hypo	0.715652205	0.467546118	0.836070527	0.598536384	0.775221861	0.690228676	0.579513889	0.792905349	0.32605863	0.79963535	0.85882889	0.663514109	0.752911903	0.735651629	0.888814484	0.767482599	0.777281746	0.813401388	0.346754172	0.768748528	0.357142857	0.5375	0.148809524	0.141111111	0.094444444	0.014285714	0.863636364	0.145833333	0.566666667	0.296825397	0.744047619	0.061111111	0.458333333	0.224603175	0.075757576	0.25	0.037037037	0.134072432	0.024429838	0.05	0.182878436	0.03931983	0.066665948	0.225510534	0.231383589	0.036904762	0.031020613	0.056299603	0.016492451	0.006451613	0.021031746
CHG	7	84178234	84179057	Teosinte/Maize	Hypo	0.871671538	0.2128663	0.857954545	0.323717266	0.373323615	0.867763772	0.801554908	0.789903846	0.5316829	0.829081633	0.85791847	0.898412698	0.348796723	0.757491092	0.798706004	0.363066893	0.542210145	0.172222222	0.252810944	0.725662108	0.840686275	0.368803419	0.530248918	0.018518519	0.113043478	0.540428571	0.333333333	0.170430108	0.728632479	0.486842105	0.691666667	0	0.388888889	0.276326531	0.355555556	0.526785714	0.514492754	0.009147162	0.048191108	0.0625	0.237733686	0.054504505	0.050159137	0.573666792	0.094414875	0.098511905	0.017424242	0.026470588	0.02645951	0.022408964	0.748507888
CHG	7	84823980	84825910	Teosinte/Maize	Hyper	0.017522629	0.122627801	0.01850189	0.078644129	0.055032468	0.039282407	0.20577676	0.091612961	0.022180135	0.02819991	0.110806386	0.032226829	0.09389512	0.033350934	0.051170404	0.021103896	0.1896105	0.058858543	0.036127607	0.022788565	0	0.692222222	0.913704319	0.901129944	0.044607843	0.265306122	0.091312057	0.444148507	0.057005495	0.603923541	0.107142857	0.629100529	0.033854167	0.477943723	0.86652864	0.878911565	0.939873418	0.907432316	0.907181019	0.867850523	0.496772867	0.843984517	0.864858165	0.032406864	0.858820762	0.003419796	0.848688603	0.814534224	0.209342807	0.877427441	0.904745118
CHG	7	86386471	86386761	Teosinte/Maize	Hypo	0.731140351	0.71492674	0.793333333	0.59375	0.779411765	0.789215686	0.950595238	0.866666667	0.752248677	0.883193277	0.786309524	0.647777778	0.757575758	0.874166667	0.864912281	0.944117647	0.814285714	0.764285714	0.855555556	0.75	0.566666667	0.605602241	0.56969697	0.044444444	0.827083333	0.692307692	0.7921875	0.794444444	0.727777778	0.574242424	0	0.413827839	0.851851852	0.635416667	0.541666667	0	0	0	0.707291667	0.027777778	0	0	0.017857143	0.033869048	0.01962482	0.673611111	0	0.784781746	0.767857143	0.005847953	0.709664791
CHG	7	86597723	86598425	Teosinte/Maize	Hypo	0.894907407	0.92159197	0.861491286	0.891047084	0.872789116	0.853554085	0.813049096	0.843984962	0.891226708	0.830298035	0.883821029	0.790136054	0.866517793	0.776730934	0.907944576	0.89980318	0.822712351	0.807830538	0.854069264	0.721917047	0.833333333	0.771505376	0.502136752	0.720740741	0.714285714	0.880735931	0.826388889	0.30503876	0.825	0.916666667	0.731555556	0.789855072	0.921568627	0.732275132	0.592592593	0.614912281	0.520833333	0.353724054	0.724223073	0.614030612	0.778225745	0.528811301	0.716838298	0.081019775	0.084559721	0.515092893	0.102166667	0.711039683	0.146109189	0.290451389	0.330378187
CHG	7	87583469	87583856	Teosinte/Maize	Hypo	0.74122807	0.813174603	0.768944099	0.803379028	0.82827381	0.81577381	0.800333333	0.751465201	0.802380952	0.731578947	0.785149573	0.445555498	0.811507937	0.780570253	0.829304029	0.795955433	0.697916667	0.744890873	0.813888889	0.766137566	0.083333333	0.091269841	0.380952381	0	0.090909091	0.488461538	0	0.033333333	0.188095238	0.05	0.088235294	0.19047619	0.408049887	0	0	0	0.026785714	0.090632086	0.069047619	0.060606061	0.051948052	0.047016461	0.105723443	0.108974359	0.096201814	0.696626984	0.05625	0.114543481	0.014666667	0.094571429	0.083641975
CHG	7	87913178	87913873	Teosinte/Maize	Hyper	0.012254902	0.010434174	0.002645503	0.002898551	0.007263923	0.011349206	0.018748562	0.003144654	0.02739899	0.012900188	0.049078341	0.008501984	0.006323185	0.031246286	0.003921569	0.00625	0.0125	0.005527211	0.004163414	0.328431373	0.026315789	0.808333333	0.440915916	0.860119048	0.874528302	0.751937984	0.849180328	0.883035714	0.897435897	0.097849462	0.881782946	0.864205004	0.051470588	0.109005097	0.848511905	0.84245283	0.701010782	0.003809524	0.855941447	0.781175529	0.004166667	0.792397381	0.885039144	0.052357834	0.87459707	0.006441224	0.816970807	0.830010873	0.001893939	0.474369604	0.816359385
CHG	7	88855654	88856700	Teosinte/Maize	Hypo	0.810048537	0.813186813	0.831283069	0.826809335	0.821124031	0.800245654	0.834451313	0.833333333	0.759007937	0.723827031	0.758302808	0.750907029	0.808201819	0.84449598	0.799438971	0.767928858	0.838958176	0.791703986	0.797715573	0.83486373	0.112195122	0.026595745	0.024427531	0.50139881	0.049679487	0.036750441	0.340771864	0.011904762	0.068611111	0.021428571	0.039800995	0.291920375	0.03	0	0.032967033	0.021276596	0.002487562	0.026202749	0.002808989	0.003988868	0.04468599	0.006670969	0.103107345	0.015115995	0.008605072	0.010883231	0.092328042	0.00217803	0	0	0.0129329
